发布日期,发布部门,通知标题,通知链接,附件名,附件链接,下载次数
2008-09-11,【质量办】,关于新上岗教师过关考核的通知,https://jwch.fzu.edu.cn/info/1040/10056.htm,无附件,无附件链接,无下载次数
2008-09-09,【教学运行】,关于2008年12月全国大学英语四、六级考试报名通知,https://jwch.fzu.edu.cn/info/1036/10319.htm,无附件,无附件链接,无下载次数
2008-09-03,【综合科】,2008-2009学年第一学期校选课本周末开课的有关通知,https://jwch.fzu.edu.cn/info/1035/7627.htm,无附件,无附件链接,无下载次数
2008-09-02,【综合科】,关于开通校选课第三轮选课的通知,https://jwch.fzu.edu.cn/info/1035/7625.htm,无附件,无附件链接,无下载次数
2008-08-29,【综合科】,关于延长校选课第一轮选课时间的通知,https://jwch.fzu.edu.cn/info/1035/7622.htm,无附件,无附件链接,无下载次数
2008-08-27,【实践科】,关于组织实施2008年福建省大学生创新性实验计划立项项目的通知,https://jwch.fzu.edu.cn/info/1039/9505.htm,无附件,无附件链接,无下载次数
2008-08-27,【综合科】,关于公布福州大学2007—2008学年教学优秀奖获奖名单的通知,https://jwch.fzu.edu.cn/info/1035/7620.htm,无附件,无附件链接,无下载次数
2008-08-27,【实践科】,关于福州大学第七期本科生科研训练计划项目中期检查情况和增补项目的通知,https://jwch.fzu.edu.cn/info/1039/9504.htm,无附件,无附件链接,无下载次数
2008-08-27,【教研教改】,关于开展2008年新上岗教师教学达标培训（第六期）报名工作的通知,https://jwch.fzu.edu.cn/info/1037/8838.htm,无附件,无附件链接,无下载次数
2008-08-27,【教学运行】,关于报送各学院2007-2008学年度普通高等学校学生学籍变动情况统计表的通知,https://jwch.fzu.edu.cn/info/1036/10318.htm,无附件,无附件链接,无下载次数
2008-08-26,【计划科】,修读法学专业的双学位、双专业、主辅修学生选课须知,https://jwch.fzu.edu.cn/info/1038/8342.htm,无附件,无附件链接,无下载次数
2008-08-21,【综合科】,2008年8月24日计算机公共基础重考安排,https://jwch.fzu.edu.cn/info/1035/7618.htm,无附件,无附件链接,无下载次数
2008-08-20,【教学运行】,大学物理补考考场安排表,https://jwch.fzu.edu.cn/info/1036/10317.htm,无附件,无附件链接,无下载次数
2008-07-03,【综合科】,关于核对2008-2009第一学期校选课开课信息的有关通知,https://jwch.fzu.edu.cn/info/1035/7616.htm,无附件,无附件链接,无下载次数
2008-07-03,【质量办】,关于领取2008年校级精品课程经费卡的通知,https://jwch.fzu.edu.cn/info/1040/10055.htm,无附件,无附件链接,无下载次数
2008-07-02,【综合科】,修读“法学专业”的双学位、双专业、主辅修学生选课须知,https://jwch.fzu.edu.cn/info/1035/7612.htm,无附件,无附件链接,无下载次数
2008-07-02,【综合科】,关于双学位、双专业、主辅修选课的通知,https://jwch.fzu.edu.cn/info/1035/7613.htm,无附件,无附件链接,无下载次数
2008-07-02,【教学运行】,关于领2008届毕业生毕业证书和学位证书的通知,https://jwch.fzu.edu.cn/info/1036/10316.htm,无附件,无附件链接,无下载次数
2008-06-26,【综合科】,关于《大学英语二》《大学英语四》《大学物理》期末考试的通知,https://jwch.fzu.edu.cn/info/1035/7610.htm,无附件,无附件链接,无下载次数
2008-06-24,【综合科】,关于2007下补考有关事宜的通知,https://jwch.fzu.edu.cn/info/1035/7609.htm,无附件,无附件链接,无下载次数
2008-06-21,【教学运行】,关于领取毕业证书外壳的通知,https://jwch.fzu.edu.cn/info/1036/10315.htm,无附件,无附件链接,无下载次数
2008-06-19,【实践科】,关于2008全国大学生数学建模竞赛培训的通知,https://jwch.fzu.edu.cn/info/1039/9503.htm,无附件,无附件链接,无下载次数
2008-06-18,【实践科】,关于公布福州大学首届化学基础实验竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9502.htm,无附件,无附件链接,无下载次数
2008-06-18,【实践科】,关于公布福州大学第四届数学建模竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9501.htm,无附件,无附件链接,无下载次数
2008-06-17,【综合科】,618交通管制的通知,https://jwch.fzu.edu.cn/info/1035/7607.htm,无附件,无附件链接,无下载次数
2008-06-16,【综合科】,关于土木工程学院课程设计占用教室的通知,https://jwch.fzu.edu.cn/info/1035/7606.htm,无附件,无附件链接,无下载次数
2008-06-12,【综合科】,关于公布本年度研究生教室分配有关事宜的通知,https://jwch.fzu.edu.cn/info/1035/7677.htm,无附件,无附件链接,无下载次数
2008-06-06,【教学运行】,关于公布2008－2009学年第一学期修读双学位、双专业、主辅修学生名单的通知,https://jwch.fzu.edu.cn/info/1036/10353.htm,无附件,无附件链接,无下载次数
2008-06-06,【教学运行】,关于做好期末复习考试及下学期开学等工作的通知,https://jwch.fzu.edu.cn/info/1036/10314.htm,无附件,无附件链接,无下载次数
2008-06-06,【质量办】,我校9门课程获福建省2008年度高校省级精品课程,https://jwch.fzu.edu.cn/info/1040/10054.htm,无附件,无附件链接,无下载次数
2008-06-04,【质量办】,关于申报省级特色专业的紧急通知,https://jwch.fzu.edu.cn/info/1040/10053.htm,无附件,无附件链接,无下载次数
2008-06-02,【综合科】,关于排课有关工作的通知(五),https://jwch.fzu.edu.cn/info/1035/7675.htm,无附件,无附件链接,无下载次数
2008-06-02,【综合科】,关于2008年端午节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1035/7676.htm,无附件,无附件链接,无下载次数
2008-05-30,【质量办】,关于组织申报2008年度福建省省级教学团队的通知,https://jwch.fzu.edu.cn/info/1040/10051.htm,无附件,无附件链接,无下载次数
2008-05-30,【实践科】,关于公布福州大学第五届程序设计竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9539.htm,无附件,无附件链接,无下载次数
2008-05-30,【质量办】,关于组织申报2008年度福建省省级特色专业的通知,https://jwch.fzu.edu.cn/info/1040/10052.htm,无附件,无附件链接,无下载次数
2008-05-28,【综合科】,关于我校公共基础课排课工作有关事宜的通知(四),https://jwch.fzu.edu.cn/info/1035/7673.htm,无附件,无附件链接,无下载次数
2008-05-28,【实践科】,关于做好2008届毕业设计（论文）后期阶段管理工作的通知,https://jwch.fzu.edu.cn/info/1039/9538.htm,无附件,无附件链接,无下载次数
2008-05-27,【综合科】,关于遴选2006级综合班学科导师的通知,https://jwch.fzu.edu.cn/info/1035/7671.htm,无附件,无附件链接,无下载次数
2008-05-26,【教学运行】,关于游泳课上课时间调整的通知,https://jwch.fzu.edu.cn/info/1036/10352.htm,无附件,无附件链接,无下载次数
2008-05-26,【实践科】,关于公布“用友杯”福州大学首届企业经营模拟沙盘对抗赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9537.htm,无附件,无附件链接,无下载次数
2008-05-22,【质量办】,关于召开专业评估经验交流会的通知,https://jwch.fzu.edu.cn/info/1040/10050.htm,无附件,无附件链接,无下载次数
2008-05-15,【实践科】,关于组织申报2008年福建省大学生创新性实验计划项目的通知,https://jwch.fzu.edu.cn/info/1039/9536.htm,无附件,无附件链接,无下载次数
2008-05-14,【实践科】,关于召开大学生创新性实验计划项目学生和指导教师交流会的通知,https://jwch.fzu.edu.cn/info/1039/9535.htm,无附件,无附件链接,无下载次数
2008-05-14,【综合科】,关于校选课《企业组织法学》本周考试时间的通知,https://jwch.fzu.edu.cn/info/1035/7669.htm,无附件,无附件链接,无下载次数
2008-05-14,【综合科】,关于我校公共基础课排课工作有关事宜的通知(二),https://jwch.fzu.edu.cn/info/1035/7667.htm,无附件,无附件链接,无下载次数
2008-05-13,【实践科】,关于公布福州大学第二届数控线切割三维作品创作竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9534.htm,无附件,无附件链接,无下载次数
2008-05-12,【实践科】,关于召开2007、2008年度中央与地方共建高校特色优势学科实验室项目负责人会议的紧急通知,https://jwch.fzu.edu.cn/info/1039/9533.htm,无附件,无附件链接,无下载次数
2008-05-12,【质量办】,关于福州大学2008年度重点专业建设点申报工作的补充通知,https://jwch.fzu.edu.cn/info/1040/10049.htm,无附件,无附件链接,无下载次数
2008-05-12,【综合科】,关于公布第五批“福州大学本科高等教育教学改革工程”立项项目的通知,https://jwch.fzu.edu.cn/info/1035/7665.htm,无附件,无附件链接,无下载次数
2008-05-09,【综合科】,关于公布参加第五期现代教育技术培训班教师名单的通知,https://jwch.fzu.edu.cn/info/1035/7663.htm,无附件,无附件链接,无下载次数
2008-05-08,【实践科】,关于调整福州大学首届化学基础实验竞赛笔试时间的通知,https://jwch.fzu.edu.cn/info/1039/9532.htm,无附件,无附件链接,无下载次数
2008-05-07,【质量办】,关于启动2008年福州大学校级重点专业立项申报工作的通知,https://jwch.fzu.edu.cn/info/1040/10048.htm,无附件,无附件链接,无下载次数
2008-05-06,【质量办】,关于组织申报2008年度国家级精品课程建设项目的通知,https://jwch.fzu.edu.cn/info/1040/10087.htm,无附件,无附件链接,无下载次数
2008-05-06,【质量办】,关于转发福建省教育厅“关于做好2008年度高等学校本科教学质量与教学改革工程项目申报工作的通知”的通知,https://jwch.fzu.edu.cn/info/1040/10086.htm,无附件,无附件链接,无下载次数
2008-04-30,【实践科】,关于举办福州大学首届化学基础实验竞赛的通知,https://jwch.fzu.edu.cn/info/1039/9531.htm,无附件,无附件链接,无下载次数
2008-04-28,【质量办】,关于公布2008年度福州大学校级精品课程项目的通知,https://jwch.fzu.edu.cn/info/1040/10085.htm,无附件,无附件链接,无下载次数
2008-04-24,【实践科】,关于开展创业型人才培养实践教学系列活动的通知,https://jwch.fzu.edu.cn/info/1039/9529.htm,无附件,无附件链接,无下载次数
2008-04-24,【实践科】,关于举办福州大学第四届数学建模竞赛暨全国大学生数学建模竞赛集训队选拔的通知,https://jwch.fzu.edu.cn/info/1039/9530.htm,无附件,无附件链接,无下载次数
2008-04-22,【实践科】,关于公布石坤等218位同学获得奖励学分的通知,https://jwch.fzu.edu.cn/info/1039/9528.htm,无附件,无附件链接,无下载次数
2008-04-21,【综合科】,双学位、双专业、主辅修学院审核步骤,https://jwch.fzu.edu.cn/info/1035/7661.htm,无附件,无附件链接,无下载次数
2008-04-17,【实践科】,关于举办福州大学第五届程序设计竞赛暨ACM/ICPC集训队选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/9527.htm,无附件,无附件链接,无下载次数
2008-04-15,【综合科】,关于校选课《物理学史》本周日停课的通知,https://jwch.fzu.edu.cn/info/1035/7660.htm,无附件,无附件链接,无下载次数
2008-04-07,【计划科】,关于2008级培养计划修订及上报培养计划调整表的通知,https://jwch.fzu.edu.cn/info/1038/8339.htm,无附件,无附件链接,无下载次数
2008-04-02,【教研教改】,关于开展福州大学第四届教学名师奖及教学新秀奖评选工作的通知,https://jwch.fzu.edu.cn/info/1037/8837.htm,无附件,无附件链接,无下载次数
2008-04-01,【教学运行】,关于全国大学英语四六级考试补拍照片的通知,https://jwch.fzu.edu.cn/info/1036/10351.htm,无附件,无附件链接,无下载次数
2008-03-25,【质量办】,关于转发教育部《关于提交国家精品课程相关资料的通知》的通知,https://jwch.fzu.edu.cn/info/1040/10084.htm,无附件,无附件链接,无下载次数
2008-02-28,【质量办】,关于领取福州大学重点专业经费卡的通知,https://jwch.fzu.edu.cn/info/1040/10083.htm,无附件,无附件链接,无下载次数
2008-02-27,【教学运行】,关于教师申请延期录入成绩相关办法的通知,https://jwch.fzu.edu.cn/info/1036/10350.htm,无附件,无附件链接,无下载次数
2008-02-26,【质量办】,关于转发教育部高等教育司《关于申报2008年度“教育部-Sun精品课程建设项目的通知》的通知,https://jwch.fzu.edu.cn/info/1040/10082.htm,无附件,无附件链接,无下载次数
2008-02-25,【综合科】,关于2007-2008学年第二学期选课补退选的通知,https://jwch.fzu.edu.cn/info/1035/7659.htm,无附件,无附件链接,无下载次数
2008-02-22,【教学运行】,2008年2月24日计算机公共基础补考安排,https://jwch.fzu.edu.cn/info/1036/10349.htm,无附件,无附件链接,无下载次数
2008-02-22,【综合科】,2007-2008学年第二学期跨院（系）、跨学科选修课（校选课）选课须知,https://jwch.fzu.edu.cn/info/1035/7658.htm,无附件,无附件链接,无下载次数
2008-01-27,【综合科】,关于2007-2008学年第二学期全校性公共选修课的相关通知,https://jwch.fzu.edu.cn/info/1035/7656.htm,无附件,无附件链接,无下载次数
2008-01-23,【教学运行】,2007-2008学年第一学期寒假补考安排,https://jwch.fzu.edu.cn/info/1036/10348.htm,无附件,无附件链接,无下载次数
2008-01-22,【实践科】,关于公布福州大学第七期本科生科研训练计划立项项目的通知,https://jwch.fzu.edu.cn/info/1039/9526.htm,无附件,无附件链接,无下载次数
2008-01-22,【实践科】,关于公布福州大学第七届大学物理实验竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9525.htm,无附件,无附件链接,无下载次数
2008-01-18,【教学运行】,关于重申考试禁止携带通讯器材和存储功能电子设备的通知,https://jwch.fzu.edu.cn/info/1036/10347.htm,无附件,无附件链接,无下载次数
2008-01-15,【教研教改】,关于启动本科第五批“福州大学高等教育教学改革工程”项目的通知,https://jwch.fzu.edu.cn/info/1037/8835.htm,无附件,无附件链接,无下载次数
2008-01-14,【综合科】,关于双学位、双专业、主辅修选课的通知,https://jwch.fzu.edu.cn/info/1035/7654.htm,无附件,无附件链接,无下载次数
2008-01-14,【质量办】,关于组织申报2008年度福州大学精品课程建设项目的通知,https://jwch.fzu.edu.cn/info/1040/10081.htm,无附件,无附件链接,无下载次数
2008-01-14,【教学运行】,关于公布普通高等学校新生学籍电子注册查询网址等有关事项的通知,https://jwch.fzu.edu.cn/info/1036/10346.htm,无附件,无附件链接,无下载次数
2008-01-10,【教研教改】,关于对2007年教材出版进行统计的通知,https://jwch.fzu.edu.cn/info/1037/8834.htm,无附件,无附件链接,无下载次数
2008-01-08,【实践科】,关于举办“用友杯”福州大学首届企业经营模拟沙盘对抗赛的通知,https://jwch.fzu.edu.cn/info/1039/9524.htm,无附件,无附件链接,无下载次数
2008-01-08,【实践科】,关于公布福州大学首届结构设计大赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9523.htm,无附件,无附件链接,无下载次数
2007-12-29,【实践科】,关于公布福州大学第七届高等数学竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9522.htm,无附件,无附件链接,无下载次数
2007-12-28,【教研教改】,关于公布2007年教材立项出版资助名单的通知,https://jwch.fzu.edu.cn/info/1037/8832.htm,无附件,无附件链接,无下载次数
2007-12-21,【教学运行】,关于2007－2008学年第二学期学生选课的通知,https://jwch.fzu.edu.cn/info/1036/10345.htm,无附件,无附件链接,无下载次数
2007-12-21,【实践科】,关于举办福州大学第五届大学生机械创新设计竞赛的通知,https://jwch.fzu.edu.cn/info/1039/9521.htm,无附件,无附件链接,无下载次数
2007-12-19,【综合科】,关于召开校教学工作指导委员会会议的通知,https://jwch.fzu.edu.cn/info/1035/7652.htm,无附件,无附件链接,无下载次数
2007-12-18,【计划科】,关于组织申报2007-2008学年第二学期全校性公共选修课的通知,https://jwch.fzu.edu.cn/info/1038/8336.htm,无附件,无附件链接,无下载次数
2007-12-13,【质量办】,通知,https://jwch.fzu.edu.cn/info/1040/10080.htm,无附件,无附件链接,无下载次数
2007-12-12,【教研教改】,关于对首批福州大学双语教学课程立项建设项目开展中期年度检评工作的通知,https://jwch.fzu.edu.cn/info/1037/8830.htm,无附件,无附件链接,无下载次数
2007-12-10,【综合科】,关于举办福州大学第四届计算机绘图竞赛的通知,https://jwch.fzu.edu.cn/info/1035/7650.htm,无附件,无附件链接,无下载次数
2007-12-06,【质量办】,关于开展2007年度精品课程检查的通知,https://jwch.fzu.edu.cn/info/1040/10079.htm,无附件,无附件链接,无下载次数
2007-12-06,【质量办】,喜讯,https://jwch.fzu.edu.cn/info/1040/10078.htm,无附件,无附件链接,无下载次数
2007-12-04,【教学运行】,关于大学英语（一）重修独立开班期末考试的通知,https://jwch.fzu.edu.cn/info/1036/10344.htm,无附件,无附件链接,无下载次数
2007-11-27,【教学运行】,物理与工程技术展示厅正式开放,https://jwch.fzu.edu.cn/info/1036/10343.htm,无附件,无附件链接,无下载次数
2007-11-22,【教学运行】,关于做好《高校学生获得学籍及毕业证书政策告知》宣传工作的通知,https://jwch.fzu.edu.cn/info/1036/10342.htm,无附件,无附件链接,无下载次数
2007-11-20,【实践科】,关于组织实施2007年福建省大学生创新性实验计划项目的通知,https://jwch.fzu.edu.cn/info/1039/9520.htm,无附件,无附件链接,无下载次数
2007-11-19,【教研教改】,校选课考试紧急通知,https://jwch.fzu.edu.cn/info/1037/8829.htm,无附件,无附件链接,无下载次数
2007-11-14,【教学运行】,关于做好2008届毕业生电子注册摄像工作的通知,https://jwch.fzu.edu.cn/info/1036/10341.htm,无附件,无附件链接,无下载次数
2007-11-14,【教研教改】,关于开展2007年本科教材建设立项工作的通知,https://jwch.fzu.edu.cn/info/1037/9650.htm,无附件,无附件链接,无下载次数
2007-11-13,【教学运行】,管理学院《企业价值评估》课程恢复上课,https://jwch.fzu.edu.cn/info/1036/10340.htm,无附件,无附件链接,无下载次数
2007-11-12,【教学运行】,关于2007-2008学年第一学期申请修读“双学位、双专业、主辅修”的通知,https://jwch.fzu.edu.cn/info/1036/10339.htm,无附件,无附件链接,无下载次数
2007-11-12,【教学运行】,关于已报重修免听缴费及重修补报名的通知,https://jwch.fzu.edu.cn/info/1036/10338.htm,无附件,无附件链接,无下载次数
2007-10-31,【实践科】,关于举办福州大学首届结构设计大赛的通知,https://jwch.fzu.edu.cn/info/1039/9559.htm,无附件,无附件链接,无下载次数
2007-10-31,【实践科】,关于举办福州大学第七届大学物理实验竞赛的通知,https://jwch.fzu.edu.cn/info/1039/9558.htm,无附件,无附件链接,无下载次数
2007-10-24,【教研教改】,关于领取2006级教学大纲汇编本的通知,https://jwch.fzu.edu.cn/info/1037/8824.htm,无附件,无附件链接,无下载次数
2007-10-19,【教研教改】,关于公布2007级基础综合班学生名单的通知,https://jwch.fzu.edu.cn/info/1037/8822.htm,无附件,无附件链接,无下载次数
2007-10-16,【教学运行】,2007-2008上学期双学位缴费通知,https://jwch.fzu.edu.cn/info/1036/10337.htm,无附件,无附件链接,无下载次数
2007-10-12,【质量办】,校评建办材料组9号通知,https://jwch.fzu.edu.cn/info/1040/10077.htm,无附件,无附件链接,无下载次数
2007-10-11,【实践科】,关于组织计算机技能培训考核的通知,https://jwch.fzu.edu.cn/info/1039/9557.htm,无附件,无附件链接,无下载次数
2007-10-09,【教学运行】,关于重修事宜的通知,https://jwch.fzu.edu.cn/info/1036/10336.htm,无附件,无附件链接,无下载次数
2007-10-09,【教研教改】,关于公布2005级基础综合班专业分流学生名单及学科导师名单的通知,https://jwch.fzu.edu.cn/info/1037/8821.htm,无附件,无附件链接,无下载次数
2007-10-08,【教研教改】,关于上报培养计划调整表的紧急通知,https://jwch.fzu.edu.cn/info/1037/8819.htm,无附件,无附件链接,无下载次数
2007-10-04,【质量办】,关于公布2007年度福州大学校级教学团队名单的通知,https://jwch.fzu.edu.cn/info/1040/10076.htm,无附件,无附件链接,无下载次数
2007-10-04,【教研教改】,关于公布福州大学2006—2007学年教学优秀奖获奖名单的通知,https://jwch.fzu.edu.cn/info/1037/8818.htm,无附件,无附件链接,无下载次数
2007-10-03,【教学运行】,关于处理学生课程冲突的通知,https://jwch.fzu.edu.cn/info/1036/10335.htm,无附件,无附件链接,无下载次数
2007-09-28,【实践科】,关于提前启动第七期本科生科研训练计划立项工作的通知,https://jwch.fzu.edu.cn/info/1039/9556.htm,无附件,无附件链接,无下载次数
2007-09-28,【教研教改】,关于公布2007级基础综合班预入选学生名单的通知,https://jwch.fzu.edu.cn/info/1037/8816.htm,无附件,无附件链接,无下载次数
2007-09-28,【实践科】,关于公布福州大学二○○七届优秀本科生毕业设计（论文）名单的通知,https://jwch.fzu.edu.cn/info/1039/9555.htm,无附件,无附件链接,无下载次数
2007-09-26,【教研教改】,关于开办2007年第五期新上岗教师教学达标培训班的通知,https://jwch.fzu.edu.cn/info/1037/8815.htm,无附件,无附件链接,无下载次数
2007-09-18,【教研教改】,关于公布参加2007级综合班选拔考试学生名单的通知,https://jwch.fzu.edu.cn/info/1037/8813.htm,无附件,无附件链接,无下载次数
2007-09-18,【教研教改】,关于印发《福州大学本科教学奖励管理实施办法》的通知,https://jwch.fzu.edu.cn/info/1037/8814.htm,无附件,无附件链接,无下载次数
2007-09-17,【实践科】,关于举办福州大学第六届英语演讲赛暨2007年“CCTV杯”全国英语演讲大赛选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/9554.htm,无附件,无附件链接,无下载次数
2007-09-13,【教研教改】,关于调整福州大学大学生文化素质教育基地组织机构的通知,https://jwch.fzu.edu.cn/info/1037/8811.htm,无附件,无附件链接,无下载次数
2007-09-13,【实践科】,关于福州大学第七届高等数学竞赛更改比赛时间的通知,https://jwch.fzu.edu.cn/info/1039/9553.htm,无附件,无附件链接,无下载次数
2007-09-13,【质量办】,关于转发《教育部高等教育司关于启动“第二类特色专业建设点”申报工作的通知》的通知,https://jwch.fzu.edu.cn/info/1040/10075.htm,无附件,无附件链接,无下载次数
2007-09-12,【教研教改】,关于组织申报福建省2007年度人才培养模式创新实验区的紧急通知,https://jwch.fzu.edu.cn/info/1037/8810.htm,无附件,无附件链接,无下载次数
2007-09-11,【教研教改】,关于领取2007级本科培养计划的通知,https://jwch.fzu.edu.cn/info/1037/9670.htm,无附件,无附件链接,无下载次数
2007-09-11,【教研教改】,关于领取并校对2007年版双学位、双专业、主辅修培养计划的通知,https://jwch.fzu.edu.cn/info/1037/8808.htm,无附件,无附件链接,无下载次数
2007-09-10,【教研教改】,关于开展2007年新上岗教师教学达标培训（第五期）报名的通知,https://jwch.fzu.edu.cn/info/1037/9669.htm,无附件,无附件链接,无下载次数
2007-09-10,【教学运行】,关于召开教学干事会议的通知,https://jwch.fzu.edu.cn/info/1036/10373.htm,无附件,无附件链接,无下载次数
2007-09-10,【教研教改】,关于新教师教学达标培训班过教学关考核的通知,https://jwch.fzu.edu.cn/info/1037/9668.htm,无附件,无附件链接,无下载次数
2007-09-10,【教学运行】,关于管理学院陈美英老师《统计学A》课程取消的通知,https://jwch.fzu.edu.cn/info/1036/10334.htm,无附件,无附件链接,无下载次数
2007-09-10,【实践科】,关于开展福州大学优秀校外实习教学基地评选的通知,https://jwch.fzu.edu.cn/info/1039/9552.htm,无附件,无附件链接,无下载次数
2007-09-07,【综合科】,关于公布校选课第一轮选课结果的通知,https://jwch.fzu.edu.cn/info/1035/7649.htm,无附件,无附件链接,无下载次数
2007-09-06,【综合科】,关于申报教育部人才培养与教学改革的三个教学立项补充通知,https://jwch.fzu.edu.cn/info/1035/7646.htm,无附件,无附件链接,无下载次数
2007-09-06,【综合科】,关于召开期初教学工作会议暨校教学指导委员会会议的通知,https://jwch.fzu.edu.cn/info/1035/7647.htm,无附件,无附件链接,无下载次数
2007-09-04,【教学运行】,关于2007-2008第一学期二专业补退选通知,https://jwch.fzu.edu.cn/info/1036/10372.htm,无附件,无附件链接,无下载次数
2007-09-04,【综合科】,关于维护教务处服务器的通知,https://jwch.fzu.edu.cn/info/1035/7709.htm,无附件,无附件链接,无下载次数
2007-09-03,【实践科】,福州大学综合性、设计性实验管理办法,https://jwch.fzu.edu.cn/info/1039/9551.htm,无附件,无附件链接,无下载次数
2007-08-31,【教学运行】,关于对拟评福州大学二○○七届优秀本科生毕业设计（论文）进行专项检查的通知,https://jwch.fzu.edu.cn/info/1036/10371.htm,无附件,无附件链接,无下载次数
2007-08-31,【教学运行】,CET报名通知,https://jwch.fzu.edu.cn/info/1036/10370.htm,无附件,无附件链接,无下载次数
2007-08-30,【质量办】,关于组织2007年福州大学教学团队评审工作的通知,https://jwch.fzu.edu.cn/info/1040/10073.htm,无附件,无附件链接,无下载次数
2007-08-30,【教研教改】,关于开展2007级基础综合班招生工作的通知,https://jwch.fzu.edu.cn/info/1037/9667.htm,无附件,无附件链接,无下载次数
2007-08-30,【质量办】,关于表彰钟茂海等47名同学为福州大学06-07学年优秀学生教学信息员的通知,https://jwch.fzu.edu.cn/info/1040/10074.htm,无附件,无附件链接,无下载次数
2007-08-30,【综合科】,2006级、2007级体育理论课上课地址安排,https://jwch.fzu.edu.cn/info/1035/7707.htm,无附件,无附件链接,无下载次数
2007-08-29,【教研教改】,2007-2008学年第一学期跨院（系）、跨学科选修课（校选课）选课须知,https://jwch.fzu.edu.cn/info/1037/9666.htm,无附件,无附件链接,无下载次数
2007-08-28,【综合科】,关于公共语音室同学自备耳机的通知,https://jwch.fzu.edu.cn/info/1035/7706.htm,无附件,无附件链接,无下载次数
2007-08-28,【实践科】,关于举办福州大学第二届数控线切割三维作品创作竞赛的通知,https://jwch.fzu.edu.cn/info/1039/10000.htm,无附件,无附件链接,无下载次数
2007-08-27,【实践科】,关于组织申报福建省大学生创新性实验计划项目的通知,https://jwch.fzu.edu.cn/info/1039/9550.htm,无附件,无附件链接,无下载次数
2007-08-23,【教学运行】,教室调整通知,https://jwch.fzu.edu.cn/info/1036/10367.htm,无附件,无附件链接,无下载次数
2007-08-23,【教学运行】,关于加强旗山校区公共教学楼的教室使用管理的通知,https://jwch.fzu.edu.cn/info/1036/10368.htm,无附件,无附件链接,无下载次数
2007-08-23,【教学运行】,补考教室调整通知,https://jwch.fzu.edu.cn/info/1036/10369.htm,无附件,无附件链接,无下载次数
2007-08-21,【教研教改】,关于领取2006级教学大纲第一稿审核意见的通知,https://jwch.fzu.edu.cn/info/1037/9665.htm,无附件,无附件链接,无下载次数
2007-08-17,【教研教改】,关于对2007级培养计划进行第三稿修订及校对的紧急通知,https://jwch.fzu.edu.cn/info/1037/9664.htm,无附件,无附件链接,无下载次数
2007-07-13,【教研教改】,关于领取2007级培养计划第一稿的通知,https://jwch.fzu.edu.cn/info/1037/9663.htm,无附件,无附件链接,无下载次数
2007-07-11,【教学运行】,关于同意叶晓亮等44位同学继续修读第二学位（专业、主辅修）的批复,https://jwch.fzu.edu.cn/info/1036/10366.htm,无附件,无附件链接,无下载次数
2007-07-11,【教学运行】,关于管理学院2004级第二轮选课通知,https://jwch.fzu.edu.cn/info/1036/10365.htm,无附件,无附件链接,无下载次数
2007-07-09,【综合科】,关于教学大纲修订及网上录入办法的补充通知,https://jwch.fzu.edu.cn/info/1035/7705.htm,无附件,无附件链接,无下载次数
2007-07-09,【教学运行】,2006-2007学年第二学期暑假补考通知,https://jwch.fzu.edu.cn/info/1036/10364.htm,无附件,无附件链接,无下载次数
2007-07-03,【质量办】,关于公布2007届本科生毕业设计（论文）抽查结果的通知,https://jwch.fzu.edu.cn/info/1040/10072.htm,无附件,无附件链接,无下载次数
2007-07-03,【实践科】,关于公布福州大学第三届数学建模竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/9546.htm,无附件,无附件链接,无下载次数
2007-07-03,【实践科】,关于举办福州大学第七届高等数学竞赛的通知,https://jwch.fzu.edu.cn/info/1039/9547.htm,无附件,无附件链接,无下载次数
2007-07-03,【实践科】,关于下拨福州大学第六期本科生科研训练计划项目资助经费余额的通知,https://jwch.fzu.edu.cn/info/1039/9548.htm,无附件,无附件链接,无下载次数
2007-07-03,【实践科】,关于公布福州大学第五期本科生科研训练计划项目评审结果的通知,https://jwch.fzu.edu.cn/info/1039/9549.htm,无附件,无附件链接,无下载次数
2007-07-02,【综合科】,关于更改补报2007届毕业生截止日期的紧急通知,https://jwch.fzu.edu.cn/info/1035/7703.htm,无附件,无附件链接,无下载次数
2007-06-29,【教学运行】,关于管理学院2004级选课通知,https://jwch.fzu.edu.cn/info/1036/10363.htm,无附件,无附件链接,无下载次数
2007-06-28,【教研教改】,关于催交2006级课程教学大纲电子版的通知,https://jwch.fzu.edu.cn/info/1037/9662.htm,无附件,无附件链接,无下载次数
2007-06-27,【质量办】,关于抽查2007届毕业设计（论文）的通知,https://jwch.fzu.edu.cn/info/1040/10071.htm,无附件,无附件链接,无下载次数
