latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.045692,119.24508,3.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation_instant (W/m²),is_day ()
2024-08-03T04:00,29.5,94,38.5,0.00,1,20,1.1,288,0.0,0
2024-08-03T05:00,29.3,96,38.3,0.00,0,11,1.8,281,0.0,0
2024-08-03T06:00,28.7,99,37.9,0.00,0,16,1.1,270,18.9,1
2024-08-03T07:00,29.9,92,39.0,0.00,1,48,1.6,297,183.7,1
2024-08-03T08:00,31.2,87,40.3,0.00,1,37,2.1,329,402.5,1
2024-08-03T09:00,32.8,78,41.8,0.00,0,0,1.5,315,622.4,1
2024-08-03T10:00,34.2,70,44.1,0.00,0,0,1.1,18,787.4,1
2024-08-03T11:00,35.2,63,45.2,0.00,0,0,2.1,59,882.5,1
2024-08-03T12:00,35.9,58,45.7,0.00,0,0,2.5,90,927.4,1
2024-08-03T13:00,36.4,54,45.5,0.00,0,1,2.6,124,876.4,1
2024-08-03T14:00,36.9,51,45.4,0.00,0,4,2.1,149,791.6,1
2024-08-03T15:00,37.7,49,44.7,0.00,1,33,5.9,79,649.5,1
2024-08-03T16:00,35.9,60,42.6,0.00,2,62,8.6,92,443.0,1
2024-08-03T17:00,35.0,67,43.1,0.00,1,37,5.4,98,265.6,1
2024-08-03T18:00,28.7,85,34.6,5.10,63,100,9.6,13,71.7,1
2024-08-03T19:00,28.4,88,35.3,0.20,51,50,5.4,356,0.0,0
2024-08-03T20:00,28.1,90,35.3,0.00,0,1,3.3,347,0.0,0
2024-08-03T21:00,28.1,89,35.0,0.10,51,100,4.8,333,0.0,0
2024-08-03T22:00,28.1,91,35.4,0.00,3,100,3.1,306,0.0,0
2024-08-03T23:00,28.7,88,36.0,0.00,3,100,2.6,254,0.0,0
2024-08-04T00:00,29.1,86,36.5,0.00,3,100,1.9,292,0.0,0
2024-08-04T01:00,27.5,93,34.6,0.00,0,7,4.1,218,0.0,0
2024-08-04T02:00,27.5,93,34.5,0.00,0,6,4.0,333,0.0,0
2024-08-04T03:00,28.7,88,36.0,0.00,0,8,2.9,30,0.0,0
2024-08-04T04:00,27.0,95,33.8,0.00,0,6,4.8,193,0.0,0
2024-08-04T05:00,28.1,91,35.4,0.00,1,20,2.8,220,0.0,0
2024-08-04T06:00,27.7,93,35.3,0.00,0,11,1.6,243,18.9,1
2024-08-04T07:00,28.5,93,36.5,0.00,1,23,2.1,301,190.4,1
2024-08-04T08:00,29.5,86,37.1,0.00,1,41,3.1,339,401.5,1
2024-08-04T09:00,31.2,80,39.4,0.00,0,0,1.0,315,621.4,1
2024-08-04T10:00,32.4,75,41.8,0.00,0,0,1.5,76,787.6,1
2024-08-04T11:00,33.4,72,43.4,0.00,0,2,3.7,101,899.3,1
2024-08-04T12:00,34.1,67,44.3,0.00,0,11,3.5,114,937.5,1
2024-08-04T13:00,34.7,65,44.3,0.00,1,20,5.9,133,888.1,1
2024-08-04T14:00,35.2,64,44.3,0.00,0,11,6.1,140,794.3,1
2024-08-04T15:00,35.5,63,43.8,0.00,1,25,5.9,142,628.2,1
2024-08-04T16:00,34.8,66,41.8,0.00,0,9,10.3,126,441.0,1
2024-08-04T17:00,33.7,71,40.8,0.00,0,8,10.7,110,298.3,1
2024-08-04T18:00,32.7,77,40.6,0.00,0,5,7.3,110,108.7,1
2024-08-04T19:00,32.0,79,40.1,0.00,0,1,4.7,86,0.0,0
2024-08-04T20:00,29.6,87,37.4,0.30,51,13,4.0,297,0.0,0
2024-08-04T21:00,27.1,86,32.1,0.00,1,36,9.8,294,0.0,0
2024-08-04T22:00,27.4,83,33.3,0.00,0,10,2.6,286,0.0,0
2024-08-04T23:00,26.8,85,32.4,0.00,2,66,3.8,287,0.0,0
2024-08-05T00:00,26.3,89,32.0,0.00,3,98,4.1,285,0.0,0
2024-08-05T01:00,25.9,93,31.8,0.00,3,100,4.0,297,0.0,0
2024-08-05T02:00,25.7,94,31.6,0.00,3,100,4.2,301,0.0,0
2024-08-05T03:00,25.4,95,31.3,0.00,3,100,4.5,284,0.0,0
2024-08-05T04:00,25.6,94,31.5,0.00,3,100,4.0,275,0.0,0
2024-08-05T05:00,26.1,92,32.2,0.00,3,99,3.0,284,0.0,0
2024-08-05T06:00,25.7,96,32.1,0.00,3,100,2.2,279,19.0,1
2024-08-05T07:00,26.9,91,33.7,0.00,3,100,1.3,326,183.3,1
2024-08-05T08:00,28.4,85,35.6,0.00,3,100,0.0,270,399.4,1
2024-08-05T09:00,29.8,81,37.2,0.00,3,89,1.1,72,604.5,1
2024-08-05T10:00,31.2,75,39.6,0.00,0,19,3.0,76,773.5,1
2024-08-05T11:00,32.0,73,41.0,0.00,1,27,5.4,82,888.9,1
2024-08-05T12:00,33.0,66,42.2,0.00,2,56,3.0,76,921.2,1
2024-08-05T13:00,33.9,60,42.6,0.00,0,7,2.7,113,902.8,1
2024-08-05T14:00,34.3,59,42.4,0.00,0,9,5.2,115,819.9,1
2024-08-05T15:00,34.5,61,41.8,0.00,0,15,7.7,127,678.5,1
2024-08-05T16:00,33.1,70,39.8,0.00,1,33,9.1,108,466.7,1
2024-08-05T17:00,32.4,74,39.3,0.00,0,12,9.4,108,290.8,1
2024-08-05T18:00,31.3,80,38.8,0.00,0,10,6.4,106,108.0,1
2024-08-05T19:00,29.7,89,37.7,0.00,0,2,4.0,95,0.0,0
2024-08-05T20:00,28.8,92,36.5,0.00,0,1,4.7,94,0.0,0
2024-08-05T21:00,29.0,93,37.1,0.00,0,0,4.2,70,0.0,0
2024-08-05T22:00,28.5,94,36.4,0.00,0,0,4.1,105,0.0,0
2024-08-05T23:00,28.1,96,35.9,0.00,0,3,4.2,121,0.0,0
2024-08-06T00:00,27.7,97,35.4,0.00,0,5,3.8,131,0.0,0
2024-08-06T01:00,27.2,98,34.6,0.00,0,16,3.9,124,0.0,0
2024-08-06T02:00,27.6,98,35.6,0.00,3,100,2.1,59,0.0,0
2024-08-06T03:00,26.6,99,33.9,0.20,51,98,2.9,7,0.0,0
2024-08-06T04:00,26.5,100,34.0,0.10,51,100,2.3,342,0.0,0
2024-08-06T05:00,26.7,99,34.2,0.00,3,100,2.0,315,0.0,0
2024-08-06T06:00,27.0,98,34.5,0.00,3,97,2.3,321,11.9,1
2024-08-06T07:00,27.4,95,35.0,0.00,1,41,2.2,351,120.5,1
2024-08-06T08:00,28.9,87,36.5,0.00,1,27,1.6,297,388.5,1
2024-08-06T09:00,30.3,79,37.6,0.10,51,23,1.3,146,572.7,1
2024-08-06T10:00,31.1,75,38.9,0.10,51,14,4.3,132,749.7,1
2024-08-06T11:00,31.8,72,40.4,0.00,0,15,4.3,132,846.0,1
2024-08-06T12:00,32.5,68,41.4,0.00,1,20,3.5,114,893.8,1
2024-08-06T13:00,33.0,64,41.7,0.00,0,3,4.0,117,895.9,1
2024-08-06T14:00,33.5,61,41.5,0.00,0,2,6.6,135,852.1,1
2024-08-06T15:00,33.9,59,40.5,0.00,0,4,8.8,125,705.7,1
2024-08-06T16:00,32.7,66,38.1,0.00,0,1,13.9,115,522.8,1
2024-08-06T17:00,31.2,72,36.5,0.00,0,0,13.0,118,313.9,1
2024-08-06T18:00,30.2,75,36.2,0.00,0,0,6.9,118,111.3,1
2024-08-06T19:00,28.5,82,34.7,0.00,0,0,5.0,111,0.0,0
2024-08-06T20:00,27.7,86,33.9,0.00,0,0,4.7,81,0.0,0
2024-08-06T21:00,28.7,83,35.1,0.00,0,5,4.5,104,0.0,0
2024-08-06T22:00,27.6,90,34.2,0.00,0,3,5.1,98,0.0,0
2024-08-06T23:00,28.9,82,35.5,0.00,0,0,3.1,45,0.0,0
2024-08-07T00:00,27.7,88,34.3,0.00,0,1,3.5,24,0.0,0
2024-08-07T01:00,27.3,90,34.0,0.00,1,33,2.7,337,0.0,0
2024-08-07T02:00,25.9,98,32.4,0.00,0,2,4.2,301,0.0,0
2024-08-07T03:00,26.0,100,33.0,0.00,3,99,3.1,306,0.0,0
2024-08-07T04:00,26.0,100,32.7,0.00,3,99,5.2,304,0.0,0
2024-08-07T05:00,25.4,100,32.1,0.00,3,100,2.4,297,0.0,0
2024-08-07T06:00,25.5,100,31.9,0.00,3,100,4.8,318,16.7,1
2024-08-07T07:00,26.6,94,33.1,0.00,3,85,4.2,329,172.0,1
2024-08-07T08:00,28.2,88,35.3,0.00,1,48,2.2,360,381.3,1
2024-08-07T09:00,30.3,76,36.8,0.00,1,27,3.9,338,622.0,1
2024-08-07T10:00,31.7,68,39.1,0.00,0,14,3.4,32,784.6,1
2024-08-07T11:00,32.7,64,40.8,0.00,0,6,4.4,81,894.2,1
2024-08-07T12:00,33.3,63,41.5,0.00,0,8,6.0,107,919.2,1
2024-08-07T13:00,34.2,59,42.2,0.00,0,13,5.7,108,878.0,1
2024-08-07T14:00,34.7,54,42.1,0.00,3,80,4.0,85,792.9,1
2024-08-07T15:00,35.3,50,41.3,0.00,3,80,4.9,107,672.5,1
2024-08-07T16:00,34.5,56,39.5,0.00,3,83,10.0,116,439.3,1
2024-08-07T17:00,33.3,67,39.1,0.00,3,88,12.6,114,271.1,1
2024-08-07T18:00,32.0,73,38.2,0.00,1,41,10.3,126,101.2,1
2024-08-07T19:00,30.6,77,37.1,0.00,2,61,6.3,149,0.0,0
2024-08-07T20:00,29.6,81,36.2,0.00,3,92,5.6,135,0.0,0
2024-08-07T21:00,29.5,83,36.6,0.00,3,100,4.2,110,0.0,0
2024-08-07T22:00,28.7,86,35.6,0.00,3,96,4.6,108,0.0,0
2024-08-07T23:00,28.9,83,35.7,0.00,3,97,3.9,112,0.0,0
2024-08-08T00:00,29.2,81,36.0,0.00,3,99,2.2,90,0.0,0
2024-08-08T01:00,28.6,87,35.9,0.00,3,95,1.1,360,0.0,0
2024-08-08T02:00,28.1,92,35.8,0.00,3,88,0.8,297,0.0,0
2024-08-08T03:00,27.6,97,35.4,0.00,1,47,2.3,321,0.0,0
2024-08-08T04:00,26.7,99,34.0,0.00,1,41,2.8,320,0.0,0
2024-08-08T05:00,26.2,100,33.4,0.00,3,100,2.8,310,0.0,0
2024-08-08T06:00,26.6,100,34.0,0.00,3,100,3.3,311,16.8,1
2024-08-08T07:00,27.6,95,35.1,0.00,1,37,2.6,326,171.0,1
2024-08-08T08:00,29.3,85,36.8,0.00,3,98,2.6,304,371.6,1
2024-08-08T09:00,31.0,76,38.4,0.00,2,64,1.1,180,567.3,1
2024-08-08T10:00,32.2,72,40.3,0.10,51,94,3.9,112,751.0,1
2024-08-08T11:00,33.0,70,41.9,0.00,3,99,5.2,102,849.2,1
2024-08-08T12:00,34.0,65,43.2,0.00,3,93,4.3,90,865.4,1
2024-08-08T13:00,34.8,61,43.4,0.00,3,99,6.9,96,878.0,1
2024-08-08T14:00,34.6,59,42.7,0.00,3,97,5.6,130,802.3,1
2024-08-08T15:00,35.8,54,42.5,0.00,3,99,5.0,111,593.5,1
2024-08-08T16:00,32.2,69,39.1,0.80,53,99,2.3,141,424.2,1
2024-08-08T17:00,32.1,70,39.1,0.00,3,97,3.1,135,206.5,1
2024-08-08T18:00,31.8,76,39.5,0.00,3,80,2.4,153,76.8,1
2024-08-08T19:00,31.7,71,38.8,0.00,2,64,1.0,45,0.0,0
2024-08-08T20:00,31.3,74,38.3,0.00,1,27,3.1,69,0.0,0
2024-08-08T21:00,28.4,88,35.5,0.30,51,100,3.7,349,0.0,0
2024-08-08T22:00,28.0,93,35.6,0.20,51,100,2.6,304,0.0,0
2024-08-08T23:00,27.8,91,35.0,0.20,51,100,3.1,315,0.0,0
2024-08-09T00:00,27.6,91,34.6,0.00,3,83,3.4,328,0.0,0
2024-08-09T01:00,28.0,87,34.7,0.00,0,5,3.2,297,0.0,0
2024-08-09T02:00,28.0,86,34.5,0.00,0,16,3.3,283,0.0,0
2024-08-09T03:00,28.0,86,34.7,0.00,1,22,2.3,288,0.0,0
2024-08-09T04:00,27.6,88,34.3,0.00,0,12,2.3,252,0.0,0
2024-08-09T05:00,26.0,96,32.5,0.00,0,9,4.0,297,0.0,0
2024-08-09T06:00,26.2,98,33.0,0.00,0,12,3.4,288,14.4,1
2024-08-09T07:00,27.5,94,35.0,0.00,0,14,1.6,297,185.5,1
2024-08-09T08:00,28.7,85,35.9,0.00,0,7,2.3,342,409.4,1
2024-08-09T09:00,30.3,75,37.0,0.00,1,33,2.3,51,599.6,1
2024-08-09T10:00,31.7,71,39.6,0.00,3,81,3.2,90,775.1,1
2024-08-09T11:00,32.9,67,41.6,0.00,3,82,4.1,52,879.6,1
2024-08-09T12:00,33.9,64,42.8,0.00,2,67,3.9,68,868.4,1
2024-08-09T13:00,34.7,61,43.7,0.00,0,17,5.4,94,898.5,1
2024-08-09T14:00,35.0,58,43.2,0.00,2,76,5.5,122,821.1,1
2024-08-09T15:00,35.8,52,42.3,0.00,1,23,7.6,85,683.9,1
2024-08-09T16:00,34.7,56,39.7,0.00,1,33,10.9,136,462.9,1
2024-08-09T17:00,32.9,70,39.4,0.00,1,46,9.7,138,234.2,1
2024-08-09T18:00,31.9,77,39.2,0.00,2,59,7.6,115,76.2,1
2024-08-09T19:00,30.5,82,38.2,0.00,0,19,4.3,95,0.0,0
2024-08-09T20:00,29.5,91,37.5,0.00,0,15,4.7,67,0.0,0
2024-08-09T21:00,29.5,88,37.1,0.00,3,81,4.7,94,0.0,0
2024-08-09T22:00,29.2,88,36.8,0.00,3,100,4.0,95,0.0,0
2024-08-09T23:00,28.5,92,35.9,0.00,3,100,4.7,113,0.0,0
2024-08-10T00:00,28.7,89,36.3,0.00,3,99,3.4,122,0.0,0
2024-08-10T01:00,27.7,96,35.2,0.00,3,100,4.0,117,0.0,0
2024-08-10T02:00,27.9,98,36.1,0.00,3,100,2.4,117,0.0,0
2024-08-10T03:00,27.6,100,36.1,0.00,3,100,1.3,146,0.0,0
2024-08-10T04:00,27.5,100,35.8,0.00,3,100,1.3,34,0.0,0
2024-08-10T05:00,27.4,100,35.6,0.00,3,100,1.5,346,0.0,0
2024-08-10T06:00,27.2,100,35.3,0.00,3,100,1.3,304,12.1,1
2024-08-10T07:00,28.4,93,36.6,0.00,3,100,0.8,27,128.2,1
2024-08-10T08:00,29.7,85,37.4,0.10,51,100,2.5,90,314.8,1
2024-08-10T09:00,30.6,80,38.3,0.10,51,100,1.8,79,358.2,1
2024-08-10T10:00,31.9,74,39.3,0.00,3,100,3.1,126,542.5,1
2024-08-10T11:00,32.9,70,41.2,0.00,3,100,3.8,107,713.1,1
2024-08-10T12:00,33.6,68,42.4,0.00,3,100,4.1,105,779.1,1
2024-08-10T13:00,33.7,65,41.9,0.00,3,100,5.5,101,760.7,1
2024-08-10T14:00,34.5,60,42.4,0.00,3,98,3.5,156,702.9,1
2024-08-10T15:00,33.4,64,39.3,0.20,51,88,9.9,147,520.8,1
2024-08-10T16:00,32.9,70,39.6,0.00,3,83,8.0,162,354.5,1
2024-08-10T17:00,32.0,73,38.6,2.20,61,100,7.9,156,246.3,1
2024-08-10T18:00,30.9,77,38.6,0.20,51,5,0.0,270,64.2,1
2024-08-10T19:00,29.8,84,37.2,0.00,0,2,4.0,85,0.0,0
2024-08-10T20:00,30.6,78,37.8,0.00,0,1,2.8,130,0.0,0
2024-08-10T21:00,30.3,86,38.7,0.00,0,3,2.1,31,0.0,0
2024-08-10T22:00,29.7,89,38.0,0.00,0,4,3.0,14,0.0,0
2024-08-10T23:00,29.7,89,38.1,0.00,0,5,1.6,63,0.0,0
2024-08-11T00:00,29.4,91,37.8,0.00,0,13,1.3,146,0.0,0
2024-08-11T01:00,29.1,91,37.2,0.10,51,38,2.6,146,0.0,0
2024-08-11T02:00,28.6,94,36.7,0.00,1,34,2.6,146,0.0,0
2024-08-11T03:00,28.1,96,36.3,0.40,51,100,2.1,211,0.0,0
2024-08-11T04:00,27.6,100,35.9,0.00,2,51,2.2,279,0.0,0
2024-08-11T05:00,27.3,100,35.3,0.00,3,100,2.2,279,0.0,0
2024-08-11T06:00,27.1,100,35.1,0.00,3,100,1.3,304,12.1,1
2024-08-11T07:00,28.0,97,36.2,0.00,3,100,1.5,315,156.9,1
2024-08-11T08:00,29.6,88,38.0,0.10,51,99,0.5,315,376.3,1
2024-08-11T09:00,30.4,79,37.8,0.00,0,5,2.4,27,586.2,1
2024-08-11T10:00,31.9,75,40.4,0.00,1,25,3.6,37,760.0,1
2024-08-11T11:00,33.3,70,42.9,0.00,0,19,2.9,83,877.5,1
2024-08-11T12:00,34.8,61,44.1,0.00,0,13,3.6,96,904.8,1
2024-08-11T13:00,34.7,59,42.8,0.00,1,30,5.8,184,845.2,1
2024-08-11T14:00,35.2,57,42.6,0.00,0,19,6.0,155,709.4,1
2024-08-11T15:00,35.0,57,41.6,0.20,51,31,6.6,151,597.4,1
2024-08-11T16:00,34.4,57,39.4,0.10,51,46,9.9,161,419.0,1
2024-08-11T17:00,33.7,63,39.4,0.00,1,34,9.6,167,256.0,1
2024-08-11T18:00,32.5,71,39.2,0.00,2,50,7.4,157,87.8,1
2024-08-11T19:00,30.9,79,38.1,0.00,0,12,5.2,146,0.0,0
2024-08-11T20:00,30.0,84,37.3,0.00,0,4,5.4,143,0.0,0
2024-08-11T21:00,28.7,93,36.9,0.00,0,6,1.9,292,0.0,0
2024-08-11T22:00,28.8,91,36.8,0.00,0,6,2.1,329,0.0,0
2024-08-11T23:00,28.8,90,36.8,0.00,0,7,1.1,270,0.0,0
2024-08-12T00:00,28.6,90,36.3,0.00,0,6,1.6,243,0.0,0
2024-08-12T01:00,27.7,92,35.1,0.00,0,5,2.3,198,0.0,0
2024-08-12T02:00,26.6,96,33.6,0.00,0,2,3.1,216,0.0,0
2024-08-12T03:00,27.4,93,34.8,0.00,0,1,1.3,236,0.0,0
2024-08-12T04:00,27.2,93,34.5,0.00,0,3,1.0,225,0.0,0
2024-08-12T05:00,27.1,93,34.2,0.00,0,6,1.5,225,0.0,0
2024-08-12T06:00,26.2,98,33.4,0.00,0,18,1.1,252,14.6,1
2024-08-12T07:00,27.6,92,34.9,0.00,0,11,1.8,323,174.7,1
2024-08-12T08:00,29.3,83,36.7,0.00,1,29,0.8,333,397.9,1
2024-08-12T09:00,30.5,78,37.7,0.00,0,1,1.8,79,615.0,1
2024-08-12T10:00,32.3,69,40.5,0.00,0,2,2.3,72,787.3,1
2024-08-12T11:00,33.8,63,42.3,0.00,0,8,3.4,72,859.8,1
2024-08-12T12:00,34.8,58,43.2,0.00,1,26,4.2,110,881.4,1
2024-08-12T13:00,35.4,55,42.9,0.00,1,20,6.9,99,820.5,1
2024-08-12T14:00,35.9,52,43.2,0.00,2,61,6.3,103,792.0,1
2024-08-12T15:00,35.2,51,39.3,0.10,51,90,15.4,169,585.3,1
2024-08-12T16:00,33.5,65,39.3,0.60,53,99,11.6,185,383.3,1
2024-08-12T17:00,33.3,66,40.0,0.00,3,100,5.8,184,199.6,1
2024-08-12T18:00,32.2,77,40.3,0.00,3,100,3.1,159,56.3,1
2024-08-12T19:00,30.7,85,38.7,0.00,3,100,4.6,141,0.0,0
2024-08-12T20:00,29.9,88,37.9,0.00,3,100,4.6,135,0.0,0
2024-08-12T21:00,30.5,85,38.8,0.00,3,100,3.4,148,0.0,0
2024-08-12T22:00,30.0,89,38.3,0.00,3,90,3.7,151,0.0,0
2024-08-12T23:00,29.4,90,37.5,0.00,3,100,3.9,158,0.0,0
2024-08-13T00:00,28.7,94,36.6,0.00,3,100,4.3,138,0.0,0
2024-08-13T01:00,28.3,95,36.2,0.00,3,100,4.1,142,0.0,0
2024-08-13T02:00,28.1,96,36.0,0.00,3,100,3.7,151,0.0,0
2024-08-13T03:00,28.1,96,36.0,0.00,3,86,3.4,148,0.0,0
2024-08-13T04:00,28.3,96,36.5,0.00,3,99,2.2,189,0.0,0
2024-08-13T05:00,28.1,97,36.5,0.00,3,100,0.7,180,0.0,0
2024-08-13T06:00,27.6,99,35.8,0.00,3,100,2.3,108,12.2,1
2024-08-13T07:00,28.5,94,36.8,0.00,3,100,1.9,202,116.9,1
2024-08-13T08:00,29.8,86,38.1,0.10,51,100,1.1,90,280.5,1
2024-08-13T09:00,31.4,75,39.0,0.00,3,99,0.8,333,481.2,1
2024-08-13T10:00,32.7,67,40.3,0.00,3,99,0.5,135,654.7,1
2024-08-13T11:00,33.6,63,41.5,0.00,3,99,2.5,82,745.6,1
2024-08-13T12:00,33.8,62,40.9,0.00,3,100,4.0,85,642.0,1
2024-08-13T13:00,35.3,56,43.3,0.00,3,94,4.6,72,825.3,1
2024-08-13T14:00,34.6,56,40.1,0.00,3,100,6.3,156,464.4,1
2024-08-13T15:00,32.4,66,38.1,0.00,3,100,8.2,128,195.6,1
2024-08-13T16:00,31.5,71,38.6,0.10,51,100,1.0,45,114.7,1
2024-08-13T17:00,30.3,77,37.3,1.90,61,100,2.1,301,165.8,1
2024-08-13T18:00,29.6,84,36.9,0.50,53,100,3.2,333,17.1,1
2024-08-13T19:00,29.2,90,37.3,0.50,53,100,1.8,281,0.0,0
2024-08-13T20:00,28.9,91,36.9,0.10,51,100,2.4,297,0.0,0
2024-08-13T21:00,27.2,92,33.8,0.70,53,100,4.1,308,0.0,0
2024-08-13T22:00,27.1,92,34.0,0.60,53,100,2.9,263,0.0,0
2024-08-13T23:00,27.3,91,34.2,0.60,53,100,1.9,248,0.0,0
2024-08-14T00:00,27.0,91,33.7,0.20,51,100,2.9,277,0.0,0
2024-08-14T01:00,27.6,82,33.6,0.00,3,100,2.2,261,0.0,0
2024-08-14T02:00,26.8,89,32.9,0.00,3,100,3.4,302,0.0,0
2024-08-14T03:00,26.7,89,32.8,0.00,3,100,3.6,315,0.0,0
2024-08-14T04:00,27.8,82,33.8,0.00,3,100,1.8,323,0.0,0
2024-08-14T05:00,27.0,87,33.1,0.00,3,99,3.0,284,0.0,0
2024-08-14T06:00,26.8,90,33.3,0.00,1,28,2.9,277,7.4,1
2024-08-14T07:00,28.0,84,34.6,0.00,2,57,1.5,225,166.4,1
2024-08-14T08:00,28.7,82,35.6,0.00,3,89,1.1,270,330.8,1
2024-08-14T09:00,28.2,82,34.6,0.00,3,100,1.8,79,175.3,1
2024-08-14T10:00,28.8,81,35.1,0.10,51,100,4.6,18,347.0,1
2024-08-14T11:00,30.1,75,36.4,0.00,3,100,4.0,63,565.5,1
2024-08-14T12:00,30.5,73,36.4,0.00,3,100,7.2,93,528.4,1
2024-08-14T13:00,30.4,75,36.1,0.00,3,100,8.6,112,530.1,1
2024-08-14T14:00,31.0,72,36.8,0.10,51,100,8.9,130,528.1,1
2024-08-14T15:00,27.8,82,33.2,9.20,65,100,6.5,109,383.8,1
2024-08-14T16:00,27.2,89,33.6,1.70,61,100,3.4,342,49.1,1
2024-08-14T17:00,27.1,89,33.3,0.60,53,100,4.9,343,142.3,1
2024-08-14T18:00,26.5,93,32.8,0.60,53,100,4.2,20,34.4,1
2024-08-14T19:00,26.6,90,33.1,0.10,51,100,0.8,27,0.0,0
2024-08-14T20:00,26.7,88,33.1,0.10,51,99,1.1,360,0.0,0
2024-08-14T21:00,27.1,86,33.5,0.30,51,99,0.8,153,0.0,0
2024-08-14T22:00,26.7,91,33.4,0.60,53,98,1.1,72,0.0,0
2024-08-14T23:00,26.2,93,32.5,1.60,61,99,2.9,300,0.0,0
2024-08-15T00:00,26.0,95,32.5,0.10,51,94,2.2,270,0.0,0
2024-08-15T01:00,25.8,95,32.1,0.00,3,88,2.8,320,0.0,0
2024-08-15T02:00,25.6,95,31.7,0.00,0,19,3.6,323,0.0,0
2024-08-15T03:00,26.4,88,32.5,0.00,2,68,1.5,225,0.0,0
2024-08-15T04:00,25.8,93,31.8,0.10,51,30,2.9,270,0.0,0
2024-08-15T05:00,25.7,93,31.7,0.00,2,56,2.9,300,0.0,0
2024-08-15T06:00,26.2,90,32.4,0.00,1,47,1.5,315,9.9,1
2024-08-15T07:00,26.5,90,33.0,0.10,51,100,1.1,342,119.2,1
2024-08-15T08:00,27.3,87,33.8,0.10,51,100,1.1,288,270.9,1
2024-08-15T09:00,27.1,89,33.8,0.20,51,99,1.5,194,259.1,1
2024-08-15T10:00,28.5,86,35.8,0.10,51,100,0.8,297,591.8,1
2024-08-15T11:00,29.9,79,37.6,0.20,51,100,2.4,117,695.4,1
2024-08-15T12:00,29.6,79,36.1,0.10,51,100,5.1,135,425.9,1
2024-08-15T13:00,28.6,81,34.2,14.10,65,100,7.8,77,499.6,1
2024-08-15T14:00,28.0,87,35.0,1.60,61,100,1.5,135,317.7,1
2024-08-15T15:00,27.8,89,34.4,0.20,51,100,5.2,115,193.6,1
2024-08-15T16:00,28.3,87,34.8,0.20,51,100,5.8,120,295.4,1
2024-08-15T17:00,27.8,89,34.2,0.20,51,100,5.5,113,169.0,1
2024-08-15T18:00,27.7,87,34.3,0.20,51,100,3.2,117,50.2,1
2024-08-15T19:00,26.5,89,32.5,0.80,53,100,3.1,126,0.0,0
2024-08-15T20:00,26.6,93,33.3,0.20,51,100,2.8,140,0.0,0
2024-08-15T21:00,26.8,93,33.7,1.10,55,100,1.9,68,0.0,0
2024-08-15T22:00,26.8,93,33.6,0.60,53,100,2.3,108,0.0,0
2024-08-15T23:00,26.3,92,32.6,3.10,63,100,2.7,113,0.0,0
2024-08-16T00:00,26.3,94,32.9,0.20,51,100,2.2,90,0.0,0
2024-08-16T01:00,26.4,94,33.2,0.70,53,100,1.8,90,0.0,0
2024-08-16T02:00,26.2,95,33.0,0.20,51,100,1.8,53,0.0,0
2024-08-16T03:00,26.2,95,32.8,0.30,51,100,1.8,90,0.0,0
2024-08-16T04:00,26.1,95,32.8,0.10,51,100,1.5,45,0.0,0
2024-08-16T05:00,26.0,95,32.6,0.10,51,100,1.8,101,0.0,0
2024-08-16T06:00,26.3,94,33.0,0.10,51,100,1.5,76,5.0,1
2024-08-16T07:00,26.7,89,32.9,0.10,51,100,2.2,81,55.8,1
2024-08-16T08:00,27.0,89,33.4,0.10,51,100,2.3,129,170.7,1
2024-08-16T09:00,28.3,82,34.4,0.10,51,100,4.8,117,491.9,1
2024-08-16T10:00,28.7,81,34.7,0.20,51,100,5.4,98,425.4,1
2024-08-16T11:00,29.7,77,35.7,0.20,51,100,5.9,101,518.4,1
2024-08-16T12:00,27.8,84,33.2,3.30,63,100,8.3,85,255.5,1
2024-08-16T13:00,27.7,85,34.0,3.90,63,100,3.3,96,324.5,1
2024-08-16T14:00,28.3,82,34.3,0.40,51,99,4.5,119,340.5,1
2024-08-16T15:00,28.8,82,34.9,0.10,51,100,6.6,119,344.2,1
2024-08-16T16:00,28.2,84,34.2,0.40,51,100,7.1,105,154.9,1
2024-08-16T17:00,27.4,90,34.1,2.50,63,100,3.0,166,75.5,1
2024-08-16T18:00,26.6,92,32.9,5.20,63,100,3.9,124,33.6,1
2024-08-16T19:00,26.4,95,33.3,0.20,51,100,1.5,135,0.0,0
2024-08-16T20:00,26.8,87,33.1,0.10,51,100,1.1,162,0.0,0
2024-08-16T21:00,25.9,95,32.0,1.90,61,100,4.3,265,0.0,0
2024-08-16T22:00,25.8,95,31.9,0.30,51,100,3.5,246,0.0,0
2024-08-16T23:00,25.8,95,32.1,0.10,51,100,2.9,263,0.0,0
2024-08-17T00:00,26.5,88,32.4,0.00,3,100,3.3,264,0.0,0
2024-08-17T01:00,25.7,95,31.8,0.10,51,100,3.5,294,0.0,0
2024-08-17T02:00,25.7,95,31.8,0.00,3,100,3.2,270,0.0,0
2024-08-17T03:00,26.4,89,32.5,0.00,3,100,2.2,279,0.0,0
2024-08-17T04:00,25.4,95,31.4,0.00,3,100,3.3,264,0.0,0
