Title,Holder,Date,附件,附件名,下载次数
关于举办福州大学第十三届大学生软件设计与服务外包创新创业竞赛的通知,实践科,2024/3/13,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14602578,附件3：福州大学第二十四届数学竞赛大纲.pdf,1457
,,,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示 ,计划科,2024/3/13,0,0,0
,,,,,
关于召开2023-2024学年春季学期期初本科教育教学工作会议的通知,综合科,2024/3/13,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14601554,附件.zip,473
,,,,,
关于转发《关于邀请省内高校大学生参与2024数字中国创新大赛的函》的通知,实践科,2024/3/12,0,0,0
,,,,,
关于2023-2024学年第二学期重新学习选课、缴费的通知,教学运行,2024/3/11,0,0,0
,,,,,
关于2023-2024学年第二学期爱课程平台参加通识教育选修课学习的重要提示,计划科,2024/3/11,0,0,0
,,,,,
关于组织教师参加第四届福建省教师教学创新大赛产教融合赛道的通知,质量办,2024/3/6,0,0,0
,,,,,
关于参加2024年（第十届）全国大学生统计建模大赛的通知,实践科,2024/3/5,0,0,0
,,,,,
关于做好第三十期本科生科研训练计划项目立项申报工作的通知,实践科,2024/3/5,0,0,0
,,,,,
关于公布2023-2024学年第二学期通选课取消开课名单的通知,计划科,2024/3/4,0,0,0
,,,,,
关于2023-2024学年第二学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2024/2/29,0,0,0
,,,,,
关于做好2024年3月退役复学学生转专业的通知,教学运行,2024/2/27,0,0,0
,,,,,
关于通识教育选修课《国际化拔尖创新人才科研训练》宣讲会及选课的通知,计划科,2024/2/27,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592996,附件：维普论文检测系统查重标准及格式报告说明.doc,5589
,,,,,
关于2024届本科毕业生创新创业实践与素质拓展学分认定工作的通知,实践科,2024/2/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592958,附件2：获得图像采集码途径.pdf,399
,,,,,
关于2023-2024学年第二学期港澳台侨学生思政课和军事课程退选替代的通知,计划科,2024/2/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592375,附件1：2023年福州大学新上岗教师教学达标培训班名单汇总表.xlsx,585
,,,,,
关于对2023年学院教学有关数据进行统计的通知,实践科,2024/2/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591952,2302线代半期考4.27上午.xlsx,492
,,,,,
关于2023-2024学年第二学期通识教育选修课选课的通知,计划科,2024/2/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591958,2302大物半期考4.21下午.xlsx,560
,,,,,
关于开学第一周集中听课的通知,质量办,2024/2/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591439,2302概率半期考4.14下午.xlsx,458
,,,,,
关于2023-2024第二学期学期选课、辅修选课补退选的通知,教学运行,2024/2/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591438,2302高数半期考4.14上午.xlsx,696
,,,,,
关于推荐申报实验教学和教学实验室建设研究项目的通知,实践科,2024/2/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14590885,附件4：参会教师名单收集汇总表.xls,327
,,,,,
关于2024年春季学期《大学物理实验》绪论课程教室安排的通知,教学运行,2024/1/20,0,0,0
,,,,,
教务处关于2024年寒假用印安排的通知,综合科,2024/1/20,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589204,附件：福州大学第十五届企业经营模拟沙盘对抗赛报名表.doc,713
,,,,,
关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,教材中心,2024/1/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589112,附件1：中大计赛函[2024]1 号 关于举办“2024 年（第 17 届）中国大学生计算机设计大赛”的 通 知.pdf,577
,,,,,
关于上报学院本科教育教学质量保障2023年工作总结和2024年工作计划的通知,质量办,2024/1/12,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589086,附件2：福州大学第四届大学生先进成图技术与产品信息建模创新大赛报名表.xls,574
,,,,,
关于核对2023-2024学年第二学期通识教育选修课开课信息的通知,计划科,2024/1/11,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14587055,附件1-4.doc,517
,,,,,
关于召开2023-2024学年秋季学期期末本科教育教学工作会议的通知,综合科,2024/1/10,0,0,0
,,,,,
关于2023-2024学年第二学期辅修专业选课的通知,教学运行,2024/1/9,0,0,0
,,,,,
关于组织参加2024年美国大学生数学建模竞赛通知,实践科,2024/1/8,0,0,0
,,,,,
关于做好期末复习考试及下学期开学等工作的通知,教学运行,2024/1/3,0,0,0
,,,,,
关于2023-2024学年第一学期《高等数学C（上）》、《高等数学D》课程期末考试安排的通知,教学运行,2024/1/2,0,0,0
,,,,,
关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》课程期末考试安排的通知,教学运行,2024/1/2,0,0,0
,,,,,
关于2023-2024学年第一学期《大学物理A（下）》课程期末考试安排的通知,教学运行,2024/1/2,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14583438,附件：数字中国建设峰会组委会秘书处关于商请邀请省内高校学生参与2024数字中国创新大赛的函.pdf,756
,,,,,
关于2023-2024学年第一学期《大学英语（二）》课程期末考试安排的通知,教学运行,2024/1/2,0,0,0
,,,,,
关于2023-2024学年第一学期《大学英语（一）》、《大学英语（三）》课程期末考试安排的通知,教学运行,2024/1/2,0,0,0
,,,,,
关于2023-2024学年第一学期《工程制图A（上）》、《工程制图C（上）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,教学运行,2024/1/2,0,0,0
,,,,,
关于公布大学生校外实践教学基地检查结果的通知,实践科,2023/12/29,0,0,0
,,,,,
关于公布首批大学生示范性校外实践教学基地名单的通知,实践科,2023/12/28,0,0,0
,,,,,
关于开展福建省第二批新工科教育优秀教学案例征集、实践平台共建共享推荐工作的通知,教研教改,2023/12/26,0,0,0
,,,,,
关于开展福建省高校第二批课程思政优秀教学案例推荐工作的通知,教研教改,2023/12/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581598,附件2 福州大学教师教学创新大赛产教融合赛道 学院推荐名单汇总表.docx,339
,,,,,
福州大学关于公布2023年教师教学创新大赛获奖名单的通知,质量办,2023/12/26,0,0,0
,,,,,
关于2023-2024学年第二学期本科生学期选课的通知,教学运行,2023/12/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581442,第30期SRTP附件.zip,3552
,,,,,
关于2024年元旦放假课程调整的通知,教学运行,2023/12/25,0,0,0
,,,,,
关于转发教育部高等教育司《关于公布2023年产学合作协同育人项目立项名单的通知》的通知,教研教改,2023/12/21,0,0,0
,,,,,
关于2023-2024学年第一学期《大学英语（四）》课程期末考试安排的通知,教学运行,2023/12/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580283,福州大学参军退伍复学后学生转专业审批表.doc,483
,,,,,
关于2023-2024学年第一学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,教学运行,2023/12/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580133,附件1国际化拔尖创新人才科研训练具体课程清单.xlsx,1812
,,,,,
关于2023-2024学年第一学期计算机语言类课程期末考试安排的通知,教学运行,2023/12/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579917,福州大学本科生创新创业实践与素质拓展学分申报汇总表、申请表.doc,2210
,,,,,
关于做好2023年省级以上大学生创新创业训练计划项目和第二十九期本科生科研训练计划项目中期检查工作的通知,实践科,2023/12/19,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579883,2023-2024学年第二学期国情课列表.docx,738
,,,,,
关于2023-2024学年第一学期《思想道德与法治》课程期末考试安排的通知,教学运行,2023/12/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579832,2023年学院教学有关数据统计表格下载.zip,727
,,,,,
关于2023-2024学年第一学期《中国近现代史纲要》课程期末考试安排的通知,教学运行,2023/12/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14583720,24春夏智慧树学生手册更新（可导学用）最新E(2).pptx,415
,,,,,
关于2023年新上岗教师教学达标培训班教师配备导师的通知,质量办,2023/12/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579817,附件1：福州大学课堂教学质量评估表.doc,315
,,,,,
关于举办福州大学第十届桥梁设计大赛的通知,实践科,2023/12/6,0,0,0
,,,,,
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,教研教改,2023/12/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578976,附件1：实验教学和教学实验室建设研究项目申报书.docx,539
,,,,,
转发教育部办公厅关于印发《 “十四五”普通高等教育本科国家级规划教材建设实施方案》的通知,教材中心,2023/12/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14576449,2024大物实验（上）绪论排课.xlsx,736
,,,,,
关于2023-2024学年第一学期《马克思主义基本原理》课程期末考试安排的通知,教学运行,2023/12/5,0,0,0
,,,,,
关于2023-2024学年第一学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,教学运行,2023/12/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575797,福建省教育厅关于开展福建省“十四五”普通高等教育本科规划教材建设工作的通知.pdf,620
,,,,,
关于做好2024届本科生毕业设计（论文）工作的通知,实践科,2023/12/4,0,0,0
,,,,,
关于2023-2024学年第二学期修读辅修专业学生名单的公示,计划科,2023/12/4,0,0,0
,,,,,
关于开展大学生校外实践教学基地抽检评审的通知,实践科,2023/11/29,0,0,0
,,,,,
关于公布2023年福州大学课程思政示范项目立项建设名单的通知,教研教改,2023/11/28,0,0,0
,,,,,
关于2023-2024学年第一学期《概率论与数理统计》课程期末考试安排的通知,教学运行,2023/11/27,0,0,0
,,,,,
关于2023-2024学年第一学期《大学物理B（下）》课程期末考试安排的通知,教学运行,2023/11/27,0,0,0
,,,,,
关于做好2023-2024学年第二学期教材选用及征订工作的通知,教材中心,2023/11/23,0,0,0
,,,,,
关于公布第十五届蓝桥杯全国软件和信息技术专业人才大赛省赛参赛资格名单的通知,实践科,2023/11/22,0,0,0
,,,,,
关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,实践科,2023/11/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14573632,附录：2024年2月美国大学生数学建模竞赛介绍及参赛流程.pdf,3432
,,,,,
关于2023-2024学年第一学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2023/11/14,0,0,0
,,,,,
关于转发福建省高等教育研究院《“福建省高等教育改革与研究项目”申报通知》的通知,教研教改,2023/11/13,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571714,2301高等数学C（上）、D期末考试 1.19下午.xlsx,602
,,,,,
关于组织申报2023-2024学年第二学期通识教育选修课的通知,计划科,2023/11/13,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571713,2301高等数学A（上）、B（上）期末考试 1.19上午.xlsx,836
,,,,,
关于2023-2024学年第一学期《工程制图E》、《画法几何》课程期末考试安排的通知,教学运行,2023/11/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571712,2301大学物理A（下）期末考试 1.18上午.xlsx,563
,,,,,
关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,教学运行,2023/11/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571711,2301大学英语（二）期末考试 1.15上午、下午.xlsx,698
,,,,,
关于2023-2024学年第一学期《线性代数》、《线性代数与解析几何》课程半期考试安排的通知,教学运行,2023/11/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571710,2301大学英语（一）、（三）期末考试 1.14上午.xlsx,438
,,,,,
关于2023-2024学年第一学期《高等数学A（下）》课程期末考试安排的通知,教学运行,2023/11/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571709,2301制图A(上）、C（上）、D、F期末考试 1.13上午.xlsx,460
,,,,,
关于公布2023学年各学院转专业实施细则的通知,教学运行,2023/11/7,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14569528,附件：福州大学大学生校外实践教学基地检查评估结果汇总表.xlsx,800
,,,,,
关于2023-2024学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,教学运行,2023/11/7,0,0,0
,,,,,
关于2023-2024学年第一学期在校学生申请辅修专业的通知,计划科,2023/11/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183994,第二批福建省新工科教育联盟新工科教育优秀教学案例征集、实践平台共建共享工作附件3——附件6.rar,510
,,,,,
关于期中党政领导集中听课的通知,质量办,2023/10/30,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183975,福建省高校课程思政教育联盟关于开展第二批课程思政优秀教学案例征集工作的通知20231127.docx,581
,,,,,
关于福州大学智慧教室二期使用培训的通知,综合科,2023/10/24,0,0,0
,,,,,
关于召开教材建设研讨会暨福州大学第四十八场“教学有道”研讨会的通知,教材中心,2023/10/23,0,0,0
,,,,,
关于举办第十五届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,实践科,2023/10/20,0,0,0
,,,,,
关于做好2023学年本科生转专业工作的通知,教学运行,2023/10/19,0,0,0
,,,,,
关于举办福州大学第四十七场“教学有道”研讨活动暨2023年教师教学创新大赛培训会的通知,质量办,2023/10/19,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13182804,2301英语四期末考试 1.7下午.xlsx,622
,,,,,
关于2023-2024学年第一学期《高等数学A（下）》课程半期考试安排的通知,教学运行,2023/10/17,0,0,0
,,,,,
关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,教学运行,2023/10/16,0,0,0
,,,,,
关于2023年高校教学基本状态数据库教学相关数据报送的通知,实践科,2023/10/16,0,0,0
,,,,,
关于做好2024届预计毕业生电子注册图像采集工作的通知,教学运行,2023/10/16,0,0,0
,,,,,
关于组织2023级新生开展学籍信息自查工作的通知,教学运行,2023/10/9,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13182803,2301线代期末考试 1.7上午.xlsx,555
,,,,,
关于开展福州大学2023年教师教学创新大赛的通知,质量办,2023/10/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13182800,2301 计算机语言期末考试 1.6上午.xlsx,476
,,,,,
关于2023-2024学年第一学期《概率与数理统计》课程半期考试安排的通知,教学运行,2023/10/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13181295,附件.zip,1988
,,,,,
关于2023年中秋节、国庆节放假课程调整的通知,教学运行,2023/9/25,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13180641,2301思法随堂考.xlsx,810
,,,,,
2023-2024-01学期2023级体育理论教室安排表,教学运行,2023/9/20,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13180640,2301 近现代史纲要期末考 .xlsx,543
,,,,,
关于做好2023-2024学年第二学期排课准备工作的通知,教学运行,2023/9/20,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13179265,2023年福州大学新上岗教师教学达标培训班名单（配导师）.xlsx,969
,,,,,
关于公布第十二届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,实践科,2023/9/19,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176359,附件1：福州大学第十届桥梁设计大赛报名表20231126.doc,513
,,,,,
关于2023-2024学年第一学期爱课程平台参加通识教育选修课学习的重要提示,计划科,2023/9/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176112,附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc,580
,,,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示 ,计划科,2023/9/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175516,教育部办公厅关于印发《“十四五”普通高等教育本科国家级规划教材建设实施方案》的通知.pdf,623
,,,,,
关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,实践科,2023/9/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175500,2301 马克思主义基本原理期末随堂考.xlsx,681
,,,,,
关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,实践科,2023/9/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175476,2301 毛概论期末随堂考.xlsx,734
,,,,,
关于举办福州大学第四十六场“教学有道”研讨活动的通知,质量办,2023/9/14,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175534,附件：2024届福州大学本科生毕业设计（论文）有关表格.zip,3386
,,,,,
福州大学关于公布2023级 “嘉锡化学拔尖班”学生名单的通知,教研教改,2023/9/14,0,0,0
,,,,,
福州大学关于公布2023级“数理综合班”学生名单的通知,教研教改,2023/9/14,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13173085,附件：福州大学大学生校外实践教学基地抽查评审一览表.xlsx,612
,,,,,
福州大学关于公布2023级“数理金融实验班”学生名单的通知,教研教改,2023/9/14,0,0,0
,,,,,
关于2023-2024学年第一学期重新学习选课、缴费的通知,教学运行,2023/9/11,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13171845,2301概率期末考12.17上午.xlsx,631
,,,,,
关于做好2023年参军退役学生转专业的通知,教学运行,2023/9/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13171844,2301大物B（下）期末考12.17下午.xlsx,686
,,,,,
关于9月7日开展线上教学的紧急通知,教学运行,2023/9/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170310,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2023年09月，共计116种）.xlsx,669
,,,,,
关于受第11号台风“海葵”影响课程调整的通知,教学运行,2023/9/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13169777,附件1.docx,1917
,,,,,
关于公布2023-2024学年第一学期通选课取消开课名单的通知,计划科,2023/9/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168775,附件1.团队高校指导老师承诺书.doc,633
,,,,,
关于召开2023-2024学年秋季学期期初本科教育教学工作会议的通知,综合科,2023/9/1,0,0,0
,,,,,
关于公布参加2023级“数理综合班”选拔面试学生名单的通知,教研教改,2023/8/30,0,0,0
,,,,,
关于公布参加2023级“嘉锡化学拔尖班”选拔面试学生名单的通知,教研教改,2023/8/30,0,0,0
,,,,,
关于2023级学生选修《大学信息技术基础》的通知,计划科,2023/8/30,0,0,0
,,,,,
关于公布参加2023级“数理金融实验班”选拔面试学生名单的通知,教研教改,2023/8/29,0,0,0
,,,,,
关于做好2022-2023学年度本科毕业论文（设计）抽检工作的通知,实践科,2023/8/29,0,0,0
,,,,,
关于2023-2024学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2023/8/27,0,0,0
,,,,,
关于2023-2024第一学期辅修专业补退选、缴费的通知,教学运行,2023/8/27,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163784,2301画法几何、工程制图E期末考12.10下午.xlsx,741
,,,,,
关于开学第一周集中听课的通知,质量办,2023/8/27,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163772,2301高数C(上）、D半期考12.10上午.xlsx,639
,,,,,
关于2023级福州大学本科生学生证信息采集的通知,综合科,2023/8/27,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163769,2301线性代数、线性代数与解析几何半期考12.9下午.xlsx,687
,,,,,
关于2023-2024第一学期学期选课补退选的通知,教学运行,2023/8/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163693,2301高数A（下）期末考12.3下午.xlsx,576
,,,,,
关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,计划科,2023/8/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163597,2023转专业细则.pdf,8961
,,,,,
关于2023-2024学年第一学期通识教育选修课选课的通知,计划科,2023/8/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163586,2301习概论随堂考.xlsx,833
,,,,,
福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,教研教改,2023/8/26,0,0,0
,,,,,
福州大学关于开展2023级“数理综合班”招生工作的通知,教研教改,2023/8/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157962,附件1：福州大学课堂教学质量评估表.doc,499
,,,,,
福州大学关于开展2023级“数理金融实验班”招生工作的通知,教研教改,2023/8/26,0,0,0
,,,,,
福州大学关于公布2023年本科生开放探索性实验项目（课程）评选结果的通知,实践科,2023/8/23,0,0,0
,,,,,
关于开展智慧教室使用培训工作的通知,综合科,2023/8/21,0,0,0
,,,,,
关于转发《关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知》的通知,实践科,2023/8/21,0,0,0
,,,,,
关于开展大学生校外实践教学基地检查评估的通知,实践科,2023/8/14,0,0,0
,,,,,
关于举办福州大学第四十五场“教学有道”研讨活动的通知,质量办,2023/8/4,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145543,2301高数A（下）半期考10.22晚.xlsx,801
,,,,,
关于本科教学管理系统及其相关业务系统暂停使用的通知,综合科,2023/8/2,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145374,10.29晚大物B（下）半期考.xlsx,638
,,,,,
教务处关于2023年暑假用印安排的通知,综合科,2023/7/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145324,2023年本科教学相关数据报送表格.zip,691
,,,,,
关于公布福州大学2023届本科生优秀毕业设计（论文）名单的通知,实践科,2023/7/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145313,附件2：获得图像采集码途径.pdf,1165
,,,,,
关于召开2022-2023学年春季学期期末本科教育教学工作会议的通知,综合科,2023/7/3,0,0,0
,,,,,
关于做好期末复习考试及下学期开学等工作的通知,教学运行,2023/6/30,0,0,0
,,,,,
关于举办福州大学第四十四场“教学有道”研讨活动的通知,质量办,2023/6/30,0,0,0
,,,,,
关于参加“2023高教社杯全国大学生数学建模竞赛”报名与集训的通知,实践科,2023/6/29,0,0,0
,,,,,
关于开展2023年度教师本科教学综合测评工作的通知,质量办,2023/6/28,0,0,0
,,,,,
关于核对2023-2024学年第一学期通识教育选修课开课信息的有关通知,计划科,2023/6/27,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142915,附件1-4.rar,675
,,,,,
关于公布2023年国家级、省级大学生创新创业训练计划推荐立项项目的通知,实践科,2023/6/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142824,10.21晚概率半期考.xlsx,826
,,,,,
关于2022-2023学年第二学期大学英语拓展课程期末考试安排的通知,教学运行,2023/6/21,0,0,0
,,,,,
关于2022-2023学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,教学运行,2023/6/21,0,0,0
,,,,,
关于举办2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,实践科,2023/6/20,0,0,0
,,,,,
关于公布第十四届企业经营模拟沙盘对抗赛获奖名单的通知,实践科,2023/6/20,0,0,0
,,,,,
关于公布2023年大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛获奖名单的通知,实践科,2023/6/20,0,0,0
,,,,,
关于公布第二十届程序设计竞赛获奖名单的通知,实践科,2023/6/20,0,0,0
,,,,,
关于公布2023年第二十三届数学竞赛获奖名单的通知,实践科,2023/6/20,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134050,福州大学2022年省级及以上大学生创新创业训练计划项目结题成绩汇总表.xls,1792
,,,,,
关于2023年端午节放假课程调整的通知,教学运行,2023/6/19,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134048,福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls,1859
,,,,,
关于2023-2024学年第一学期本科生学期选课的通知,教学运行,2023/6/19,0,0,0
,,,,,
