时刻,当前温度-2m,当前相对湿度-2m,当前降水量,当前体感温度,天气编码,当前风速-10m,当前总云量,当前风向,当前短波太阳辐射-即时,是否白天-0黑1白
2024-11-10 12:00:00,26.0,65,0.0,28.7,2,4.5,58,29,511.4,1
2024-11-10 13:00:00,26.3,65,0.0,29.3,2,3.8,71,49,372.0,1
2024-11-10 14:00:00,27.2,60,0.0,29.6,3,6.2,86,83,277.9,1
2024-11-10 15:00:00,27.1,61,0.0,29.5,3,6.9,87,96,265.7,1
2024-11-10 16:00:00,26.4,62,0.0,28.3,3,8.7,99,114,131.8,1
2024-11-10 17:00:00,25.2,64,0.0,27.0,3,7.5,98,125,17.2,1
2024-11-10 18:00:00,24.1,67,0.0,26.1,3,5.6,98,135,0.0,0
2024-11-10 19:00:00,23.3,71,0.0,25.5,3,4.4,98,145,0.0,0
2024-11-10 20:00:00,22.7,77,0.0,25.4,3,3.6,86,143,0.0,0
2024-11-10 21:00:00,22.4,77,0.0,24.8,3,3.7,91,151,0.0,0
2024-11-10 22:00:00,22.1,77,0.0,24.6,3,3.1,91,159,0.0,0
2024-11-10 23:00:00,22.1,77,0.0,24.7,3,1.9,91,158,0.0,0
2024-11-11 00:00:00,22.1,78,0.0,24.8,3,1.4,92,180,0.0,0
2024-11-11 01:00:00,22.1,79,0.0,25.0,3,0.7,96,90,0.0,0
2024-11-11 02:00:00,22.1,79,0.0,25.0,3,1.1,92,108,0.0,0
2024-11-11 03:00:00,21.9,82,0.0,24.9,3,1.5,90,135,0.0,0
2024-11-11 04:00:00,21.8,84,0.0,25.0,3,1.3,88,214,0.0,0
2024-11-11 05:00:00,21.5,85,0.0,24.5,3,2.2,81,261,0.0,0
2024-11-11 06:00:00,21.2,87,0.0,24.2,2,2.5,72,270,0.0,0
2024-11-11 07:00:00,21.1,89,0.0,24.2,2,2.5,50,262,44.4,1
2024-11-11 08:00:00,22.1,85,0.0,25.5,1,1.8,39,281,221.6,1
2024-11-11 09:00:00,23.5,79,0.0,26.7,1,3.0,32,14,387.2,1
2024-11-11 10:00:00,24.8,68,0.0,26.5,2,10.4,67,46,482.9,1
2024-11-11 11:00:00,25.3,63,0.0,26.0,2,14.5,75,48,434.9,1
2024-11-11 12:00:00,25.6,63,0.0,26.2,2,16.3,74,49,472.2,1
2024-11-11 13:00:00,25.8,63,0.0,26.3,2,17.7,75,51,456.8,1
2024-11-11 14:00:00,25.1,65,0.0,25.9,3,15.3,77,56,416.3,1
2024-11-11 15:00:00,24.8,66,0.0,25.5,2,14.8,65,56,294.5,1
2024-11-11 16:00:00,24.2,68,0.0,25.2,1,13.6,28,58,175.9,1
2024-11-11 17:00:00,23.4,70,0.0,25.2,0,7.1,5,66,22.4,1
2024-11-11 18:00:00,22.7,74,0.0,25.2,1,3.0,27,76,0.0,0
2024-11-11 19:00:00,22.6,74,0.0,25.1,1,1.6,25,27,0.0,0
2024-11-11 20:00:00,22.7,73,0.0,25.1,1,2.3,62,342,0.0,0
2024-11-11 21:00:00,22.3,75,0.0,24.8,3,2.4,85,333,0.0,0
2024-11-11 22:00:00,22.0,77,0.0,24.5,3,2.6,86,326,0.0,0
2024-11-11 23:00:00,21.8,79,0.0,24.3,3,2.8,84,310,0.0,0
2024-11-12 00:00:00,21.5,81,0.0,24.1,3,2.5,84,315,0.0,0
2024-11-12 01:00:00,21.4,82,0.0,24.1,2,2.8,77,320,0.0,0
2024-11-12 02:00:00,21.3,82,0.0,23.8,2,3.1,69,315,0.0,0
2024-11-12 03:00:00,21.1,83,0.0,23.6,2,3.2,53,297,0.0,0
2024-11-12 04:00:00,21.0,84,0.0,23.6,2,2.4,74,297,0.0,0
2024-11-12 05:00:00,20.9,84,0.0,23.6,3,2.3,89,309,0.0,0
2024-11-12 06:00:00,20.8,85,0.0,23.4,3,2.5,87,315,0.0,0
2024-11-12 07:00:00,21.0,85,0.0,23.8,3,1.9,92,338,28.9,1
2024-11-12 08:00:00,21.9,83,0.0,24.8,3,3.2,96,360,113.3,1
2024-11-12 09:00:00,23.1,77,0.0,25.6,3,5.2,91,25,164.6,1
2024-11-12 10:00:00,23.7,71,0.0,25.2,3,10.5,94,41,208.5,1
2024-11-12 11:00:00,23.7,71,0.0,25.1,3,11.2,96,42,215.9,1
2024-11-12 12:00:00,24.0,70,0.0,25.1,3,13.3,92,38,217.1,1
2024-11-12 13:00:00,24.0,70,0.0,25.2,3,12.4,94,36,206.2,1
2024-11-12 14:00:00,23.9,71,0.0,25.0,3,13.0,96,51,194.4,1
2024-11-12 15:00:00,23.5,73,0.0,25.0,3,11.2,100,57,125.1,1
2024-11-12 16:00:00,23.0,76,0.0,24.7,3,10.0,100,64,33.4,1
2024-11-12 17:00:00,22.5,77,0.0,24.3,3,8.4,100,65,4.1,1
2024-11-12 18:00:00,22.2,78,0.0,24.3,3,6.5,100,56,0.0,0
2024-11-12 19:00:00,22.1,78,0.0,24.2,3,6.0,100,57,0.0,0
2024-11-12 20:00:00,21.9,79,0.0,23.7,3,7.8,97,56,0.0,0
2024-11-12 21:00:00,21.7,79,0.0,23.5,3,7.4,97,51,0.0,0
2024-11-12 22:00:00,21.6,78,0.0,23.1,3,8.2,98,52,0.0,0
2024-11-12 23:00:00,21.5,76,0.0,23.1,3,6.8,100,32,0.0,0
2024-11-13 00:00:00,21.5,73,0.0,22.9,3,6.4,100,16,0.0,0
2024-11-13 01:00:00,21.4,71,0.0,22.6,3,5.8,100,7,0.0,0
2024-11-13 02:00:00,21.5,70,0.0,22.7,3,5.8,100,360,0.0,0
2024-11-13 03:00:00,21.6,68,0.0,22.7,3,5.0,100,360,0.0,0
2024-11-13 04:00:00,21.4,69,0.0,22.7,3,4.0,100,355,0.0,0
2024-11-13 05:00:00,21.3,70,0.0,22.8,3,2.9,100,353,0.0,0
2024-11-13 06:00:00,21.1,72,0.0,22.7,3,3.3,100,347,0.0,0
2024-11-13 07:00:00,20.9,75,0.1,22.6,61,2.9,100,353,4.5,1
2024-11-13 08:00:00,20.8,77,0.0,22.6,3,3.4,100,328,18.5,1
2024-11-13 09:00:00,21.1,76,0.0,22.9,3,3.8,100,319,57.3,1
2024-11-13 10:00:00,21.4,74,0.0,22.9,3,5.6,100,345,109.3,1
2024-11-13 11:00:00,21.6,72,0.0,23.1,3,5.5,100,337,106.9,1
2024-11-13 12:00:00,21.7,72,0.0,23.2,3,5.5,100,337,94.5,1
2024-11-13 13:00:00,22.0,71,0.0,23.4,3,5.7,100,342,110.8,1
2024-11-13 14:00:00,22.2,70,0.0,24.0,3,3.2,100,333,62.3,1
2024-11-13 15:00:00,22.5,69,0.0,24.3,3,3.0,100,346,70.6,1
2024-11-13 16:00:00,22.3,70,0.0,24.2,3,3.3,98,354,26.8,1
2024-11-13 17:00:00,22.2,70,0.0,24.0,3,3.2,100,360,4.8,1
2024-11-13 18:00:00,21.9,71,0.0,23.6,3,3.2,99,333,0.0,0
2024-11-13 19:00:00,21.5,74,0.0,23.3,3,3.9,100,304,0.0,0
2024-11-13 20:00:00,21.3,79,0.0,23.4,3,4.8,100,283,0.0,0
2024-11-13 21:00:00,21.1,80,0.0,23.1,3,5.1,100,278,0.0,0
2024-11-13 22:00:00,21.1,80,0.0,23.0,3,5.6,100,297,0.0,0
2024-11-13 23:00:00,21.3,79,0.0,23.1,3,6.3,100,301,0.0,0
2024-11-14 00:00:00,21.3,80,0.0,23.3,3,5.8,100,300,0.0,0
2024-11-14 01:00:00,21.4,82,0.0,23.6,3,5.2,100,295,0.0,0
2024-11-14 02:00:00,21.5,85,0.0,24.0,3,5.6,100,297,0.0,0
2024-11-14 03:00:00,21.5,84,0.0,23.8,3,6.5,100,289,0.0,0
2024-11-14 04:00:00,21.6,84,0.0,24.1,3,4.9,100,287,0.0,0
2024-11-14 05:00:00,21.5,85,0.0,24.2,3,4.5,97,284,0.0,0
2024-11-14 06:00:00,21.5,87,0.0,24.3,3,4.3,97,275,0.0,0
2024-11-14 07:00:00,21.5,89,0.0,24.5,3,4.3,98,275,13.4,1
2024-11-14 08:00:00,22.3,90,0.0,25.9,3,4.3,92,270,59.9,1
2024-11-14 09:00:00,23.5,86,0.0,27.4,3,4.0,95,280,118.3,1
2024-11-14 10:00:00,24.4,82,0.0,28.3,3,4.1,98,308,186.6,1
2024-11-14 11:00:00,25.1,81,0.0,29.1,3,4.4,95,325,259.0,1
2024-11-14 12:00:00,25.7,80,0.0,30.0,3,4.7,94,337,279.4,1
2024-11-14 13:00:00,26.2,79,0.0,30.7,3,4.0,98,10,274.7,1
2024-11-14 14:00:00,26.7,79,0.0,31.4,3,4.3,71,48,244.7,1
2024-11-14 15:00:00,27.1,76,0.0,31.3,2,6.6,80,61,238.0,1
2024-11-14 16:00:00,26.7,78,0.0,31.0,3,6.3,87,66,121.5,1
2024-11-14 17:00:00,25.8,81,0.0,30.4,3,3.9,93,68,14.0,1
2024-11-14 18:00:00,25.1,84,0.0,29.8,3,2.4,100,63,0.0,0
2024-11-14 19:00:00,24.8,86,0.0,29.6,3,1.8,99,37,0.0,0
2024-11-14 20:00:00,24.8,86,0.0,29.7,3,1.5,99,346,0.0,0
2024-11-14 21:00:00,24.5,87,0.0,29.4,3,1.6,100,297,0.0,0
2024-11-14 22:00:00,24.1,89,0.0,28.8,3,2.8,98,310,0.0,0
2024-11-14 23:00:00,24.0,90,0.0,28.7,3,2.6,96,304,0.0,0
2024-11-15 00:00:00,23.8,90,0.0,28.4,3,3.0,97,284,0.0,0
2024-11-15 01:00:00,23.7,91,0.0,28.3,3,3.3,98,283,0.0,0
2024-11-15 02:00:00,23.4,91,0.0,27.7,3,3.7,85,281,0.0,0
2024-11-15 03:00:00,23.4,91,0.0,27.7,3,3.6,91,276,0.0,0
2024-11-15 04:00:00,23.3,91,0.0,27.7,3,3.0,93,284,0.0,0
2024-11-15 05:00:00,23.4,90,0.0,27.6,3,3.3,94,276,0.0,0
2024-11-15 06:00:00,23.4,90,0.0,27.7,3,2.9,95,263,0.0,0
2024-11-15 07:00:00,23.4,90,0.0,27.7,3,3.3,95,257,17.9,1
2024-11-15 08:00:00,24.6,88,0.0,29.4,3,2.7,94,293,90.2,1
2024-11-15 09:00:00,25.6,84,0.0,30.5,3,3.1,93,306,167.5,1
2024-11-15 10:00:00,26.8,80,0.0,31.7,3,4.0,94,350,280.6,1
2024-11-15 11:00:00,27.5,77,0.0,32.4,3,5.0,92,360,332.5,1
2024-11-15 12:00:00,28.4,74,0.0,33.1,3,6.9,86,28,414.2,1
2024-11-15 13:00:00,28.8,71,0.0,32.9,2,9.2,81,42,403.8,1
2024-11-15 14:00:00,27.7,75,0.0,31.6,3,10.9,87,73,347.3,1
2024-11-15 15:00:00,27.1,77,0.0,31.1,3,9.7,89,86,210.7,1
2024-11-15 16:00:00,26.1,80,0.0,30.0,3,8.3,96,90,74.4,1
2024-11-15 17:00:00,25.4,82,0.0,29.5,3,5.9,97,104,7.8,1
2024-11-15 18:00:00,24.8,84,0.0,29.2,3,3.7,96,119,0.0,0
2024-11-15 19:00:00,24.4,87,0.0,29.0,3,2.6,94,146,0.0,0
2024-11-15 20:00:00,24.2,82,0.0,27.9,3,4.1,94,75,0.0,0
2024-11-15 21:00:00,24.1,83,0.0,28.3,3,1.8,94,37,0.0,0
2024-11-15 22:00:00,24.2,82,0.0,28.1,3,3.3,93,6,0.0,0
2024-11-15 23:00:00,24.1,83,0.0,28.0,3,3.6,96,354,0.0,0
2024-11-16 00:00:00,24.0,83,0.0,28.0,3,3.0,94,346,0.0,0
2024-11-16 01:00:00,23.9,84,0.0,28.0,3,2.7,98,337,0.0,0
2024-11-16 02:00:00,23.7,83,0.0,27.6,3,2.5,94,352,0.0,0
2024-11-16 03:00:00,23.6,84,0.0,27.5,3,2.6,95,326,0.0,0
2024-11-16 04:00:00,23.5,84,0.0,27.2,3,3.5,95,336,0.0,0
2024-11-16 05:00:00,23.4,84,0.0,27.0,3,4.3,96,312,0.0,0
2024-11-16 06:00:00,23.4,85,0.0,26.9,3,5.0,94,300,0.0,0
2024-11-16 07:00:00,23.6,83,0.0,27.3,3,3.1,91,324,15.8,1
2024-11-16 08:00:00,23.8,85,0.0,27.9,3,2.6,94,326,104.9,1
2024-11-16 09:00:00,24.8,79,0.0,28.8,3,2.5,94,360,158.1,1
2024-11-16 10:00:00,25.4,74,0.0,28.7,3,5.3,90,28,215.6,1
2024-11-16 11:00:00,26.2,68,0.0,28.5,3,10.8,91,26,374.6,1
2024-11-16 12:00:00,26.9,65,0.0,29.1,3,10.7,86,20,376.0,1
2024-11-16 13:00:00,27.2,65,0.0,29.7,3,9.1,87,34,292.0,1
2024-11-16 14:00:00,26.0,67,0.0,28.3,3,8.4,85,59,278.5,1
2024-11-16 15:00:00,26.1,67,0.0,28.6,3,7.8,85,68,203.0,1
2024-11-16 16:00:00,25.8,68,0.0,28.4,2,7.0,58,78,138.5,1
2024-11-16 17:00:00,24.9,72,0.0,27.6,2,5.9,51,101,16.7,1
2024-11-16 18:00:00,23.6,77,0.0,26.2,1,6.2,42,126,0.0,0
2024-11-16 19:00:00,22.7,80,0.0,25.3,1,5.4,40,132,0.0,0
2024-11-16 20:00:00,22.1,81,0.0,24.8,2,3.4,54,162,0.0,0
2024-11-16 21:00:00,21.9,83,0.0,24.8,2,3.0,78,194,0.0,0
2024-11-16 22:00:00,21.7,84,0.0,24.6,2,2.8,50,220,0.0,0
2024-11-16 23:00:00,21.4,85,0.0,24.3,1,2.3,28,231,0.0,0
2024-11-17 00:00:00,21.3,85,0.0,24.3,1,1.8,35,270,0.0,0
2024-11-17 01:00:00,21.4,84,0.0,24.4,1,1.3,39,304,0.0,0
2024-11-17 02:00:00,22.2,76,0.0,24.9,1,1.1,56,342,0.0,0
2024-11-17 03:00:00,22.2,76,0.0,24.9,2,0.5,65,315,0.0,0
2024-11-17 04:00:00,22.0,77,0.0,24.7,3,1.3,84,326,0.0,0
2024-11-17 05:00:00,21.8,80,0.0,24.6,2,1.3,79,34,0.0,0
2024-11-17 06:00:00,21.6,81,0.0,24.6,2,0.0,74,270,0.0,0
2024-11-17 07:00:00,21.5,81,0.0,24.4,3,1.1,85,162,31.6,1
2024-11-17 08:00:00,22.2,78,0.0,25.1,3,0.7,88,90,161.5,1
2024-11-17 09:00:00,23.3,75,0.0,26.1,3,2.8,88,50,245.9,1
2024-11-17 10:00:00,24.7,64,0.0,25.7,2,11.5,79,44,368.3,1
2024-11-17 11:00:00,25.5,59,0.0,25.4,2,17.6,63,49,526.9,1
2024-11-17 12:00:00,26.0,57,0.0,25.7,2,20.5,62,56,612.4,1
2024-11-17 13:00:00,25.9,58,0.0,25.5,2,21.3,64,62,579.3,1
2024-11-17 14:00:00,26.0,59,0.0,25.6,2,21.3,48,71,471.8,1
2024-11-17 15:00:00,25.0,64,0.0,24.9,1,19.4,30,75,344.6,1
2024-11-17 16:00:00,24.1,66,0.0,24.3,2,16.9,51,74,175.7,1
2024-11-17 17:00:00,22.8,70,0.0,23.4,2,13.1,58,81,16.7,1
2024-11-17 18:00:00,21.9,74,0.0,22.8,2,11.2,79,75,0.0,0
2024-11-17 19:00:00,21.6,74,0.0,22.3,3,11.3,87,68,0.0,0
2024-11-17 20:00:00,21.9,74,0.0,23.0,3,9.5,94,65,0.0,0
2024-11-17 21:00:00,21.6,75,0.0,22.5,3,11.2,94,69,0.0,0
2024-11-17 22:00:00,21.1,74,0.0,21.2,3,14.3,88,65,0.0,0
2024-11-17 23:00:00,20.4,72,0.0,20.1,3,14.5,93,60,0.0,0
2024-11-18 00:00:00,19.8,71,0.0,19.6,3,11.9,95,55,0.0,0
2024-11-18 01:00:00,19.4,69,0.0,18.9,3,11.5,93,51,0.0,0
2024-11-18 02:00:00,19.3,68,0.0,18.8,3,10.7,92,50,0.0,0
2024-11-18 03:00:00,19.0,68,0.0,18.4,3,10.7,89,50,0.0,0
2024-11-18 04:00:00,18.7,68,0.0,18.0,2,10.9,77,46,0.0,0
2024-11-18 05:00:00,18.5,67,0.0,17.5,3,11.7,91,45,0.0,0
2024-11-18 06:00:00,18.4,65,0.0,17.2,3,11.7,93,45,0.0,0
2024-11-18 07:00:00,18.3,64,0.0,16.9,3,12.7,84,43,24.9,1
2024-11-18 08:00:00,18.6,66,0.0,17.7,3,11.3,96,53,136.1,1
2024-11-18 09:00:00,18.9,64,0.0,17.5,3,13.6,98,58,190.9,1
2024-11-18 10:00:00,19.2,62,0.0,17.3,3,17.2,93,53,283.3,1
2024-11-18 11:00:00,19.6,58,0.0,17.2,3,19.5,92,51,383.2,1
2024-11-18 12:00:00,20.0,56,0.0,17.3,3,21.2,89,50,478.7,1
2024-11-18 13:00:00,19.9,56,0.0,17.0,3,21.8,91,51,423.1,1
2024-11-18 14:00:00,19.5,58,0.0,16.9,3,20.1,96,54,273.9,1
2024-11-18 15:00:00,19.2,59,0.0,16.6,3,19.5,96,52,196.9,1
2024-11-18 16:00:00,18.8,59,0.0,16.4,3,18.1,89,49,107.2,1
2024-11-18 17:00:00,18.4,60,0.0,16.1,3,16.5,87,46,10.0,1
2024-11-18 18:00:00,18.1,61,0.0,16.1,3,14.5,95,42,0.0,0
2024-11-18 19:00:00,17.9,62,0.0,16.4,3,12.1,98,37,0.0,0
2024-11-18 20:00:00,17.7,64,0.0,16.1,3,12.5,100,41,0.0,0
2024-11-18 21:00:00,17.6,63,0.0,16.0,3,11.7,100,34,0.0,0
2024-11-18 22:00:00,17.5,63,0.0,16.1,3,10.2,100,23,0.0,0
2024-11-18 23:00:00,17.6,63,0.0,16.8,3,6.6,100,13,0.0,0
2024-11-19 00:00:00,17.6,64,0.0,16.9,3,6.8,100,25,0.0,0
2024-11-19 01:00:00,17.6,65,0.0,16.8,3,7.6,100,25,0.0,0
2024-11-19 02:00:00,17.7,64,0.0,16.2,3,12.1,100,27,0.0,0
2024-11-19 03:00:00,17.7,63,0.0,16.4,3,9.9,97,10,0.0,0
2024-11-19 04:00:00,17.7,64,0.0,16.7,3,8.3,100,18,0.0,0
2024-11-19 05:00:00,17.8,63,0.0,16.8,3,8.4,100,10,0.0,0
2024-11-19 06:00:00,17.8,63,0.0,16.9,3,7.8,100,13,0.0,0
2024-11-19 07:00:00,17.8,64,0.0,17.0,3,7.3,100,9,4.5,1
2024-11-19 08:00:00,17.5,68,0.0,17.0,3,6.8,100,357,21.8,1
2024-11-19 09:00:00,17.5,69,0.0,17.2,3,5.9,97,346,39.7,1
2024-11-19 10:00:00,17.8,68,0.0,17.5,3,5.6,99,345,74.2,1
2024-11-19 11:00:00,18.1,68,0.0,17.9,3,5.5,99,349,94.5,1
2024-11-19 12:00:00,18.2,69,0.0,18.2,3,5.5,98,349,97.6,1
2024-11-19 13:00:00,18.5,68,0.0,18.4,3,6.5,98,357,134.0,1
2024-11-19 14:00:00,18.7,69,0.0,18.8,3,5.8,97,4,130.1,1
2024-11-19 15:00:00,18.7,70,0.0,18.8,3,6.2,99,21,56.8,1
2024-11-19 16:00:00,18.3,72,0.1,18.2,61,7.9,100,30,18.7,1
2024-11-19 17:00:00,17.9,74,0.2,18.1,61,5.6,99,27,0.9,1
2024-11-19 18:00:00,17.6,75,0.3,18.0,61,4.5,100,14,0.0,0
2024-11-19 19:00:00,17.4,75,0.2,17.7,61,4.9,100,36,0.0,0
2024-11-19 20:00:00,17.7,74,0.0,18.0,3,4.3,100,360,0.0,0
2024-11-19 21:00:00,17.8,73,0.0,18.2,3,3.8,100,343,0.0,0
2024-11-19 22:00:00,17.8,73,0.0,18.0,3,4.7,100,360,0.0,0
2024-11-19 23:00:00,17.8,74,0.0,18.3,3,2.9,100,330,0.0,0
2024-11-20 00:00:00,17.8,73,0.0,18.3,3,2.6,100,326,0.0,0
2024-11-20 01:00:00,17.7,74,0.0,18.4,3,2.3,100,321,0.0,0
2024-11-20 02:00:00,17.6,74,0.0,18.2,3,2.9,100,330,0.0,0
2024-11-20 03:00:00,17.6,75,0.0,18.2,3,2.6,95,326,0.0,0
2024-11-20 04:00:00,17.6,75,0.0,18.2,3,2.6,100,304,0.0,0
2024-11-20 05:00:00,17.5,76,0.0,18.2,3,2.4,96,297,0.0,0
2024-11-20 06:00:00,17.6,76,0.0,18.3,3,2.1,98,301,0.0,0
2024-11-20 07:00:00,17.6,77,0.0,18.4,3,2.3,100,309,6.8,1
2024-11-20 08:00:00,17.7,79,0.0,18.6,3,2.9,100,277,30.6,1
2024-11-20 09:00:00,18.2,77,0.0,19.1,3,2.7,100,293,89.1,1
2024-11-20 10:00:00,18.4,75,0.0,19.2,3,3.6,100,323,82.0,1
2024-11-20 11:00:00,18.6,73,0.0,19.3,3,3.5,100,336,79.8,1
2024-11-20 12:00:00,19.0,70,0.0,19.5,3,3.7,100,349,104.6,1
2024-11-20 13:00:00,19.0,69,0.0,19.5,3,3.2,100,333,56.9,1
2024-11-20 14:00:00,18.1,74,0.0,18.1,3,7.2,100,323,57.7,1
2024-11-20 15:00:00,17.3,81,0.8,17.6,61,6.7,100,306,18.7,1
2024-11-20 16:00:00,16.4,90,4.8,17.4,63,4.6,100,321,13.6,1
2024-11-20 17:00:00,16.4,91,2.0,17.7,61,2.2,100,360,2.0,1
2024-11-20 18:00:00,16.1,93,3.1,17.6,63,1.8,100,360,0.0,0
2024-11-20 19:00:00,16.1,94,2.5,17.5,63,2.2,100,9,0.0,0
2024-11-20 20:00:00,16.2,94,1.3,17.6,61,2.9,100,7,0.0,0
2024-11-20 21:00:00,16.1,94,2.0,17.6,61,2.1,100,59,0.0,0
2024-11-20 22:00:00,16.0,94,1.7,17.6,61,1.1,100,18,0.0,0
2024-11-20 23:00:00,16.0,94,1.0,17.5,61,1.8,100,323,0.0,0
2024-11-21 00:00:00,16.0,93,0.9,17.3,61,2.8,100,310,0.0,0
2024-11-21 01:00:00,16.0,93,1.4,17.1,61,4.1,99,315,0.0,0
2024-11-21 02:00:00,16.4,93,1.0,17.5,61,4.3,99,312,0.0,0
2024-11-21 03:00:00,16.3,93,1.3,17.7,61,2.8,99,310,0.0,0
2024-11-21 04:00:00,16.4,93,0.4,17.8,61,2.2,100,351,0.0,0
2024-11-21 05:00:00,16.3,94,1.8,17.9,61,1.4,100,360,0.0,0
2024-11-21 06:00:00,16.4,94,0.7,17.8,61,2.7,100,337,0.0,0
2024-11-21 07:00:00,16.4,95,2.4,18.1,61,1.5,100,346,4.6,1
2024-11-21 08:00:00,16.4,95,1.2,17.9,61,2.8,97,40,11.7,1
2024-11-21 09:00:00,16.7,94,0.2,18.4,61,1.8,100,37,39.8,1
2024-11-21 10:00:00,16.9,92,0.0,18.4,3,3.0,98,76,54.3,1
2024-11-21 11:00:00,17.1,89,0.0,18.2,3,4.8,99,77,70.4,1
2024-11-21 12:00:00,17.4,85,0.0,18.5,3,4.1,97,75,103.6,1
2024-11-21 13:00:00,17.5,83,0.0,18.3,3,5.5,100,67,116.7,1
2024-11-21 14:00:00,17.8,83,0.0,18.7,3,5.5,98,79,159.4,1
2024-11-21 15:00:00,17.8,80,0.0,18.3,3,6.6,100,81,104.3,1
2024-11-21 16:00:00,17.5,79,0.0,17.9,3,6.2,100,83,43.7,1
2024-11-21 17:00:00,17.2,78,0.0,17.5,3,5.2,100,78,3.7,1
2024-11-21 18:00:00,17.1,77,0.0,17.5,3,4.4,98,55,0.0,0
2024-11-21 19:00:00,17.1,77,0.0,17.5,3,4.1,100,45,0.0,0
2024-11-21 20:00:00,17.1,77,0.0,17.8,3,1.8,100,11,0.0,0
2024-11-21 21:00:00,17.1,77,0.0,17.8,3,1.9,100,338,0.0,0
2024-11-21 22:00:00,16.9,81,0.0,17.7,3,2.6,100,326,0.0,0
2024-11-21 23:00:00,16.8,82,0.0,17.7,3,2.1,99,329,0.0,0
2024-11-22 00:00:00,16.8,82,0.0,17.7,3,1.8,100,323,0.0,0
2024-11-22 01:00:00,16.6,84,0.0,17.6,3,2.0,100,315,0.0,0
2024-11-22 02:00:00,16.2,88,0.0,17.1,3,3.2,84,297,0.0,0
2024-11-22 03:00:00,15.9,88,0.0,16.8,2,3.2,78,297,0.0,0
2024-11-22 04:00:00,15.7,89,0.0,16.7,2,2.4,65,297,0.0,0
2024-11-22 05:00:00,15.7,88,0.0,16.7,1,1.8,44,323,0.0,0
2024-11-22 06:00:00,15.6,87,0.0,16.5,2,1.8,46,349,0.0,0
2024-11-22 07:00:00,15.7,87,0.0,16.6,2,1.8,72,360,23.0,1
2024-11-22 08:00:00,16.5,84,0.0,17.6,2,1.0,76,45,151.6,1
2024-11-22 09:00:00,17.5,81,0.0,18.2,2,4.3,77,66,288.4,1
2024-11-22 10:00:00,18.1,75,0.0,18.2,3,7.4,82,61,409.3,1
2024-11-22 11:00:00,18.9,71,0.0,18.8,2,8.2,75,49,518.2,1
2024-11-22 12:00:00,19.5,65,0.0,18.8,2,10.7,63,40,561.6,1
2024-11-22 13:00:00,19.8,62,0.0,18.7,1,13.3,39,41,558.3,1
2024-11-22 14:00:00,20.0,61,0.0,18.9,1,12.5,49,39,507.4,1
2024-11-22 15:00:00,19.8,58,0.0,18.4,1,12.5,36,41,350.1,1
2024-11-22 16:00:00,19.2,61,0.0,17.9,1,12.2,35,45,174.8,1
2024-11-22 17:00:00,18.4,64,0.0,17.5,1,9.0,31,53,15.1,1
2024-11-22 18:00:00,17.6,69,0.0,17.4,1,5.3,34,62,0.0,0
2024-11-22 19:00:00,17.2,71,0.0,17.3,2,3.9,50,68,0.0,0
2024-11-22 20:00:00,17.4,71,0.0,17.7,1,2.7,34,67,0.0,0
2024-11-22 21:00:00,17.2,71,0.0,17.5,1,2.2,26,9,0.0,0
2024-11-22 22:00:00,16.6,74,0.0,16.8,1,3.1,7,339,0.0,0
2024-11-22 23:00:00,15.8,79,0.0,16.0,0,3.6,0,307,0.0,0
2024-11-23 00:00:00,15.3,82,0.0,15.5,0,3.9,0,292,0.0,0
2024-11-23 01:00:00,15.0,83,0.0,15.1,0,4.0,0,280,0.0,0
2024-11-23 02:00:00,15.1,82,0.0,15.1,0,4.0,0,280,0.0,0
2024-11-23 03:00:00,14.8,82,0.0,14.8,1,4.4,32,279,0.0,0
2024-11-23 04:00:00,14.6,83,0.0,14.6,2,4.1,59,285,0.0,0
2024-11-23 05:00:00,14.7,81,0.0,14.6,2,4.2,80,290,0.0,0
2024-11-23 06:00:00,14.9,80,0.0,14.7,2,4.2,69,290,0.0,0
2024-11-23 07:00:00,15.0,81,0.0,15.0,2,4.1,78,285,20.8,1
2024-11-23 08:00:00,16.2,78,0.0,16.5,2,3.6,73,307,138.9,1
2024-11-23 09:00:00,17.5,70,0.0,17.6,2,3.9,66,326,299.7,1
2024-11-23 10:00:00,18.7,66,0.0,18.6,2,5.4,70,4,420.6,1
2024-11-23 11:00:00,19.5,63,0.0,18.9,2,8.5,76,28,454.3,1
2024-11-23 12:00:00,19.7,63,0.0,18.7,3,12.7,100,43,405.7,1
2024-11-23 13:00:00,19.6,63,0.0,18.2,3,14.8,100,47,346.2,1
2024-11-23 14:00:00,19.4,64,0.0,18.0,3,15.0,94,46,308.7,1
2024-11-23 15:00:00,19.1,65,0.0,17.7,3,15.3,97,47,190.7,1
2024-11-23 16:00:00,18.7,65,0.0,17.5,3,13.0,96,48,104.5,1
2024-11-23 17:00:00,18.1,67,0.0,17.3,3,10.1,86,55,9.3,1
2024-11-23 18:00:00,17.5,68,0.0,17.0,2,6.8,71,58,0.0,0
2024-11-23 19:00:00,17.1,69,0.0,16.8,2,5.6,61,50,0.0,0
2024-11-23 20:00:00,17.1,68,0.0,16.8,2,4.6,49,39,0.0,0
2024-11-23 21:00:00,16.9,69,0.0,16.7,1,3.7,43,29,0.0,0
2024-11-23 22:00:00,16.7,69,0.0,16.5,2,3.4,47,18,0.0,0
