日期,时间,平均温度(2 米),最高温度(2 米),最低温度(2 米),日照时长,降水量,温度(2 米),相对湿度(2 米),体感温度,降水(雨 + 雪),天气代码,总云量,风速(10 米),风向(10 米),短波太阳辐射 GHI(即时),是否白天
,17:00,,,,,,17.8,80,18.4,0,0,16,5.9,40,0,No
,18:00,,,,,,16.6,85,16.9,0,0,5,6.7,24,0,No
,19:00,,,,,,16.4,81,16.6,0,0,3,5.8,5,0,No
,20:00,,,,,,16.9,76,17,0,0,3,5,19,0,No
,21:00,,,,,,17.9,70,18.1,0,0,4,4,87,0,No
,22:00,,,,,,15.5,81,15.4,0,0,7,5.4,110,0,No
,23:00,,,,,,16.2,81,16.7,0,0,0,3.1,111,57.1,Yes
2024/11/6,0:00,16.3,20.2,13,35664.01,0,17.2,70,17.1,0,0,6,4.5,85,261.6,Yes
,1:00,,,,,,18.5,64,17.2,0,0,0,12.8,70,448.3,Yes
,2:00,,,,,,19.2,57,17.2,0,0,0,14.7,62,597.4,Yes
,3:00,,,,,,19.9,52,18.3,0,0,1,15.6,56,708.7,Yes
,4:00,,,,,,20.2,51,18.8,0,0,1,16.5,60,742.3,Yes
,5:00,,,,,,20.2,53,18.9,0,0,0,16.2,67,708.6,Yes
,6:00,,,,,,20,55,18.4,0,0,0,16.3,70,594.8,Yes
,7:00,,,,,,19.4,58,17.4,0,0,0,16.1,72,423.4,Yes
,8:00,,,,,,18.7,61,17,0,0,0,13.9,69,223.9,Yes
,9:00,,,,,,17.5,65,16.3,0,0,0,9.8,60,34.5,Yes
,10:00,,,,,,16.2,70,15.5,0,0,0,7,48,0,No
,11:00,,,,,,15.2,76,14.5,0,0,0,7.1,30,0,No
,12:00,,,,,,14.8,77,14.1,0,0,0,7.1,10,0,No
,13:00,,,,,,14.7,76,13.9,0,0,0,7.1,7,0,No
,14:00,,,,,,14.2,78,13.2,0,0,0,7.6,357,0,No
,15:00,,,,,,14.1,73,12.8,0,0,0,7.8,4,0,No
,16:00,,,,,,14.2,73,13.2,0,0,0,6.5,347,0,No
,17:00,,,,,,14,74,13,0,0,1,6.6,334,0,No
,18:00,,,,,,13.8,74,12.6,0,0,1,6.9,329,0,No
,19:00,,,,,,13.7,73,12.3,0,0,4,7.6,324,0,No
,20:00,,,,,,13.4,74,12,0,0,6,7.8,320,0,No
,21:00,,,,,,13,76,11.7,0,1,22,7,316,0,No
,22:00,,,,,,13.4,79,12.4,0,1,49,6.9,303,0,No
,23:00,,,,,,14.6,78,13.9,0,2,73,6.9,300,44,Yes
2024/11/7,0:00,17.1,21.5,13.8,32978.73,0,16.2,66,15.1,0,1,25,7.7,324,153.5,Yes
,1:00,,,,,,18.2,61,17.2,0,0,10,8.5,343,424.9,Yes
,2:00,,,,,,19.6,58,18.2,0,0,15,12.2,26,576.8,Yes
,3:00,,,,,,20.4,57,18.9,0,1,21,14.9,34,604.1,Yes
,4:00,,,,,,21.1,57,20.4,0,1,41,14.2,49,673,Yes
,5:00,,,,,,21.5,55,19.6,0,2,77,20.7,55,611.1,Yes
,6:00,,,,,,21.1,58,19,0,1,41,19.4,57,375.3,Yes
,7:00,,,,,,20.7,59,18.7,0,1,42,18.7,59,302,Yes
,8:00,,,,,,19.9,65,19,0,0,7,12.4,68,169.2,Yes
,9:00,,,,,,18.3,72,18.5,0,0,7,6.2,60,30,Yes
,10:00,,,,,,16,82,15.8,0,0,4,8,76,0,No
,11:00,,,,,,16.6,79,16.4,0,0,0,7.4,72,0,No
,12:00,,,,,,14.7,84,14,0,1,46,9,12,0,No
,13:00,,,,,,17.5,73,17.5,0,1,31,6,5,0,No
,14:00,,,,,,15.7,81,15.4,0,0,13,7,347,0,No
,15:00,,,,,,14.8,81,14.3,0,0,18,6.9,329,0,No
,16:00,,,,,,14.7,85,14.5,0,1,31,6,295,0,No
,17:00,,,,,,15.1,86,15.2,0,3,99,5.4,291,0,No
,18:00,,,,,,15.5,83,15.8,0,1,41,4.5,293,0,No
,19:00,,,,,,14.8,86,14.8,0,1,22,5.5,302,0,No
,20:00,,,,,,13.8,91,13.8,0,1,33,5.4,290,0,No
,21:00,,,,,,14.5,88,14.3,0,2,71,7.3,301,0,No
,22:00,,,,,,14.2,88,13.9,0,2,55,7.1,300,0,No
,23:00,,,,,,14.5,89,14.6,0,3,91,5.4,266,48.5,Yes
2024/11/8,0:00,20,23.3,16,29798.16,0,16,78,15.5,0,3,95,8.4,281,135.7,Yes
,1:00,,,,,,18.1,71,18.1,0,3,87,6.4,286,219.8,Yes
,2:00,,,,,,20.1,63,20.1,0,2,51,6.3,357,436.1,Yes
,3:00,,,,,,21.2,60,21.3,0,3,94,6.8,48,585.4,Yes
,4:00,,,,,,22,60,22.2,0,3,100,7.5,42,552.5,Yes
,5:00,,,,,,22.7,60,23.1,0,3,100,8,31,410.6,Yes
,6:00,,,,,,23.3,60,23.9,0,3,99,8,52,399.1,Yes
,7:00,,,,,,23.2,62,23.6,0,3,94,9.8,83,324,Yes
,8:00,,,,,,22.2,69,23.3,0,3,89,7.8,105,178.4,Yes
,9:00,,,,,,20.2,80,21.7,0,3,89,5.1,117,27.1,Yes
,10:00,,,,,,18.4,87,19.5,0,1,45,6.8,138,0,No
,11:00,,,,,,19.5,82,21.1,0,1,24,4.4,199,0,No
,12:00,,,,,,18.9,86,20.7,0,2,61,3.4,286,0,No
,13:00,,,,,,19.8,86,22,0,3,100,3.1,267,0,No
,14:00,,,,,,19.7,86,21.6,0,3,100,4.7,266,0,No
,15:00,,,,,,19.6,87,21.7,0,3,100,3.6,261,0,No
,16:00,,,,,,19.4,89,21.7,0,3,100,3.1,273,0,No
,17:00,,,,,,19.2,90,21.5,0,3,100,3.2,289,0,No
,18:00,,,,,,19.4,87,21.5,0,3,100,3.7,284,0,No
,19:00,,,,,,19.3,86,21.3,0,3,100,3.5,285,0,No
,20:00,,,,,,19.2,89,21.2,0,3,100,4.1,293,0,No
,21:00,,,,,,19.3,88,21.3,0,3,96,3.7,317,0,No
,22:00,,,,,,19,91,21.2,0,3,100,3.6,327,0,No
,23:00,,,,,,19.5,88,21.5,0,3,100,4.7,313,28.7,Yes
2024/11/9,0:00,21.2,24.7,17.9,4513.47,0,20.5,81,22.2,0,3,100,5.8,292,141.8,Yes
,1:00,,,,,,21.3,80,23.3,0,3,100,5.3,252,128.4,Yes
,2:00,,,,,,22.6,72,24.7,0,3,97,3.5,279,234.6,Yes
,3:00,,,,,,23.4,70,25.9,0,3,100,2.2,325,313.2,Yes
,4:00,,,,,,24.4,69,26.7,0,3,100,5.2,56,314.4,Yes
,5:00,,,,,,24.7,70,27,0,3,100,7.5,75,243.8,Yes
,6:00,,,,,,24.5,72,26.9,0,3,100,6.9,105,175.2,Yes
,7:00,,,,,,24.2,73,26.6,0,3,88,7.4,124,166.2,Yes
,8:00,,,,,,23.8,76,26.3,0,3,80,7.7,150,110.2,Yes
,9:00,,,,,,22.7,81,25.5,0,1,33,5.4,159,20.9,Yes
,10:00,,,,,,20.8,90,23.4,0,2,60,5.7,156,0,No
,11:00,,,,,,20.3,90,22.8,0,0,17,5.5,171,0,No
,12:00,,,,,,20.8,89,23.4,0,1,23,4.6,198,0,No
,13:00,,,,,,21.4,91,24.8,0,3,100,2.4,222,0,No
,14:00,,,,,,21.4,88,24.4,0,3,100,3.2,227,0,No
,15:00,,,,,,20.8,92,23.9,0,3,99,3.8,239,0,No
,16:00,,,,,,20.1,94,23,0,3,93,4,270,0,No
,17:00,,,,,,19.9,95,22.8,0,3,97,3.9,294,0,No
,18:00,,,,,,19.2,97,21.6,0,3,100,5.4,318,0,No
,19:00,,,,,,18.8,97,21.1,0,3,100,5.6,320,0,No
,20:00,,,,,,18.6,97,20.8,0,1,43,5.7,314,0,No
,21:00,,,,,,18.2,97,20.1,0,1,39,6.3,305,0,No
,22:00,,,,,,17.9,98,19.7,0,0,4,6.2,306,0,No
,23:00,,,,,,19.1,95,21.4,0,0,9,5.2,301,44.3,Yes
2024/11/10,0:00,22.4,26.8,18.3,35527.81,0,20.9,90,23.9,0,0,7,3.5,309,225.3,Yes
,1:00,,,,,,22.9,82,26.3,0,0,0,2.5,300,408.3,Yes
,2:00,,,,,,24.5,74,28.1,0,0,14,0.6,162,567.6,Yes
,3:00,,,,,,25.6,70,29.3,0,1,48,2.4,77,629.6,Yes
,4:00,,,,,,26.3,66,29.7,0,2,69,3.1,130,591.8,Yes
,5:00,,,,,,26.3,66,28.9,0,3,84,7.1,189,408.6,Yes
,6:00,,,,,,26.8,65,29.6,0,0,18,6.1,166,451.2,Yes
,7:00,,,,,,26.3,67,28.8,0,0,13,8,132,340.6,Yes
,8:00,,,,,,25.2,72,28.1,0,0,15,6.8,122,182.8,Yes
,9:00,,,,,,23.5,83,26.9,0,1,45,4.3,114,25.3,Yes
,10:00,,,,,,22.3,87,25.5,0,2,62,4.7,137,0,No
,11:00,,,,,,21.5,91,24.7,0,3,100,4.6,141,0,No
,12:00,,,,,,21.4,91,24.6,0,3,95,4.4,161,0,No
,13:00,,,,,,21.7,90,25.1,0,3,100,3.4,177,0,No
,14:00,,,,,,21.4,92,24.7,0,3,80,4.1,182,0,No
,15:00,,,,,,21.3,90,24.4,0,2,76,4.4,142,0,No
,16:00,,,,,,21.5,87,24.3,0,2,59,4.5,113,0,No
,17:00,,,,,,21.9,83,25.1,0,0,16,0.9,259,0,No
,18:00,,,,,,20.7,88,23.5,0,0,17,2.9,281,0,No
,19:00,,,,,,19.1,95,21.5,0,0,18,4.9,321,0,No
,20:00,,,,,,18.7,97,20.9,0,0,2,5.9,310,0,No
,21:00,,,,,,18.6,97,20.7,0,0,1,6.3,309,0,No
,22:00,,,,,,18.3,97,20.2,0,0,3,6,343,0,No
,23:00,,,,,,19.5,97,22.4,0,0,2,3.3,319,44.4,Yes
2024/11/11,0:00,21.4,25.7,18.3,35496.93,0,21.3,89,24.5,0,0,0,2.8,305,231.6,Yes
,1:00,,,,,,23.4,75,25.8,0,1,32,5.5,44,412.3,Yes
,2:00,,,,,,24.2,68,25.9,0,1,39,8.2,64,511.6,Yes
,3:00,,,,,,25,64,26.1,0,2,54,11.3,73,579.5,Yes
,4:00,,,,,,25.2,63,26.3,0,1,42,12,81,507.4,Yes
,5:00,,,,,,25.7,62,27.1,0,1,47,11.9,89,578.3,Yes
,6:00,,,,,,25.4,65,26.5,0,2,66,14.1,109,476.8,Yes
,7:00,,,,,,24,71,25.1,0,1,23,13.8,116,352.4,Yes
,8:00,,,,,,23.1,75,24.9,0,0,10,9.3,118,188.3,Yes
,9:00,,,,,,21.9,81,24.3,0,0,0,5.1,126,24.8,Yes
,10:00,,,,,,20.1,90,22.3,0,0,5,6.1,133,0,No
,11:00,,,,,,21.4,80,24,0,0,7,2,280,0,No
,12:00,,,,,,19.4,90,21.6,0,0,5,4,309,0,No
,13:00,,,,,,20.1,91,22.8,0,0,15,3.7,313,0,No
,14:00,,,,,,20,90,22.4,0,1,31,4.5,326,0,No
,15:00,,,,,,20.1,88,22.4,0,0,11,4.6,318,0,No
,16:00,,,,,,19.6,89,21.7,0,0,6,5.2,311,0,No
,17:00,,,,,,19.1,91,21.1,0,0,8,4.9,306,0,No
,18:00,,,,,,18.5,93,20.3,0,0,13,5.6,303,0,No
,19:00,,,,,,18.3,94,20.1,0,0,19,5.3,298,0,No
,20:00,,,,,,18.5,94,20.5,0,1,49,4.8,297,0,No
,21:00,,,,,,19.1,91,21.3,0,3,84,4.3,292,0,No
,22:00,,,,,,19.5,89,21.5,0,3,100,5.2,290,0,No
,23:00,,,,,,20,87,22.1,0,3,100,5.2,284,24.5,Yes
2024/11/12,0:00,21.7,24,20,2968.98,0.2,21.3,81,23.6,0,3,100,4.2,277,126.1,Yes
,1:00,,,,,,22.6,75,25.1,0,3,100,2.7,318,163.4,Yes
,2:00,,,,,,23,75,25.5,0,3,100,3.6,340,165.5,Yes
,3:00,,,,,,23.7,72,25.3,0,3,100,10.9,39,268.3,Yes
,4:00,,,,,,23.7,74,25.5,0,3,100,10.3,50,197,Yes
,5:00,,,,,,24,73,25.9,0,3,100,9.5,57,193.7,Yes
,6:00,,,,,,23.9,73,25.9,0,3,100,8.9,61,172.3,Yes
,7:00,,,,,,23.5,75,25.8,0,3,100,7.4,91,102.9,Yes
,8:00,,,,,,23,77,25.3,0,3,100,7.3,101,96.5,Yes
,9:00,,,,,,22.1,80,24.5,0,3,100,5.7,79,10.4,Yes
,10:00,,,,,,21.3,84,23.9,0,3,85,3.4,84,0,No
,11:00,,,,,,20.9,89,23.7,0,3,97,4,54,0,No
,12:00,,,,,,20.7,89,23.4,0,3,99,4.3,15,0,No
,13:00,,,,,,21.4,83,24.1,0,3,100,3.5,21,0,No
,14:00,,,,,,21.2,83,23.8,0,3,100,3.4,47,0,No
,15:00,,,,,,21.1,82,23.4,0,3,100,3.6,351,0,No
,16:00,,,,,,20.9,81,23,0,3,100,3.9,347,0,No
,17:00,,,,,,20.6,81,22.8,0,3,100,3.1,324,0,No
,18:00,,,,,,20.5,80,22.5,0,3,100,3.6,323,0,No
,19:00,,,,,,20.4,80,22.4,0.2,51,100,3,346,0,No
,20:00,,,,,,20.2,81,22.3,0,3,100,2.2,325,0,No
,21:00,,,,,,20,82,22.2,0,3,100,1.8,281,0,No
,22:00,,,,,,20,84,22.3,0,3,100,2,275,0,No
,23:00,,,,,,20.2,82,22.4,0,3,100,2,260,13.4,Yes
2024/11/13,0:00,21.2,22.7,20.4,0,1.7,20.4,78,22.3,0,3,100,3.3,264,55.5,Yes
,1:00,,,,,,21.1,75,22.9,0,3,100,3.4,313,103.9,Yes
,2:00,,,,,,22,71,23.5,0,3,100,5.4,6,203.1,Yes
,3:00,,,,,,22.2,70,23.8,0,3,100,4.7,9,155.2,Yes
,4:00,,,,,,22.4,69,23.9,0,3,100,5.6,17,147.7,Yes
,5:00,,,,,,22.7,69,24.4,0,3,100,4.7,43,139.7,Yes
,6:00,,,,,,22.1,73,24,0,3,100,4.6,39,56.8,Yes
,7:00,,,,,,21.6,77,23.9,0.5,53,100,2.1,322,48.5,Yes
,8:00,,,,,,21.3,84,23.9,0.4,51,100,3.3,264,40.6,Yes
,9:00,,,,,,20.8,90,23.5,0.1,51,100,5.1,262,4.8,Yes
,10:00,,,,,,20.6,91,23.3,0,3,100,5.3,260,0,No
,11:00,,,,,,20.6,91,23.4,0,3,100,4.9,266,0,No
,12:00,,,,,,20.7,90,23.4,0,3,100,4.5,268,0,No
,13:00,,,,,,20.8,87,23.1,0.2,51,100,6.2,287,0,No
,14:00,,,,,,20.8,86,23.1,0.1,51,100,6.2,277,0,No
,15:00,,,,,,20.7,88,23.1,0,3,100,5.8,274,0,No
,16:00,,,,,,20.8,88,23.3,0,3,100,5,268,0,No
,17:00,,,,,,20.8,89,23.5,0.1,51,100,4.5,272,0,No
,18:00,,,,,,20.8,90,23.5,0.1,51,100,4.6,261,0,No
,19:00,,,,,,20.8,91,23.8,0.1,51,100,3.8,259,0,No
,20:00,,,,,,21,90,24,0.1,51,100,3.4,264,0,No
,21:00,,,,,,21.2,89,24.2,0,3,100,3.8,281,0,No
,22:00,,,,,,21.3,89,24.6,0,3,100,2.8,285,0,No
,23:00,,,,,,21.8,87,25.1,0,3,100,3,284,11.2,Yes
2024/11/14,0:00,24.2,26.6,22.3,962.36,7.7,22.3,88,25.7,0,3,100,4.1,272,52.8,Yes
,1:00,,,,,,23.4,87,27.2,0,3,100,4.4,279,116,Yes
,2:00,,,,,,24.1,86,28.3,0.1,51,100,3.5,242,130.3,Yes
,3:00,,,,,,25.1,83,29.7,0.1,51,100,2.2,222,188.8,Yes
,4:00,,,,,,25.9,79,30.4,0,3,100,3.3,41,190,Yes
,5:00,,,,,,26.1,79,30.5,0,3,100,4.6,36,146.5,Yes
,6:00,,,,,,26.5,79,30.7,0,3,100,6.6,29,158.5,Yes
,7:00,,,,,,26.6,79,31.1,0,2,67,6.4,22,136.8,Yes
,8:00,,,,,,26.6,79,31.3,0,3,82,4.8,34,78.1,Yes
,9:00,,,,,,25.9,84,31.1,0.1,51,100,1.6,6,12.7,Yes
,10:00,,,,,,24.7,87,29.6,1.3,61,95,2.3,337,0,No
,11:00,,,,,,24.4,88,28.9,0.9,53,100,4.4,263,0,No
,12:00,,,,,,23.7,94,28.5,0.6,53,100,3.3,186,0,No
,13:00,,,,,,24.6,89,29.2,0.1,51,100,5,314,0,No
,14:00,,,,,,24.3,90,28.5,0.4,51,100,6.9,279,0,No
,15:00,,,,,,23.9,91,28.5,0.4,51,100,3.9,294,0,No
,16:00,,,,,,23.5,94,28.4,0.5,53,100,2.3,315,0,No
,17:00,,,,,,23.2,95,27.8,0.6,53,100,4.4,322,0,No
,18:00,,,,,,23,96,27.1,2.3,61,98,6.7,286,0,No
,19:00,,,,,,22.8,96,27.2,0.3,51,85,4.4,297,0,No
,20:00,,,,,,22.7,95,26.4,0,3,100,8,312,0,No
,21:00,,,,,,22.6,95,26.5,0,3,98,6.9,315,0,No
,22:00,,,,,,22.5,96,26.8,0,3,100,3.6,288,0,No
,23:00,,,,,,22.6,95,26.5,0,3,100,6.4,295,15.7,Yes
2024/11/15,0:00,24.3,28.4,21.2,15439.49,11,23.5,94,27.5,0.1,51,51,7.6,301,100.2,Yes
,1:00,,,,,,26.5,79,30.5,0,1,44,9.2,360,378.2,Yes
,2:00,,,,,,27.9,73,31.4,0,3,100,11.8,24,469.6,Yes
,3:00,,,,,,27.5,73,31.2,0,3,100,10.2,30,266.4,Yes
,4:00,,,,,,27.8,72,31.5,0,3,100,9.9,25,306.6,Yes
,5:00,,,,,,28.1,71,31.7,0,1,45,10.6,24,310.3,Yes
,6:00,,,,,,28.4,70,31.9,0,3,100,11,40,272.1,Yes
,7:00,,,,,,27.1,77,31.3,0,3,99,8.1,91,124,Yes
,8:00,,,,,,25.6,84,30.2,0.1,51,77,5.6,119,60.7,Yes
,9:00,,,,,,25.1,88,30.2,0,2,50,2,95,12.3,Yes
,10:00,,,,,,24.4,88,29.1,0,1,47,2.7,356,0,No
,11:00,,,,,,24.2,85,28.2,0,1,31,4.7,351,0,No
,12:00,,,,,,23.7,86,27.5,0,3,100,4.9,303,0,No
,13:00,,,,,,23.4,91,28,0.3,51,95,2.3,321,0,No
,14:00,,,,,,23.1,89,27.1,0,3,91,3.7,331,0,No
,15:00,,,,,,22.7,89,26.4,0,1,32,3.4,335,0,No
,16:00,,,,,,22.1,89,25.7,0,3,94,3.3,319,0,No
,17:00,,,,,,22.3,88,25.9,1.2,55,89,2.6,236,0,No
,18:00,,,,,,22,91,25.3,3.7,63,97,5.5,279,0,No
,19:00,,,,,,21.7,92,24.7,2.4,61,100,6.8,287,0,No
,20:00,,,,,,21.6,93,25,2.8,63,100,4.3,312,0,No
,21:00,,,,,,21.6,91,24.6,0.4,51,77,6.4,302,0,No
,22:00,,,,,,21.2,93,24.3,0,1,28,5.7,302,0,No
,23:00,,,,,,21.3,93,24.1,0,1,24,8.1,307,33.8,Yes
2024/11/16,0:00,23.6,29.2,19.3,35104,0,22.8,92,26.4,0,0,8,7.5,285,204.1,Yes
,1:00,,,,,,25,73,28,0,0,19,6.2,38,329.5,Yes
,2:00,,,,,,26,67,28.6,0,0,16,7,40,472,Yes
,3:00,,,,,,27.2,61,30,0,0,2,6.5,19,617,Yes
,4:00,,,,,,28.3,57,31.6,0,0,3,6.3,31,676.6,Yes
,5:00,,,,,,28.8,55,31.9,0,0,13,6.1,47,627.4,Yes
,6:00,,,,,,29.2,53,31.3,0,1,32,7.8,40,439.8,Yes
,7:00,,,,,,29.2,55,31.6,0,3,93,7.9,51,248.8,Yes
,8:00,,,,,,27.8,61,30,0,3,90,10.5,95,150,Yes
,9:00,,,,,,25,75,27.9,0,0,16,7.9,133,17.6,Yes
,10:00,,,,,,23.4,83,26.6,0,0,19,5.9,182,0,No
,11:00,,,,,,22.7,86,26,0,0,9,4.9,180,0,No
,12:00,,,,,,22,88,25.6,0,0,17,2.6,192,0,No
,13:00,,,,,,22.2,88,26.1,0,1,20,0.9,281,0,No
,14:00,,,,,,22.1,89,25.7,0,0,17,2.6,282,0,No
,15:00,,,,,,21.6,91,25.2,0,0,12,2.6,282,0,No
,16:00,,,,,,21.4,92,24.9,0,0,18,2.9,277,0,No
,17:00,,,,,,21.2,92,24.2,0,0,14,5.4,285,0,No
,18:00,,,,,,20.9,91,23.7,0,0,3,5.4,291,0,No
,19:00,,,,,,20.3,92,23.1,0,0,4,3.6,290,0,No
,20:00,,,,,,19.8,94,22.7,0,0,10,2.8,288,0,No
,21:00,,,,,,19.5,96,22.5,0,0,13,2.1,285,0,No
,22:00,,,,,,19.3,98,22.4,0,0,18,2.2,279,0,No
,23:00,,,,,,19.7,98,22.9,0,0,10,3.1,277,33.9,Yes
2024/11/17,0:00,21.6,27.3,17,35338.38,0,21.7,87,24.6,0,0,10,4.7,252,210.6,Yes
,1:00,,,,,,24.3,76,27.7,0,1,24,2.4,63,395.9,Yes
,2:00,,,,,,25.7,68,28.3,0,1,20,7.3,59,515.4,Yes
,3:00,,,,,,26.8,62,29,0,2,50,8.6,60,589.9,Yes
,4:00,,,,,,27.3,58,28.8,0,3,100,10.4,76,508.8,Yes
,5:00,,,,,,26.6,62,28,0,3,100,13,91,406.7,Yes
,6:00,,,,,,26.1,64,27.5,0,1,47,13.3,92,371,Yes
,7:00,,,,,,25.1,67,26.2,0,1,22,14.5,95,318.3,Yes
,8:00,,,,,,23.9,70,25.1,0,1,23,12.1,86,164.9,Yes
,9:00,,,,,,22.5,77,24.5,0,1,30,7.2,87,18,Yes
,10:00,,,,,,21.5,82,23.8,0,1,48,5.2,86,0,No
,11:00,,,,,,21,82,23.1,0,3,86,5.4,88,0,No
,12:00,,,,,,21,80,22.6,0,3,88,7,86,0,No
,13:00,,,,,,21,77,22.2,0,3,97,9.1,68,0,No
,14:00,,,,,,20.4,78,21.6,0,2,68,7.1,74,0,No
,15:00,,,,,,19.8,79,21.1,0,1,40,5.4,90,0,No
,16:00,,,,,,19.5,79,20.7,0,1,28,5.1,94,0,No
,17:00,,,,,,18.9,78,19.9,0,1,24,4.8,75,0,No
,18:00,,,,,,18.3,79,19.2,0,1,22,4.3,75,0,No
,19:00,,,,,,17.9,78,18.7,0,1,20,3.8,95,0,No
,20:00,,,,,,17.6,77,18.1,0,0,19,4.2,97,0,No
,21:00,,,,,,17.2,76,17.6,0,1,22,4.4,71,0,No
,22:00,,,,,,17,77,17.3,0,1,33,4.2,54,0,No
,23:00,,,,,,17.3,71,17.1,0,2,66,5.6,50,29.5,Yes
2024/11/18,0:00,17.6,20.7,15.4,28400.49,0.3,17.9,66,17.1,0,1,36,8.8,62,208.6,Yes
,1:00,,,,,,19,62,17.6,0,1,20,13.3,52,351.9,Yes
,2:00,,,,,,19.6,60,17.8,0,0,18,15.5,48,501.3,Yes
,3:00,,,,,,20.5,58,18.8,0,1,37,16.7,55,602.6,Yes
,4:00,,,,,,20.7,58,19.1,0,2,55,16,56,554.2,Yes
,5:00,,,,,,20.7,58,19,0,1,48,16.4,58,513.7,Yes
,6:00,,,,,,20.5,58,18.8,0,2,71,15.9,62,425,Yes
,7:00,,,,,,19.9,59,18.1,0,3,98,15.6,66,235.9,Yes
,8:00,,,,,,18.9,63,17.4,0,3,98,14.3,66,71.2,Yes
,9:00,,,,,,18.1,67,16.8,0,3,100,12.8,70,7.4,Yes
,10:00,,,,,,17.7,69,16.5,0,3,95,12,58,0,No
,11:00,,,,,,17.5,69,16.3,0,3,100,12.2,53,0,No
,12:00,,,,,,17.3,69,16.2,0,3,99,10.9,46,0,No
,13:00,,,,,,16.3,78,16.2,0.2,51,100,6.2,17,0,No
,14:00,,,,,,16,77,15.9,0.1,51,100,5,360,0,No
,15:00,,,,,,15.7,76,15.3,0,3,100,6.2,350,0,No
,16:00,,,,,,15.4,75,14.9,0,3,98,6,344,0,No
,17:00,,,,,,15.4,74,15,0,2,60,4.8,349,0,No
,18:00,,,,,,15.5,73,14.9,0,3,100,5.5,347,0,No
,19:00,,,,,,15.7,72,15.2,0,3,100,4.8,331,0,No
,20:00,,,,,,15.8,71,15.2,0,3,100,5.4,326,0,No
,21:00,,,,,,15.7,71,15,0,3,100,5.8,346,0,No
,22:00,,,,,,15.6,72,15.1,0,3,100,4.8,338,0,No
,23:00,,,,,,15.5,73,14.9,0,3,100,5.9,325,6.8,Yes
2024/11/19,0:00,17.4,20,15.6,8372.99,10.9,15.6,75,15,0.3,51,100,6.2,314,37.8,Yes
,1:00,,,,,,17.1,70,16.5,0,3,95,7.6,355,153.9,Yes
,2:00,,,,,,17.6,68,16.9,0,2,69,8.4,9,170.5,Yes
,3:00,,,,,,19.2,63,18.4,0,2,69,9.8,40,453.7,Yes
,4:00,,,,,,19.9,62,18.6,0,3,100,14.9,54,422.5,Yes
,5:00,,,,,,19.7,64,18.6,0,3,80,13.1,57,232.3,Yes
,6:00,,,,,,20,62,18.8,0,3,100,14.2,57,270.2,Yes
,7:00,,,,,,19.3,66,18.6,0,3,100,11,55,92.5,Yes
,8:00,,,,,,18.7,70,18.5,0.1,51,100,8.3,60,44.5,Yes
,9:00,,,,,,18.3,70,18.1,0,3,100,6.9,49,5.2,Yes
,10:00,,,,,,18,72,18.1,0,3,97,5.5,41,0,No
,11:00,,,,,,17.7,74,18.1,0,3,98,4.6,36,0,No
,12:00,,,,,,17.5,75,18,0,3,100,3.6,30,0,No
,13:00,,,,,,16.6,82,17.6,0.2,51,100,1.5,277,0,No
,14:00,,,,,,16.7,82,17.5,0.6,53,98,2.6,295,0,No
,15:00,,,,,,16.5,83,17.5,1.9,61,91,1.8,336,0,No
,16:00,,,,,,16.5,85,17.5,6.9,63,74,1.8,307,0,No
,17:00,,,,,,16.2,85,16.9,0.9,53,100,3.3,319,0,No
,18:00,,,,,,16.1,81,16.5,0,3,99,3.6,300,0,No
,19:00,,,,,,16.1,81,16.6,0,3,100,2.2,284,0,No
,20:00,,,,,,16.1,81,16.7,0,3,87,2.5,315,0,No
,21:00,,,,,,15.6,85,16.3,0,2,78,2.3,302,0,No
,22:00,,,,,,15.6,86,16.5,0,3,100,1.8,307,0,No
,23:00,,,,,,16.2,84,17,0,3,100,2.3,302,16,Yes
2024/11/20,0:00,17.5,19.7,16.5,2152.73,16.7,16.7,84,17.7,0,3,97,1.6,297,100.7,Yes
,1:00,,,,,,18.3,79,19.2,0,3,100,4.4,325,155.3,Yes
,2:00,,,,,,18.9,71,19,0,3,100,7.3,351,197.2,Yes
,3:00,,,,,,18.7,70,18.8,0.3,51,100,6.3,360,154.4,Yes
,4:00,,,,,,19.1,68,19.4,0,3,100,5.1,27,217.3,Yes
,5:00,,,,,,19.7,67,20.6,0,3,100,1.4,67,262.2,Yes
,6:00,,,,,,18.8,73,19.8,0.7,53,100,1.9,163,76.9,Yes
,7:00,,,,,,17.9,87,19.5,2,61,100,2.2,166,48.3,Yes
,8:00,,,,,,17.6,89,19.2,1.1,55,100,2.8,145,21.5,Yes
,9:00,,,,,,17.3,91,19,0.6,53,100,2.3,180,3.1,Yes
,10:00,,,,,,17.3,90,19,0.9,53,100,1.3,188,0,No
,11:00,,,,,,17.1,91,18.7,0.7,53,100,2.9,158,0,No
,12:00,,,,,,17,92,18.6,0.4,51,100,2.4,73,0,No
,13:00,,,,,,17.1,94,19.1,1.3,61,100,0.9,217,0,No
,14:00,,,,,,17,92,18.9,0.5,53,100,0.7,256,0,No
,15:00,,,,,,17,92,18.6,0.4,51,100,2.3,270,0,No
,16:00,,,,,,17,89,18.4,0.1,51,100,2.1,322,0,No
,17:00,,,,,,16.5,91,17.4,0,3,100,5.9,290,0,No
,18:00,,,,,,16.7,88,17.7,0,3,100,4,297,0,No
