通知人,标题,日期,链接,是否存在附件,附件下载次数
教学运行,关于2015年度选派我校学生赴台湾大学参加夏令营的通知,"
2015-04-15
         ",https://jwch.fzu.edu.cn/info/1036/8468.htm,False,
教学运行,关于2015年度秋季选派我校学生赴台湾东海大学交流学习的通知,"
2015-04-15
         ",https://jwch.fzu.edu.cn/info/1036/8467.htm,False,
教学运行,关于2015年度秋季选派我校学生赴台湾宜兰大学交流学习的通知,"
2015-04-15
         ",https://jwch.fzu.edu.cn/info/1036/8466.htm,False,
教研教改,关于报名参加福州大学嘉锡讲坛第386期讲座的通知,"
2015-04-14
         ",https://jwch.fzu.edu.cn/info/1037/8476.htm,False,
教学运行,福州大学关于印发本科生转专业实施细则的通知,"
2015-04-10
         ",https://jwch.fzu.edu.cn/info/1036/8464.htm,False,
实践科,关于举办福州大学第十五届高等数学竞赛的通知,"
2015-04-10
         ",https://jwch.fzu.edu.cn/info/1039/9787.htm,False,
实践科,关于举办福州大学第十一届数学建模竞赛暨全国大学生数学建模竞赛集训队选拔的通知,"
2015-04-10
         ",https://jwch.fzu.edu.cn/info/1039/9243.htm,False,
教学运行,关于修改《福州大学学生管理规定》中有关条款的通知,"
2015-04-10
         ",https://jwch.fzu.edu.cn/info/1036/8463.htm,False,
教学运行,福州大学关于印发应征入伍学生学籍管理补充规定的通知,"
2015-04-10
         ",https://jwch.fzu.edu.cn/info/1036/8465.htm,False,
教学运行,关于2014-2015第二学期1-6周《大学英语专题课》考试安排的通知,"
2015-04-09
         ",https://jwch.fzu.edu.cn/info/1036/8462.htm,False,
教学运行,关于2015年全国大学生英语竞赛考场安排的通知,"
2015-04-03
         ",https://jwch.fzu.edu.cn/info/1036/8456.htm,False,
教研教改,关于报名参加福州大学嘉锡讲坛第385期暨福州大学传统文化节主题讲座的通知,"
2015-04-03
         ",https://jwch.fzu.edu.cn/info/1037/8474.htm,False,
教学运行,关于重修未缴费名单及延长缴费时间的通知,"
2015-04-03
         ",https://jwch.fzu.edu.cn/info/1036/8459.htm,False,
实践科,关于举办福州大学首届人文知识竞赛的通知,"
2015-04-02
         ",https://jwch.fzu.edu.cn/info/1039/9280.htm,False,
教学运行,关于组织申报福州大学通识教育选修核心课程建设项目的通知,"
2015-04-02
         ",https://jwch.fzu.edu.cn/info/1036/8454.htm,False,
教学运行,关于做好2015年本科生转专业工作的通知,"
2015-04-02
         ",https://jwch.fzu.edu.cn/info/1036/8452.htm,False,
实践科,关于举办首届福州大学创新创业大赛的通知,"
2015-04-02
         ",https://jwch.fzu.edu.cn/info/1039/9785.htm,False,
教研教改,福州大学关于印发本科专业核心课程建设与管理办法的通知,"
2015-04-01
         ",https://jwch.fzu.edu.cn/info/1037/8473.htm,False,
教研教改,福州大学关于印发本科品牌专业建设管理办法的通知,"
2015-04-01
         ",https://jwch.fzu.edu.cn/info/1037/9645.htm,False,
教学运行,关于大学英语竞赛报名最后确认通知,"
2015-03-31
         ",https://jwch.fzu.edu.cn/info/1036/8450.htm,False,
教学运行,关于做好2015-2016学年第一学期排课准备工作的通知,"
2015-03-30
         ",https://jwch.fzu.edu.cn/info/1036/8449.htm,False,
教学运行,关于2015年度秋季选派我校学生赴台湾大学交流学习的通知,"
2015-03-25
         ",https://jwch.fzu.edu.cn/info/1036/8448.htm,False,
综合科,福州大学教务处2014—2015学年第二学期工作要点,"
2015-03-25
         ",https://jwch.fzu.edu.cn/info/1035/7433.htm,False,
教学运行,关于2015年度选派我校学生赴台湾东吴大学、台湾海洋大学参加暑期夏令营的通知,"
2015-03-24
         ",https://jwch.fzu.edu.cn/info/1036/8446.htm,False,
教研教改,关于报名参加福州大学“嘉锡讲坛”第384期讲座的通知,"
2015-03-23
         ",https://jwch.fzu.edu.cn/info/1037/8461.htm,False,
质量办,关于组织推荐基础课程骨干教师访学研修的通知,"
2015-03-23
         ",https://jwch.fzu.edu.cn/info/1040/9237.htm,False,
实践科,关于举办福州大学第十二届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,"
2015-03-20
         ",https://jwch.fzu.edu.cn/info/1039/9278.htm,False,
实践科,关于做好2015届本科生毕业设计（论文）工作的通知,"
2015-03-20
         ",https://jwch.fzu.edu.cn/info/1039/9279.htm,False,
质量办,关于召开“付贤智校长‘与新教师面对面 座谈会”的通知,"
2015-03-18
         ",https://jwch.fzu.edu.cn/info/1040/9236.htm,False,
教学运行,关于2015届预计毕业生上网核对电子注册图像信息的通知,"
2015-03-18
         ",https://jwch.fzu.edu.cn/info/1036/8445.htm,False,
教学运行,关于2015年6月全省高校计算机等级考试报名的通知,"
2015-03-17
         ",https://jwch.fzu.edu.cn/info/1036/8499.htm,False,
教学运行,关于王平老师高等数学独立重修班课程时间更改的通知,"
2015-03-17
         ",https://jwch.fzu.edu.cn/info/1036/8501.htm,False,
教研教改,关于“好大学在线慕课平台”宣讲会的通知,"
2015-03-13
         ",https://jwch.fzu.edu.cn/info/1037/8460.htm,False,
教学运行,关于2014-2015学年第二学期重修选课的通知,"
2015-03-13
         ",https://jwch.fzu.edu.cn/info/1036/8498.htm,False,
教学运行,关于2014-2015学年第二学期校选课开课的有关通知,"
2015-03-12
         ",https://jwch.fzu.edu.cn/info/1036/8496.htm,False,
教学运行,关于报送2015年3月学位及辅修学位材料的通知,"
2015-03-12
         ",https://jwch.fzu.edu.cn/info/1036/8497.htm,False,
教学运行,关于2014-2015学年第二学期校选课停课的有关通知,"
2015-03-09
         ",https://jwch.fzu.edu.cn/info/1036/8495.htm,False,
教学运行,关于2015年6月全国大学英语四、六级考试报名通知,"
2015-03-05
         ",https://jwch.fzu.edu.cn/info/1036/8494.htm,False,
教学运行,关于2015年美国密苏里大学秋季学期交换项目的报名通知,"
2015-03-03
         ",https://jwch.fzu.edu.cn/info/1036/8493.htm,False,
实践科,福州大学关于印发本科生奖励学分管理实施办法（修订）的通知,"
2015-03-03
         ",https://jwch.fzu.edu.cn/info/1039/9277.htm,False,
教学运行,关于2014学年第二学期体育理论教室安排的通知,"
2015-03-01
         ",https://jwch.fzu.edu.cn/info/1036/8492.htm,False,
教学运行,2015年全国大学生英语竞赛名单及报名费确认通知,"
2015-03-01
         ",https://jwch.fzu.edu.cn/info/1036/8491.htm,False,
教研教改,关于征求《福州大学本科专业核心课程建设与管理办法》意见和建议的通知,"
2015-02-28
         ",https://jwch.fzu.edu.cn/info/1037/8458.htm,False,
教学运行,辅修专业课程补退选通知,"
2015-02-28
         ",https://jwch.fzu.edu.cn/info/1036/8490.htm,False,
教学运行,2014-2015学年第二学期《大学物理实验》绪论课安排,"
2015-02-28
         ",https://jwch.fzu.edu.cn/info/1036/8489.htm,False,
教学运行,关于2014-2015学年第二学期学期选课补退选的通知,"
2015-02-27
         ",https://jwch.fzu.edu.cn/info/1036/8487.htm,False,
教学运行,2014-2015学年第一学期公共课及各学院补考安排,"
2015-01-27
         ",https://jwch.fzu.edu.cn/info/1036/8485.htm,False,
教研教改,关于做好福州大学第七届省级高等教育教学成果奖获奖成果宣传推广工作的通知,"
2015-01-26
         ",https://jwch.fzu.edu.cn/info/1037/8457.htm,False,
教学运行,关于参加英国格拉斯哥大学2015年秋季学期校际交流生项目的报名通知,"
2015-01-24
         ",https://jwch.fzu.edu.cn/info/1036/8483.htm,False,
教学运行,关于印刷2014-2015学年第一学期本科补考试卷的通知,"
2015-01-21
         ",https://jwch.fzu.edu.cn/info/1036/8481.htm,False,
实践科,福州大学关于公布第七届计算机绘图竞赛获奖名单的通知,"
2015-01-20
         ",https://jwch.fzu.edu.cn/info/1039/9275.htm,False,
实践科,福州大学关于公布第十二届大学物理实验竞赛获奖名单的通知,"
2015-01-20
         ",https://jwch.fzu.edu.cn/info/1039/9276.htm,False,
计划科,关于征求《福州大学通识教育选修核心课程建设与管理办法》意见和建议的通知,"
2015-01-20
         ",https://jwch.fzu.edu.cn/info/1038/8186.htm,False,
教研教改,福州大学关于加强本科专业建设、提升人才培养质量的若干意见,"
2015-01-16
         ",https://jwch.fzu.edu.cn/info/1037/8455.htm,False,
计划科,关于核对2014-2015第二学期全校性公共选修课开课信息的有关通知,"
2015-01-16
         ",https://jwch.fzu.edu.cn/info/1038/8184.htm,False,
教学运行,关于辅修专业选课、免听、缴费的相关通知,"
2015-01-14
         ",https://jwch.fzu.edu.cn/info/1036/8480.htm,False,
教学运行,2014-2015学年第二学期《大学物理实验》绪论课安排,"
2015-01-12
         ",https://jwch.fzu.edu.cn/info/1036/8479.htm,False,
教学运行,关于2015年秋季赴加州大学圣塔芭芭拉分校交流学习的报名通知,"
2015-01-09
         ",https://jwch.fzu.edu.cn/info/1036/8477.htm,False,
教学运行,关于学期选课延长的通知,"
2015-01-08
         ",https://jwch.fzu.edu.cn/info/1036/8475.htm,False,
实践科,关于福州大学第十九期本科生科研训练计划项目中期检查情况和增补项目的通知,"
2015-01-08
         ",https://jwch.fzu.edu.cn/info/1039/9274.htm,False,
实践科,关于举办“用友新道杯”福州大学第八届企业经营模拟沙盘对抗赛暨榕城高校沙盘邀请赛的通知,"
2015-01-08
         ",https://jwch.fzu.edu.cn/info/1039/9273.htm,False,
教学运行,关于公布2014—2015学年第二学期修读辅修专业学生名单的通知,"
2015-01-07
         ",https://jwch.fzu.edu.cn/info/1036/8540.htm,False,
教研教改,关于公布2014年福州大学教材立项出版资助名单的通知,"
2015-01-06
         ",https://jwch.fzu.edu.cn/info/1037/8453.htm,False,
教学运行,关于2014-2015第一学期《工程制图》、《画法几何》期末考试安排的通知,"
2015-01-05
         ",https://jwch.fzu.edu.cn/info/1036/8539.htm,False,
教学运行,关于2014-2015第一学期2013级大学英语（三）期末考试安排的通知,"
2015-01-05
         ",https://jwch.fzu.edu.cn/info/1036/8538.htm,False,
教学运行,关于2014-2015第一学期大学英语（一）期末考试安排的通知,"
2015-01-05
         ",https://jwch.fzu.edu.cn/info/1036/8530.htm,False,
教学运行,关于2014-2015第一学期大学英语（二）期末考试安排的通知,"
2015-01-05
         ",https://jwch.fzu.edu.cn/info/1036/8535.htm,False,
教学运行,关于2014-2015第一学期2014级大学英语（三）期末考试安排的通知,"
2015-01-05
         ",https://jwch.fzu.edu.cn/info/1036/8536.htm,False,
教学运行,关于2014-2015第一学期大学英语（四）期末考试安排的通知,"
2015-01-05
         ",https://jwch.fzu.edu.cn/info/1036/8537.htm,False,
教学运行,关于2014-2015学年第一学期线性代数、线性代数与解析几何期末考试安排的通知,"
2015-01-04
         ",https://jwch.fzu.edu.cn/info/1036/8528.htm,False,
教学运行,关于2015年秋季赴英国爱丁堡大学交流学习的报名通知,"
2015-01-04
         ",https://jwch.fzu.edu.cn/info/1036/8527.htm,False,
教学运行,关于2014-2015第一学期高等数学期末考试安排的通知,"
2015-01-04
         ",https://jwch.fzu.edu.cn/info/1036/8525.htm,False,
实践科,关于省级以上大学生创新创业训练计划项目结题和年度报告的通知,"
2014-12-31
         ",https://jwch.fzu.edu.cn/info/1039/9272.htm,False,
教学运行,关于2014-2015第一学期大学物理(下）、B（下）及大学物理（上）独立重修班期末考试安排的通知,"
2014-12-30
         ",https://jwch.fzu.edu.cn/info/1036/8522.htm,False,
质量办,关于福州大学本科专业评估（第三批）相关事项的通知,"
2014-12-30
         ",https://jwch.fzu.edu.cn/info/1040/9235.htm,False,
教学运行,关于2014-2015第一学期概率论与数理统计期末考试安排的通知,"
2014-12-30
         ",https://jwch.fzu.edu.cn/info/1036/8520.htm,False,
实践科,福州大学关于公布第五届证券交易模拟大赛获奖名单的通知,"
2014-12-29
         ",https://jwch.fzu.edu.cn/info/1039/9271.htm,False,
教学运行,关于2015年秋季赴英国伦敦大学学院交流学习的报名通知,"
2014-12-29
         ",https://jwch.fzu.edu.cn/info/1036/8517.htm,False,
教学运行,关于2015年元旦放假课程调整的通知,"
2014-12-26
         ",https://jwch.fzu.edu.cn/info/1036/8516.htm,False,
计划科,关于组织申报2015-2016学年第二学期全校性公共选修课的通知,"
2014-12-26
         ",https://jwch.fzu.edu.cn/info/1038/8273.htm,False,
实践科,关于开通使用“维普论文检测系统”查重检测的通知,"
2014-12-25
         ",https://jwch.fzu.edu.cn/info/1039/9270.htm,False,
教学运行,关于2015年全国大学生英语竞赛暨省大学生英语竞赛报名的紧急通知,"
2014-12-23
         ",https://jwch.fzu.edu.cn/info/1036/8515.htm,False,
教研教改,关于公布专业综合改革项目及闽台高等工程教育研究第二批项目中期检查结果的通知,"
2014-12-19
         ",https://jwch.fzu.edu.cn/info/1037/8451.htm,False,
教学运行,关于初报各本科专业浙江省选考科目的通知,"
2014-12-19
         ",https://jwch.fzu.edu.cn/info/1036/8511.htm,False,
教学运行,第十二届物理实验竞赛初赛考场安排,"
2014-12-19
         ",https://jwch.fzu.edu.cn/info/1036/8513.htm,False,
教研教改,关于公布第七批“福州大学高等教育教学改革工程”项目结题验收结果的通知,"
2014-12-19
         ",https://jwch.fzu.edu.cn/info/1037/8447.htm,False,
教学运行,关于2014－2015学年第二学期学期选课的通知,"
2014-12-18
         ",https://jwch.fzu.edu.cn/info/1036/8509.htm,False,
计划科,关于组织申报2014-2015学年第二学期全校性公共选修课的通知,"
2014-12-16
         ",https://jwch.fzu.edu.cn/info/1038/8272.htm,False,
教学运行,《大学物理实验》（下）期末考试通知,"
2014-12-16
         ",https://jwch.fzu.edu.cn/info/1036/8504.htm,False,
教学运行,关于做好期末复习考试及下学期开学等工作的通知,"
2014-12-16
         ",https://jwch.fzu.edu.cn/info/1036/8507.htm,False,
教学运行,2015年海外名校交流项目宣讲会,"
2014-12-16
         ",https://jwch.fzu.edu.cn/info/1036/8573.htm,False,
教学运行,关于2015年赴加州大学洛杉矶分校（UCLA）暑期学术交流项目的报名通知,"
2014-12-12
         ",https://jwch.fzu.edu.cn/info/1036/8572.htm,False,
教学运行,关于大学英语（三）独立重修班考试的通知,"
2014-12-10
         ",https://jwch.fzu.edu.cn/info/1036/8571.htm,False,
教学运行,“学院名家谈”系列讲座（一）-- 经济与管理学院成立一周年庆典活动,"
2014-12-05
         ",https://jwch.fzu.edu.cn/info/1036/8570.htm,False,
