通知人,标题,日期,链接,附件数,附件下载次数
质量办,关于开展2021年工程教育专业认证申请工作的通知,2020-09-21,https://jwch.fzu.edu.cn/../info/1040/9055.htm,2,"1063,1019"
教研教改,关于2020级数理综合实验班选拔报名、笔试和面试安排的补充通知,2020-09-21,https://jwch.fzu.edu.cn/../info/1037/8172.htm,0,0
计划科,关于组织2020级学生选修《大学信息技术基础》的通知,2020-09-18,https://jwch.fzu.edu.cn/../info/1038/8154.htm,0,0
教学运行,关于2020-2021学年第一学期重修选课的通知,2020-09-18,https://jwch.fzu.edu.cn/../info/1036/7343.htm,0,0
教研教改,福州大学关于开展2020级“数理金融实验班”招生工作的通知,2020-09-17,https://jwch.fzu.edu.cn/../info/1037/8169.htm,0,0
教研教改,福州大学关于开展2020级“数理综合班”招生工作的通知,2020-09-17,https://jwch.fzu.edu.cn/../info/1037/8166.htm,0,0
实践科,关于2020年高校教学基本状态数据库教学相关数据报送的通知,2020-09-16,https://jwch.fzu.edu.cn/../info/1039/8729.htm,0,0
教学运行,关于2020年秋季学期部分节假日课程调整的通知,2020-09-16,https://jwch.fzu.edu.cn/../info/1036/7341.htm,0,0
综合科,关于2020-2021学年本科生学生证补办的通知,2020-09-15,https://jwch.fzu.edu.cn/../info/1035/7266.htm,0,0
教学运行,关于做好2020年参军退役复学学生转专业工作的通知,2020-09-11,https://jwch.fzu.edu.cn/../info/1036/7340.htm,0,0
质量办,关于举办福州大学第八场“教学有道”研讨活动的通知,2020-09-08,https://jwch.fzu.edu.cn/../info/1040/9022.htm,0,0
计划科,关于公布2020-2021学年第一学期通选课取消开课名单的通知,2020-09-07,https://jwch.fzu.edu.cn/../info/1038/8153.htm,0,0
实践科,关于开展2019年本科生高水平学术论文奖励评选工作的通知,2020-09-04,https://jwch.fzu.edu.cn/../info/1039/8723.htm,0,0
实践科,关于填报本科学生参加竞赛获奖情况和发表论文情况的紧急通知,2020-09-04,https://jwch.fzu.edu.cn/../info/1039/8726.htm,1,1158
教研教改,关于举办福州大学第七场“教学有道”研讨活动的通知,2020-09-01,https://jwch.fzu.edu.cn/../info/1037/8163.htm,0,0
计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2020-09-01,https://jwch.fzu.edu.cn/../info/1038/8151.htm,0,0
教学运行,关于2020-2021学年第一学期选课及辅修选课补退选的通知,2020-08-28,https://jwch.fzu.edu.cn/../info/1036/7338.htm,0,0
质量办,关于召开“付贤智校长与新教师面对面座谈会”的通知,2020-08-27,https://jwch.fzu.edu.cn/../info/1040/9021.htm,0,0
计划科,关于2020-2021学年第一学期通识教育选修课选课须知,2020-08-27,https://jwch.fzu.edu.cn/../info/1038/8148.htm,0,0
计划科,关于2020-2021学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2020-08-27,https://jwch.fzu.edu.cn/../info/1038/8146.htm,0,0
实践科,关于2020年秋季学期学生实习（实践）教学工作的通知,2020-08-27,https://jwch.fzu.edu.cn/../info/1039/8720.htm,0,0
教学运行,关于2020年秋季学期教学工作安排的通知,2020-08-26,https://jwch.fzu.edu.cn/../info/1036/7336.htm,0,0
质量办,关于开展2020年工程教育专业认证线上培训的通知,2020-08-25,https://jwch.fzu.edu.cn/../info/1040/9020.htm,0,0
教学运行,关于2020年秋季公共教学楼教室实行错峰下课的通知,2020-08-25,https://jwch.fzu.edu.cn/../info/1036/7334.htm,0,0
教研教改,福州大学关于公布2018级数理金融实验班学生主辅修专业及导师名单的通知,2020-08-24,https://jwch.fzu.edu.cn/../info/1037/8157.htm,0,0
教研教改,福州大学关于公布2018级数理综合班专业分流学生名单及学科导师名单的通知,2020-08-24,https://jwch.fzu.edu.cn/../info/1037/8160.htm,0,0
质量办,关于开办2020年第十八期新上岗教师教学达标培训班的通知,2020-08-24,https://jwch.fzu.edu.cn/../info/1040/9018.htm,2,"1143,1104"
质量办,关于开展福州大学2020年教师教学能力培训（课程）立项申报的通知,2020-08-21,https://jwch.fzu.edu.cn/../info/1040/9016.htm,1,1024
实践科,关于公布第六届材料创新、设计及应用大赛获奖名单的通知,2020-08-19,https://jwch.fzu.edu.cn/../info/1039/8716.htm,0,0
实践科,关于公布第十七届大学物理实验竞赛获奖名单的通知,2020-08-19,https://jwch.fzu.edu.cn/../info/1039/8715.htm,0,0
教学运行,有关2020年秋季访学及第二学士学位新生工作的友情提醒,2020-08-19,https://jwch.fzu.edu.cn/../info/1036/7332.htm,0,0
实践科,关于公布第十届大学生节能减排社会实践与科技竞赛 获奖名单的通知,2020-08-19,https://jwch.fzu.edu.cn/../info/1039/8718.htm,0,0
实践科,关于组织申报2020年省级虚拟仿真实验教学项目的通知,2020-08-18,https://jwch.fzu.edu.cn/../info/1039/8713.htm,1,729
教学运行,关于2020-2021学年第一学期辅修专业选课的通知,2020-08-12,https://jwch.fzu.edu.cn/../info/1036/7331.htm,0,0
计划科,关于核对2020-2021学年第一学期通识教育选修课开课信息的有关通知,2020-08-12,https://jwch.fzu.edu.cn/../info/1038/8144.htm,0,0
教学运行,关于公布2020年春季学期计算机语言类课程非毕业班期末考试安排的通知,2020-08-10,https://jwch.fzu.edu.cn/../info/1036/7329.htm,0,0
教学运行,关于公布2020年春季学期《高等数学》、《线性代数》、《概率论与数理统计》非毕业班期末考试Q群的通知,2020-08-06,https://jwch.fzu.edu.cn/../info/1036/7328.htm,0,0
质量办,关于转发《2020年第二届全国高校混合式教学设计创新大赛》的通知,2020-07-31,https://jwch.fzu.edu.cn/../info/1040/9013.htm,1,1400
教学通知,关于制订2020级第二学士学位专业培养方案的通知,2020-07-29,https://jwch.fzu.edu.cn/../info/1012/11276.htm,0,0
教学通知,福州大学关于组织申报2020年省级线下、线上线下混合式一流本科课程的通知,2020-07-27,https://jwch.fzu.edu.cn/../info/1012/11275.htm,0,0
教学通知,福州大学关于印发第二学士学位专业管理暂行办法的通知,2020-07-23,https://jwch.fzu.edu.cn/../info/1012/11274.htm,0,0
质量办,关于上报认证专业与公共基础课程对接工作计划的通知,2020-07-10,https://jwch.fzu.edu.cn/../info/1040/9009.htm,0,0
实践科,关于举办福州大学第十七届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,2020-07-10,https://jwch.fzu.edu.cn/../info/1039/8711.htm,0,0
综合科,教务处关于2020年暑假用印安排的通知,2020-07-09,https://jwch.fzu.edu.cn/../info/1035/7263.htm,0,0
质量办,关于做好学院线上教学及线上考试总结工作的通知,2020-07-08,https://jwch.fzu.edu.cn/../info/1040/9007.htm,0,0
教学运行,关于2019-2020学年第二学期重修、辅修缴费的通知,2020-07-08,https://jwch.fzu.edu.cn/../info/1036/7326.htm,0,0
质量办,关于推荐校本科教学督导组成员的通知,2020-07-08,https://jwch.fzu.edu.cn/../info/1040/9005.htm,0,0
教学运行,关于2020-2021学年第一学期学生学期选课的通知,2020-07-08,https://jwch.fzu.edu.cn/../info/1036/7397.htm,0,0
教学运行,关于公布2020年春季学期部分公共基础课期末考试及补考安排的通知,2020-07-06,https://jwch.fzu.edu.cn/../info/1036/7395.htm,0,0
实践科,关于报送本科生到晋江市相关企业实习需求的紧急通知,2020-06-28,https://jwch.fzu.edu.cn/../info/1039/8812.htm,0,0
质量办,关于下一阶段推进专业认证工作有关要求的通知,2020-06-28,https://jwch.fzu.edu.cn/../info/1040/9004.htm,0,0
实践科,关于举办“实达迪美杯”福州大学第九届大学生软件设计与服务外包创新创业竞赛的通知,2020-06-28,https://jwch.fzu.edu.cn/../info/1039/8809.htm,0,0
教学通知,关于福州大学第五届远志创业实验班学生名单的公示,2020-06-23,https://jwch.fzu.edu.cn/../info/1012/11262.htm,0,0
教学运行,关于2020年端午放假课程调整的通知,2020-06-22,https://jwch.fzu.edu.cn/../info/1036/7393.htm,0,0
教学通知,关于2020-2021学年第一学期修读辅修专业学生名单的公示,2020-06-19,https://jwch.fzu.edu.cn/../info/1012/11260.htm,0,0
实践科,福州大学关于公布2020届优秀本科生毕业设计（论文）名单的通知,2020-06-18,https://jwch.fzu.edu.cn/../info/1039/9707.htm,0,0
教学运行,关于2020年春季学期期末和2020年秋季学期期初教学工作安排的通知,2020-06-17,https://jwch.fzu.edu.cn/../info/1036/7391.htm,0,0
教学运行,关于2019-2020学年第二学期重修、辅修补缴费的通知,2020-06-16,https://jwch.fzu.edu.cn/../info/1036/7389.htm,0,0
质量办,关于开展2020年度教师本科教学综合测评工作的通知,2020-06-15,https://jwch.fzu.edu.cn/../info/1040/9002.htm,0,0
教学通知,关于召开2019-2020学年春季学期本科教育教学工作会议的通知,2020-06-15,https://jwch.fzu.edu.cn/../info/1012/11295.htm,0,0
实践科,关于2020年全国大学生数学建模竞赛报名的通知,2020-06-08,https://jwch.fzu.edu.cn/../info/1039/8803.htm,0,0
教学通知,关于蒲政林同学转学情况的公示,2020-06-05,https://jwch.fzu.edu.cn/../info/1012/11293.htm,0,0
实践科,关于公布第二十六期本科生科研训练计划立项项目的通知,2020-06-04,https://jwch.fzu.edu.cn/../info/1039/8802.htm,0,0
实践科,关于2020届本科生毕业设计（论文）推优和抽检工作的通知,2020-06-03,https://jwch.fzu.edu.cn/../info/1039/8793.htm,0,0
实践科,关于公布第二十四、二十五期本科生科研训练计划项目评审结果的通知,2020-05-29,https://jwch.fzu.edu.cn/../info/1039/8790.htm,0,0
实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2020-05-29,https://jwch.fzu.edu.cn/../info/1039/8788.htm,0,0
质量办,关于举办福州大学首场“教学有道”研讨活动的通知,2020-05-28,https://jwch.fzu.edu.cn/../info/1040/9000.htm,0,0
教研教改,关于做好2020-2021学年第一学期教材选用及征订工作的通知,2020-05-28,https://jwch.fzu.edu.cn/../info/1037/8155.htm,0,0
教学运行,关于做好2021届预计毕业生学历注册信息核对的通知,2020-05-25,https://jwch.fzu.edu.cn/../info/1036/7387.htm,0,0
教学通知,福州大学关于开展第五届远志创业实验班招生工作的通知,2020-05-22,https://jwch.fzu.edu.cn/../info/1012/11285.htm,0,0
教学通知,2019-2020学年第二学期在校学生申请辅修专业的通知,2020-05-22,https://jwch.fzu.edu.cn/../info/1012/11283.htm,0,0
教学通知,关于陈子淳同学转学情况的公示,2020-05-22,https://jwch.fzu.edu.cn/../info/1012/11284.htm,0,0
教学运行,2020年春季学期毕业班重修、补修课程考试安排,2020-05-22,https://jwch.fzu.edu.cn/../info/1036/7386.htm,0,0
实践科,关于公布黄宁玮等50位同学获得奖励学分的通知,2020-05-20,https://jwch.fzu.edu.cn/../info/1039/8785.htm,0,0
教学通知,关于组织申报2020-2021学年第一学期通识教育选修课的通知,2020-05-18,https://jwch.fzu.edu.cn/../info/1012/11280.htm,0,0
教学运行,关于公布毕业班各补考课程考试时间安排的通知,2020-05-15,https://jwch.fzu.edu.cn/../info/1036/7379.htm,0,0
教学运行,关于2020春季学期辅修及非毕业班非补考重修课程的缴费通知,2020-05-15,https://jwch.fzu.edu.cn/../info/1036/7384.htm,0,0
教学运行,关于启用本科生肄业证书的通知,2020-05-15,https://jwch.fzu.edu.cn/../info/1036/7382.htm,0,0
教学运行,关于2019-2020学年第二学期毕业班重修选课缴费的通知,2020-05-14,https://jwch.fzu.edu.cn/../info/1036/7377.htm,0,0
实践科,关于组织参加2020年全省高校虚拟仿真实验教学项目建设与申报视频培训会的通知,2020-05-13,https://jwch.fzu.edu.cn/../info/1039/8783.htm,0,0
教学通知,关于2014-2016级学生《大学英语》免修申请的通知,2020-05-13,https://jwch.fzu.edu.cn/../info/1012/11314.htm,0,0
实践科,关于2020届毕业生2020年春季学期课程考试、毕业实习、毕业设计（论文）材料归档的通知,2020-05-12,https://jwch.fzu.edu.cn/../info/1039/8781.htm,0,0
教学通知,关于2020年春季教材发放的通知,2020-05-08,https://jwch.fzu.edu.cn/../info/1012/11312.htm,0,0
教学运行,关于公布毕业班各补考课程联系群的通知,2020-05-07,https://jwch.fzu.edu.cn/../info/1036/7374.htm,0,0
综合科,2020年春季学期毕业班补考安排工作方案,2020-05-02,https://jwch.fzu.edu.cn/../info/1035/7260.htm,0,0
实践科,关于做好2020届本科生毕业设计（论文）远程线上答辩工作的通知,2020-05-01,https://jwch.fzu.edu.cn/../info/1039/8780.htm,0,0
综合科,关于知识产权与信息素养讲座第284讲报名的通知,2020-04-29,https://jwch.fzu.edu.cn/../info/1035/7257.htm,0,0
教学运行,关于2020届预计毕业生核对电子注册学历照片的通知,2020-04-27,https://jwch.fzu.edu.cn/../info/1036/7372.htm,0,0
教学运行,关于2020年五一节放假课程调整的通知,2020-04-24,https://jwch.fzu.edu.cn/../info/1036/7369.htm,0,0
综合科,关于知识产权与信息素养讲座第283讲报名的通知,2020-04-22,https://jwch.fzu.edu.cn/../info/1035/7356.htm,0,0
质量办,关于期中党政领导集中听课的通知,2020-04-15,https://jwch.fzu.edu.cn/../info/1040/8996.htm,2,"1105,1213"
质量办,关于启用新修订的《福州大学课堂教学质量评价标准》的通知,2020-04-15,https://jwch.fzu.edu.cn/../info/1040/8998.htm,3,"1129,1078,1276"
综合科,关于知识产权与信息素养讲座第282讲报名的通知,2020-04-15,https://jwch.fzu.edu.cn/../info/1035/7355.htm,0,0
实践科,关于举办福州大学第六届材料创新、设计及应用大赛的通知,2020-04-09,https://jwch.fzu.edu.cn/../info/1039/8776.htm,0,0
实践科,关于举办福州大学第十届大学生节能减排社会实践与科技竞赛的通知,2020-04-09,https://jwch.fzu.edu.cn/../info/1039/8778.htm,1,985
综合科,关于知识产权与信息素养讲座第281讲报名的通知,2020-04-08,https://jwch.fzu.edu.cn/../info/1035/7352.htm,0,0
综合科,关于召开2019-2020学年春季学期本科教学工作会议的通知,2020-04-07,https://jwch.fzu.edu.cn/../info/1035/11545.htm,0,0
实践科,关于对2020届本科毕业设计（论文）进行查重检测的通知,2020-04-01,https://jwch.fzu.edu.cn/../info/1039/8773.htm,0,0
综合科,关于2019-2020学年第二学期第二批通识教育选修课选课须知,2020-04-01,https://jwch.fzu.edu.cn/../info/1035/7348.htm,0,0
实践科,关于报送2020届本科生春季学期毕业实践环节进展情况的紧急通知,2020-03-31,https://jwch.fzu.edu.cn/../info/1039/9706.htm,1,834
综合科,关于福州大学线上办理学籍成绩证明的通知,2020-03-30,https://jwch.fzu.edu.cn/../info/1035/7342.htm,0,0
综合科,关于2020年清明节放假课程调整的通知,2020-03-28,https://jwch.fzu.edu.cn/../info/1035/7339.htm,0,0
实践科,关于做好第二十四期、二十五期本科生科研训练计划项目结题工作的通知,2020-03-27,https://jwch.fzu.edu.cn/../info/1039/8758.htm,1,1037
实践科,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,2020-03-27,https://jwch.fzu.edu.cn/../info/1039/8761.htm,1,837
教学运行,关于做好2020-2021学年第一学期排课准备工作的通知,2020-03-26,https://jwch.fzu.edu.cn/../info/1036/7367.htm,0,0
实践科,关于做好第二十六期本科生科研训练计划项目立项工作的通知,2020-03-20,https://jwch.fzu.edu.cn/../info/1039/8757.htm,0,0
教学通知,福州大学关于组织申报教育部第二批新工科研究与实践项目的通知,2020-03-19,https://jwch.fzu.edu.cn/../info/1012/11328.htm,0,0
教学通知,关于2019-2020学年第二学期重修补报名及独立重修班报名的通知,2020-03-17,https://jwch.fzu.edu.cn/../info/1012/11327.htm,0,0
质量办,关于开展福州大学本科线上教学情况问卷调查的通知,2020-03-05,https://jwch.fzu.edu.cn/../info/1040/8993.htm,0,0
教学通知,关于报送2019-2020学年春季学期各类课程调整方案的通知,2020-03-03,https://jwch.fzu.edu.cn/../info/1012/11325.htm,0,0
教学通知,关于进一步完善疫情防控期间在线教学工作的指导性意见,2020-02-20,https://jwch.fzu.edu.cn/../info/1012/11324.htm,0,0
教学通知,关于征集线上教学的意见和建议的通知,2020-02-18,https://jwch.fzu.edu.cn/../info/1012/11323.htm,0,0
教学运行,关于2019-2020学年第二学期通识教育选修课选课须知,2020-02-16,https://jwch.fzu.edu.cn/../info/1036/7366.htm,0,0
教学运行,关于公布延期开学期间各课程授课平台、班级联系群的通知（更新至2月14日16:00）,2020-02-12,https://jwch.fzu.edu.cn/../info/1036/7363.htm,0,0
教学通知,关于延期开学教务教学安排致福州大学全体本科生的一封信,2020-02-11,https://jwch.fzu.edu.cn/../info/1012/11320.htm,0,0
质量办,关于开展2019-2020学年第二学期课程线上教学督导检查的通知,2020-02-10,https://jwch.fzu.edu.cn/../info/1040/8991.htm,0,0
教学通知,关于转发教育部关于在疫情防控期间做好普通高等学校在线教学组织与管理工作的指导意见的通知,2020-02-06,https://jwch.fzu.edu.cn/../info/1012/11318.htm,0,0
实践科,福州大学关于疫情防控期间本科学生延期（暂停）实习的通知,2020-02-06,https://jwch.fzu.edu.cn/../info/1039/8756.htm,0,0
教学通知,关于开展教师在线教学培训的通知,2020-02-03,https://jwch.fzu.edu.cn/../info/1012/11356.htm,0,0
教学通知,福州大学关于做好2019-2020学年第二学期延期开学本科教学工作安排的通知,2020-02-03,https://jwch.fzu.edu.cn/../info/1012/11355.htm,0,0
教学通知,福州大学关于开展“延期开学不停学”行动的倡议书,2020-02-01,https://jwch.fzu.edu.cn/../info/1012/11354.htm,0,0
教学通知,关于2019学年第2学期期初本科生教学工作事宜的通知,2020-01-27,https://jwch.fzu.edu.cn/../info/1012/11353.htm,0,0
综合科,教务处关于2020年寒假用印安排的通知,2020-01-16,https://jwch.fzu.edu.cn/../info/1035/7337.htm,0,0
实践科,关于公布“紫金杯”第七届大学生GPS定向越野大赛获奖名单的通知,2020-01-14,https://jwch.fzu.edu.cn/../info/1039/8863.htm,0,0
教学通知,关于核对2019-2020学年第二学期通识教育选修课开课信息的有关通知,2020-01-10,https://jwch.fzu.edu.cn/../info/1012/11350.htm,0,0
实践科,关于2020年全国大学生英语竞赛报名的通知,2020-01-09,https://jwch.fzu.edu.cn/../info/1039/8859.htm,0,0
实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2020-01-09,https://jwch.fzu.edu.cn/../info/1039/8861.htm,0,0
实践科,关于公布2018年本科生高水平学术论文奖励名单的通知,2020-01-08,https://jwch.fzu.edu.cn/../info/1039/8857.htm,1,842
实践科,关于公布第六届“君测杯”测量技能大赛获奖名单的通知,2020-01-08,https://jwch.fzu.edu.cn/../info/1039/8845.htm,0,0
综合科,关于召开2019-2020学年第一学期期末教学工作会议的通知,2020-01-06,https://jwch.fzu.edu.cn/../info/1035/7335.htm,0,0
教学运行,关于2019-2020学年第二学期辅修专业选课的通知,2020-01-06,https://jwch.fzu.edu.cn/../info/1036/7359.htm,0,0
教学运行,关于2019-2020学年第一学期补考试卷印制事宜的通知,2020-01-06,https://jwch.fzu.edu.cn/../info/1036/7360.htm,0,0
教学运行,关于2019-2020学年第一学期《大学物理》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7358.htm,0,0
教学运行,关于2019-2020学年第一学期《大学英语(三）》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7425.htm,0,0
教学运行,关于2019-2020学年第一学期《大学英语(四）》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7423.htm,0,0
教学运行,关于2019-2020学年第一学期《大学英语（一）》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7420.htm,0,0
教学运行,关于2019-2020学年第一学期《高等数学》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7422.htm,0,0
教学运行,关于2019-2020学年第一学期《概率论与数理统计》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7429.htm,0,0
教学运行,关于2019-2020学年第一学期《大学英语(二）》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7427.htm,0,0
教学运行,关于2019-2020学年第一学期《工程制图》、《画法几何》期末考试安排的通知,2020-01-03,https://jwch.fzu.edu.cn/../info/1036/7421.htm,0,0
实践科,关于开展2019年度国家级实验教学示范中心和国家级虚拟仿真实验教学中心年度考核的通知,2019-12-31,https://jwch.fzu.edu.cn/../info/1039/8843.htm,0,0
实践科,关于举办福州大学首届大学生虚拟仿真实验教学项目创新设计竞赛通知,2019-12-28,https://jwch.fzu.edu.cn/../info/1039/8842.htm,0,0
实践科,关于开展大学生学科竞赛集训基地建设项目年度检查的通知,2019-12-27,https://jwch.fzu.edu.cn/../info/1039/8840.htm,0,0
实践科,关于公布福州大学第九届大学生工程训练综合能力竞赛获奖名单的通知,2019-12-27,https://jwch.fzu.edu.cn/../info/1039/8839.htm,0,0
实践科,关于做好2019年省级以上大学生创新创业训练计划项目和第二十五期本科生科研训练计划项目中期检查工作的通知,2019-12-27,https://jwch.fzu.edu.cn/../info/1039/8841.htm,0,0
教学运行,2019-2020学年第一学期《大学物理实验A》（下）期末考试通知,2019-12-27,https://jwch.fzu.edu.cn/../info/1036/7419.htm,0,0
实践科,关于做好2020届本科生毕业设计（论文）工作的通知,2019-12-27,https://jwch.fzu.edu.cn/../info/1039/8836.htm,0,0
实践科,关于召开国家、省级大学生创新创业训练计划项目结题答辩暨经验交流会的通知,2019-12-26,https://jwch.fzu.edu.cn/../info/1039/8833.htm,0,0
质量办,关于组织观看2020年工程教育认证网络视频培训的通知,2019-12-26,https://jwch.fzu.edu.cn/../info/1040/8989.htm,0,0
实践科,关于对2019年学院教学有关数据进行统计的通知,2019-12-24,https://jwch.fzu.edu.cn/../info/1039/8831.htm,0,0
教学运行,关于做好期末复习考试及下学期开学等工作的通知,2019-12-23,https://jwch.fzu.edu.cn/../info/1036/7415.htm,0,0
教学运行,关于2019-2020学年第二学期学生学期选课的通知,2019-12-23,https://jwch.fzu.edu.cn/../info/1036/7417.htm,0,0
教学运行,关于2020年元旦放假课程调整的通知,2019-12-23,https://jwch.fzu.edu.cn/../info/1036/7418.htm,0,0
教学运行,关于2019-2020学年第一学期英语专题课期末考试安排的通知,2019-12-18,https://jwch.fzu.edu.cn/../info/1036/7414.htm,0,0
综合科,关于报送各学院2019年教学工作总结和2020年教学工作计划的通知,2019-12-09,https://jwch.fzu.edu.cn/../info/1035/11539.htm,0,0
实践科,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,2019-12-06,https://jwch.fzu.edu.cn/../info/1039/8828.htm,0,0
教学运行,关于2019-2020学年第一学期计算机语言课期末考试安排的通知,2019-12-06,https://jwch.fzu.edu.cn/../info/1036/7413.htm,0,0
教学运行,关于2019-2020学年第一学期《高等数学A（下）》课期末考试安排的通知,2019-12-03,https://jwch.fzu.edu.cn/../info/1036/7411.htm,0,0
教学运行,关于2019-2020学年第一学期《线性代数》、《线性代数与解析几何》课期末考试安排的通知,2019-12-03,https://jwch.fzu.edu.cn/../info/1036/7412.htm,0,0
教学运行,关于组织申报2019-2020学年第二学期通识教育选修课的通知,2019-12-02,https://jwch.fzu.edu.cn/../info/1036/7409.htm,0,0
实践科,关于举办“君测杯”福州大学第六届测量技能大赛的通知,2019-12-02,https://jwch.fzu.edu.cn/../info/1039/8827.htm,0,0
教学运行,关于2019-2020学年第一学期《大学物理》独立重修班期末考试安排的通知,2019-11-29,https://jwch.fzu.edu.cn/../info/1036/7407.htm,0,0
质量办,关于福州大学2019年本科专项检查工作安排的通知,2019-11-28,https://jwch.fzu.edu.cn/../info/1040/8987.htm,0,0
实践科,关于公布陈生等260位同学获得奖励学分的通知,2019-11-25,https://jwch.fzu.edu.cn/../info/1039/8826.htm,0,0
教学运行,关于重申试卷印刷时间要求的通知,2019-11-25,https://jwch.fzu.edu.cn/../info/1036/7405.htm,0,0
质量办,关于福州大学2019年第十七期新上岗教师达标培训班观摩公开课（二）的通知,2019-11-25,https://jwch.fzu.edu.cn/../info/1040/8986.htm,0,0
实践科,关于举办福州大学第七届桥梁设计大赛的通知,2019-11-22,https://jwch.fzu.edu.cn/../info/1039/8825.htm,0,0
教学运行,关于2019-2020学年第一学期《工程制图E》课期末考试安排的通知,2019-11-22,https://jwch.fzu.edu.cn/../info/1036/7402.htm,0,0
实践科,关于举办紫金杯福州大学第七届大学生GPS定向越野大赛的通知,2019-11-21,https://jwch.fzu.edu.cn/../info/1039/8823.htm,0,0
教学运行,关于公布2019-2020学年各学院转专业实施细则的通知,2019-11-21,https://jwch.fzu.edu.cn/../info/1036/7400.htm,0,0
实践科,关于开展2018年本科生高水平学术论文奖励评选工作的通知,2019-11-20,https://jwch.fzu.edu.cn/../info/1039/8820.htm,0,0
实践科,2020年第十三届福建省大学生合泰杯单片机应用设计竞赛通知及日程,2019-11-19,https://jwch.fzu.edu.cn/../info/1039/8817.htm,0,0
实践科,关于公布第十一届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛获省赛参赛资格名单的通知,2019-11-15,https://jwch.fzu.edu.cn/../info/1039/8887.htm,0,0
质量办,关于开展2019年度教师本科教学综合测评工作的通知,2019-11-14,https://jwch.fzu.edu.cn/../info/1040/9099.htm,0,0
教学运行,关于知识产权与信息素养讲座第270讲--《开题与课题申请前的文献调研概述（理工类）》报名的通知,2019-11-13,https://jwch.fzu.edu.cn/../info/1036/7477.htm,0,0
教学运行,关于2019-2020学年第一学期《高等数学》课期中考试安排的通知,2019-11-12,https://jwch.fzu.edu.cn/../info/1036/7475.htm,0,0
质量办,关于开展福州大学2019年本科课程设计、实习与毕业设计（论文）质量专项检查工作的通知,2019-11-11,https://jwch.fzu.edu.cn/../info/1040/9096.htm,0,0
实践科,关于公布“星云大数据杯”第十五届数学建模竞赛获奖名单的通知,2019-11-11,https://jwch.fzu.edu.cn/../info/1039/8886.htm,0,0
计划科,2019-2020学年第一学期在校学生申请辅修专业的通知,2019-11-11,https://jwch.fzu.edu.cn/../info/1038/8141.htm,0,0
实践科,关于公布第十九届高等数学竞赛获奖名单的通知,2019-11-11,https://jwch.fzu.edu.cn/../info/1039/8885.htm,0,0
实践科,关于公布第六届桥梁设计大赛获奖名单的通知,2019-11-08,https://jwch.fzu.edu.cn/../info/1039/8884.htm,0,0
实践科,关于举办福州大学第二届大学生虚拟仿真实验教学项目创新设计竞赛通知,2019-11-06,https://jwch.fzu.edu.cn/../info/1039/8883.htm,0,0
教学运行,关于知识产权与信息素养讲座第269讲——《探寻Wiley Online Library，助力科研与学习》报名的通知,2019-11-06,https://jwch.fzu.edu.cn/../info/1036/7473.htm,0,0
综合科,关于本科生学生证补办的通知,2019-11-05,https://jwch.fzu.edu.cn/../info/1035/11538.htm,2,"1251,1442"
教学运行,关于组织2019级新生开展学籍信息自查工作的通知,2019-11-05,https://jwch.fzu.edu.cn/../info/1036/7470.htm,0,0
综合科,关于做好2019-2020学年 第二学期教材征订工作的通知,2019-11-04,https://jwch.fzu.edu.cn/../info/1035/11537.htm,0,0
教学运行,关于做好我校2019学年本科生转专业工作的通知,2019-10-30,https://jwch.fzu.edu.cn/../info/1036/11004.htm,0,0
教学运行,关于知识产权与信息素养讲座第268讲——《Emerald 资源使用与投稿交流》报名的通知,2019-10-30,https://jwch.fzu.edu.cn/../info/1036/7465.htm,0,0
实践科,关于紧急补报2019年高校教学基本状态数据库表GK-3工科类专业经费情况数据的通知,2019-10-28,https://jwch.fzu.edu.cn/../info/1039/8882.htm,0,0
质量办,关于福州大学2019年第十七期新上岗教师达标培训班观摩公开课（一）的通知,2019-10-24,https://jwch.fzu.edu.cn/../info/1040/9094.htm,0,0
教学运行,关于知识产权与信息素养讲座第267讲——《Scopus如何让科研变得更轻松》报名的通知,2019-10-23,https://jwch.fzu.edu.cn/../info/1036/7463.htm,0,0
综合科,关于2019级福州大学学生证信息采集的补充通知,2019-10-23,https://jwch.fzu.edu.cn/../info/1035/11536.htm,0,0
教学运行,关于做好2020届预计毕业生电子注册图像采集工作的通知,2019-10-22,https://jwch.fzu.edu.cn/../info/1036/7461.htm,0,0
