通知人,标题,日期,链接,附件数,附件下载次数
综合科,关于召开2022-2023学年秋季学期期末本科教育教学工作会议的通知,2022-12-15,https://jwch.fzu.edu.cn/../info/1035/12475.htm,0,0
综合科,关于评选2022年优秀教学管理人员的通知,2022-12-15,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=12474,2,"1146,1005"
教学运行,2022年秋季学期期末教学工作安排,2022-12-14,https://jwch.fzu.edu.cn/../info/1036/12472.htm,0,0
教学运行,关于2022-2023学年第一学期《工程制图A（上）、C（上）、D、F》课程期末考试安排的通知,2022-12-09,https://jwch.fzu.edu.cn/../info/1036/12463.htm,1,1336
实践科,关于做好2022年省级（含）以上大学生创新创业训练计划项目和第二十八期本科生科研训练计划项目中期检查工作的通知,2022-12-08,https://jwch.fzu.edu.cn/../info/1039/12462.htm,1,3077
教学运行,关于2022级期末相关教学安排的通知,2022-12-08,https://jwch.fzu.edu.cn/../info/1036/12461.htm,0,0
教学运行,关于2022-2023学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2022-12-06,https://jwch.fzu.edu.cn/../info/1036/12454.htm,1,2576
教学运行,关于2022-2023学年第一学期《马克思主义基本原理》课程期末考试安排的通知,2022-12-06,https://jwch.fzu.edu.cn/../info/1036/12453.htm,1,1570
实践科,关于公布第六届网络信息安全竞赛获奖名单的通知,2022-12-05,https://jwch.fzu.edu.cn/../info/1039/12452.htm,0,0
教学运行,关于部分教室改造的调课通知,2022-12-02,https://jwch.fzu.edu.cn/../info/1036/12441.htm,1,1383
实践科,关于本学期期末课程教学和实习安排的通知,2022-12-02,https://jwch.fzu.edu.cn/../info/1039/12435.htm,0,0
实践科,关于举办福州大学第九届桥梁设计大赛的通知,2022-11-30,https://jwch.fzu.edu.cn/../info/1039/12432.htm,2,"1302,1675"
计划科,关于2022-2023学年第二学期修读辅修专业学生名单的公示,2022-11-28,https://jwch.fzu.edu.cn/../info/1038/12421.htm,0,0
教研教改,福州大学关于收集线上课程资源需求的通知,2022-11-24,https://jwch.fzu.edu.cn/../info/1037/12416.htm,0,0
教学运行,关于2022-2023学年第一学期《高等数学A（下）》课程期末考试安排的通知,2022-11-24,https://jwch.fzu.edu.cn/../info/1036/12415.htm,1,1494
教学运行,关于2022-2023学年第一学期计算机语言类课程期末考试安排的通知,2022-11-24,https://jwch.fzu.edu.cn/../info/1036/12414.htm,1,1383
教学运行,关于2022-2023学年第一学期《中国近现代史纲要》课程期末考试安排的通知,2022-11-23,https://jwch.fzu.edu.cn/../info/1036/12412.htm,1,1473
教学运行,关于加强我校本科生转专业面试、笔试监督工作的通知,2022-11-23,https://jwch.fzu.edu.cn/../info/1036/12402.htm,0,0
教材中心,关于做好2022-2023学年第二学期教材选用及征订工作的通知,2022-11-22,https://jwch.fzu.edu.cn/../info/1042/12401.htm,2,"1600,1828"
教学运行,关于2022-2023学年第一学期《工程制图E》、《画法几何》课程期末考试安排的通知,2022-11-19,https://jwch.fzu.edu.cn/../info/1036/12397.htm,1,1583
实践科,关于公布第十六届本科生数学建模竞赛获奖名单的通知,2022-11-18,https://jwch.fzu.edu.cn/../info/1039/12396.htm,0,0
教学运行,关于2022-2023学年第一学期《概率论与数理统计》课程半期考试安排的通知,2022-11-16,https://jwch.fzu.edu.cn/../info/1036/12393.htm,1,1317
教学运行,关于2022-2023学年第一学期《高等数学A（上）、B（上）、C（上）、D》课程半期考试安排的通知,2022-11-16,https://jwch.fzu.edu.cn/../info/1036/12392.htm,1,1976
教学运行,关于做好2023届预计毕业生电子注册图像采集工作的通知,2022-11-15,https://jwch.fzu.edu.cn/../info/1036/12391.htm,0,0
实践科,关于公布第十四届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛获省赛参赛资格名单的通知,2022-11-11,https://jwch.fzu.edu.cn/../info/1039/12381.htm,0,0
计划科,关于组织申报2022-2023学年第二学期通识教育选修课的通知,2022-11-08,https://jwch.fzu.edu.cn/../info/1038/12371.htm,0,0
教学运行,关于公布2022-2023学年各学院转专业实施细则的通知,2022-11-07,https://jwch.fzu.edu.cn/../info/1036/12362.htm,2,"4918,9690"
教研教改,关于举办虚拟教研室建设之课程知识图谱构建专家辅导会暨福州大学第三十八场“教学有道”研讨活动的通知,2022-11-03,https://jwch.fzu.edu.cn/../info/1037/12355.htm,0,0
综合科,关于2022-2023学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2022-11-03,https://jwch.fzu.edu.cn/../info/1035/12354.htm,0,0
计划科,关于2022-2023学年第一学期在校学生申请辅修专业的通知,2022-11-01,https://jwch.fzu.edu.cn/../info/1038/12351.htm,0,0
质量办,关于2022年新上岗教师教学达标培训班教师配备导师的通知,2022-10-26,https://jwch.fzu.edu.cn/../info/1040/12341.htm,1,1973
教学运行,关于做好2022学年本科生转专业工作的通知,2022-10-20,https://jwch.fzu.edu.cn/../info/1036/12325.htm,0,0
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第八周）,2022-10-12,https://jwch.fzu.edu.cn/../info/1038/12309.htm,0,0
实践科,关于举办第十四届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,2022-10-10,https://jwch.fzu.edu.cn/../info/1039/12302.htm,0,0
教学运行,关于组织2022级新生开展学籍信息自查工作的通知,2022-10-10,https://jwch.fzu.edu.cn/../info/1036/12301.htm,0,0
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第七周）,2022-10-06,https://jwch.fzu.edu.cn/../info/1038/12296.htm,0,0
实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2022-10-05,https://jwch.fzu.edu.cn/../info/1039/12287.htm,2,"2358,3111"
实践科,关于公布第二十六、二十七期本科生科研训练计划项目结题成绩的通知,2022-10-05,https://jwch.fzu.edu.cn/../info/1039/12286.htm,2,"2899,2911"
质量办,关于举办福州大学第三十七场“教学有道”研讨活动暨2022年教师教学创新大赛培训会的通知,2022-10-04,https://jwch.fzu.edu.cn/../info/1040/12283.htm,0,0
质量办,福州大学关于2022年各类课程教学资料专项检查具体安排的通知,2022-10-04,https://jwch.fzu.edu.cn/../info/1040/12281.htm,0,0
教研教改,关于转发福建省新工科教育联盟《关于开展新工科教育专家库建设、优秀教学案例征集、实践平台共建共享工作的通知》的通知,2022-09-29,https://jwch.fzu.edu.cn/../info/1037/12263.htm,1,1332
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第六周）,2022-09-29,https://jwch.fzu.edu.cn/../info/1038/12262.htm,0,0
教研教改,转发福建省高校课程思政教育联盟《关于开展课程思政专家库建设及优秀教学案例征集工作的通知》的通知,2022-09-28,https://jwch.fzu.edu.cn/../info/1037/12261.htm,1,1402
实践科,关于2022年高校教学基本状态数据库教学相关数据报送的通知,2022-09-23,https://jwch.fzu.edu.cn/../info/1039/12246.htm,1,1482
实践科,关于报送课程教学资料、本科生毕业设计（论文）、实习、实验与课程设计质量专项检查自查材料的通知,2022-09-23,https://jwch.fzu.edu.cn/../info/1039/12245.htm,0,0
教学运行,关于2022年国庆节放假课程调整的通知,2022-09-23,https://jwch.fzu.edu.cn/../info/1036/12244.htm,0,0
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第五周）,2022-09-21,https://jwch.fzu.edu.cn/../info/1038/12243.htm,0,0
质量办,关于组织报名参加全国高校教师教学创新大赛备赛实战与案例解析专题培训会的通知,2022-09-21,https://jwch.fzu.edu.cn/../info/1040/12242.htm,1,4120
教学运行,关于做好2022-2023学年第二学期排课准备工作的通知,2022-09-21,https://jwch.fzu.edu.cn/../info/1036/12241.htm,0,0
综合科,关于召开2022-2023学年秋季学期期初本科教学工作会议的通知,2022-09-20,https://jwch.fzu.edu.cn/../info/1035/12238.htm,0,0
计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》线下见面课的友情提示,2022-09-16,https://jwch.fzu.edu.cn/../info/1038/12223.htm,0,0
教学运行,关于做好2022年参军退役复学学生转专业工作的通知,2022-09-15,https://jwch.fzu.edu.cn/../info/1036/12222.htm,2,"1709,1745"
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第四周）,2022-09-15,https://jwch.fzu.edu.cn/../info/1038/12221.htm,0,0
计划科,关于在爱课程平台参加通识选修课学习的重要提示,2022-09-14,https://jwch.fzu.edu.cn/../info/1038/12213.htm,0,0
教材中心,关于召开教材建设研讨会的通知,2022-09-13,https://jwch.fzu.edu.cn/../info/1042/12212.htm,0,0
教学运行,关于2022-2023学年第一学期重新学习选课的通知,2022-09-13,https://jwch.fzu.edu.cn/../info/1036/12211.htm,0,0
教学运行,关于2021级体育理论教室安排表的通知,2022-09-08,https://jwch.fzu.edu.cn/../info/1036/12201.htm,0,0
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第三周）,2022-09-07,https://jwch.fzu.edu.cn/../info/1038/12200.htm,0,0
教学运行,关于2022年中秋节放假课程调整的通知,2022-09-06,https://jwch.fzu.edu.cn/../info/1036/12193.htm,0,0
计划科,关于公布2022-2023学年第一学期通选课取消开课名单的通知,2022-09-05,https://jwch.fzu.edu.cn/../info/1038/12191.htm,0,0
实践科,关于做好本科毕业论文（设计）抽检信息平台和专家库建设工作通知,2022-09-05,https://jwch.fzu.edu.cn/../info/1039/12181.htm,3,"1754,2152,2678"
计划科,关于报名参加2022-2023学年第一学期国情教育网络培训的通知,2022-09-02,https://jwch.fzu.edu.cn/../info/1038/12174.htm,0,0
教学运行,关于2022级体育理论教室安排表的通知,2022-09-02,https://jwch.fzu.edu.cn/../info/1036/12172.htm,0,0
实践科,关于试点使用“全国大学生实习公共服务平台”的通知,2022-09-02,https://jwch.fzu.edu.cn/../info/1039/12169.htm,2,"1975,1775"
质量办,关于开展福州大学2022年教师教学创新大赛的通知,2022-09-01,https://jwch.fzu.edu.cn/../info/1040/12168.htm,1,1291
教研教改,关于公布参加2022级“嘉锡化学拔尖班”选拔面试学生名单的通知,2022-08-31,https://jwch.fzu.edu.cn/../info/1037/12167.htm,0,0
教研教改,关于公布参加2022级“数理综合班”选拔面试学生名单的通知,2022-08-31,https://jwch.fzu.edu.cn/../info/1037/12166.htm,0,0
教研教改,关于公布参加2022级“数理金融实验班”选拔面试学生名单的通知,2022-08-31,https://jwch.fzu.edu.cn/../info/1037/12165.htm,0,0
质量办,关于开学第一周集中听课的通知,2022-08-28,https://jwch.fzu.edu.cn/../info/1040/12145.htm,2,"1698,2019"
综合科,关于2022-2023学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2022-08-28,https://jwch.fzu.edu.cn/../info/1035/12144.htm,0,0
综合科,关于2022级福州大学本科生学生证信息采集的通知,2022-08-28,https://jwch.fzu.edu.cn/../info/1035/12143.htm,0,0
质量办,关于开展2023年工程教育专业认证申请工作的通知,2022-08-28,https://jwch.fzu.edu.cn/../info/1040/12142.htm,3,"1606,1492,1305"
教学运行,关于2022-2023第一学期学期选课、辅修选课补退选的通知,2022-08-28,https://jwch.fzu.edu.cn/../info/1036/12141.htm,0,0
教研教改,福州大学关于开展2022级“嘉锡化学拔尖班”招生工作的通知,2022-08-26,https://jwch.fzu.edu.cn/../info/1037/12137.htm,5,"2194,1620,1837,1955,1983"
教研教改,福州大学关于开展2022级“数理综合班” 招生工作的通知,2022-08-26,https://jwch.fzu.edu.cn/../info/1037/12136.htm,4,"3080,1980,1716,2322"
教研教改,福州大学关于开展2022级“数理金融 实验班”招生工作的通知,2022-08-26,https://jwch.fzu.edu.cn/../info/1037/12135.htm,5,"2384,1378,2225,1566,1448"
计划科,关于2022级学生选修《大学信息技术基础》的通知,2022-08-24,https://jwch.fzu.edu.cn/../info/1038/12124.htm,0,0
计划科,关于2022-2023学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2022-08-24,https://jwch.fzu.edu.cn/../info/1038/12123.htm,2,"1730,1508"
计划科,关于2022-2023学年第一学期通识教育选修课选课的通知,2022-08-24,https://jwch.fzu.edu.cn/../info/1038/12122.htm,1,2108
实践科,关于公布第八届材料创新、设计及应用大赛获奖名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12110.htm,0,0
实践科,关于公布第十九届程序设计竞赛获奖名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12109.htm,0,0
实践科,关于公布第十二届大学生节能减排社会实践与科技竞赛获奖名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12108.htm,0,0
实践科,关于公布第八届大学生用户体验设计大赛获奖名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12107.htm,0,0
实践科,关于公布第二十二届数学竞赛获奖名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12106.htm,0,0
实践科,关于公布第十一届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12105.htm,0,0
实践科,关于公布福州大学2022届本科生优秀毕业设计（论文）名单的通知,2022-07-09,https://jwch.fzu.edu.cn/../info/1039/12104.htm,1,4500
综合科,教务处关于2022年暑假工作安排的通知,2022-07-09,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=12102,0,0
实践科,关于举办2022年福州大学大学生工程实践与创新能力大赛的通知,2022-07-08,https://jwch.fzu.edu.cn/../info/1039/12101.htm,1,3146
教学运行,关于2022届本科毕业生第三批毕业数据报送等相关工作的通知,2022-07-08,https://jwch.fzu.edu.cn/../info/1036/12100.htm,0,0
综合科,关于组织参加2022年全省本科教育管理人员视频培训班的通知,2022-07-05,https://jwch.fzu.edu.cn/../info/1035/12097.htm,1,1628
教学运行,关于2022-2023学年第一学期辅修专业选课的通知,2022-07-04,https://jwch.fzu.edu.cn/../info/1036/12096.htm,0,0
质量办,关于进一步加强校院两级本科教学督导工作的若干要求,2022-07-04,https://jwch.fzu.edu.cn/../info/1040/12095.htm,1,1544
综合科,关于召开2021-2022学年春季学期期末本科教学工作会议的通知,2022-07-01,https://jwch.fzu.edu.cn/../info/1035/12094.htm,0,0
教学运行,关于做好期末复习考试及下学期开学等工作的通知,2022-06-30,https://jwch.fzu.edu.cn/../info/1036/12092.htm,0,0
计划科,关于核对2022-2023学年第一学期通识教育选修课开课信息的有关通知,2022-06-29,https://jwch.fzu.edu.cn/../info/1038/12091.htm,0,0
教研教改,福州大学关于公布第六届远志创业实验班学生名单的通知,2022-06-24,https://jwch.fzu.edu.cn/../info/1037/12088.htm,0,0
实践科,关于公布2022年大学生劳动教育实践基地立项项目的通知,2022-06-23,https://jwch.fzu.edu.cn/../info/1039/12086.htm,1,1996
